,S1,S1_conf,ST,ST_conf
118,-4.4155894194294755e-14,1.4490772753826408e-13,5.048336726979422e-27,2.302785855632155e-26
119,-4.4155894194294755e-14,1.4490772753826408e-13,5.048336726979422e-27,2.302785855632155e-26
120,-4.4155894194294755e-14,1.4490772753826408e-13,5.048336726979422e-27,2.302785855632155e-26
121,-4.4155894194294755e-14,1.4490772753826408e-13,5.048336726979422e-27,2.302785855632155e-26
122,-4.4155894194294755e-14,1.4490772753826408e-13,5.048336726979422e-27,2.302785855632155e-26
123,-6.319370471465282e-14,1.7933400584486178e-13,1.176532055144751e-26,3.732737552480907e-26
124,-1.2328308345124197e-14,5.312460110581826e-14,5.610333998192842e-28,2.4175803150014625e-27
125,7.008433947294607e-14,6.990194769660427e-13,5.610333998192842e-27,4.186474311643195e-26
126,7.008433947294607e-14,6.990194769660427e-13,5.610333998192842e-27,4.186474311643195e-26
127,7.008433947294607e-14,6.990194769660427e-13,5.610333998192842e-27,4.186474311643195e-26
128,7.008433947294607e-14,6.990194769660427e-13,5.610333998192842e-27,4.186474311643195e-26
129,-0.04373466158301848,0.3441148247629576,0.005441014877155982,0.013648997860338328
130,4.5427722782697676e-14,7.312260964917624e-13,1.0098601196747116e-26,4.425271754769686e-26
131,2.7902322769655665e-14,2.6562856149172517e-13,3.366200398915705e-27,2.282813535322718e-26
132,2.7902322769655665e-14,2.6562856149172517e-13,3.366200398915705e-27,2.282813535322718e-26
133,2.7902322769655665e-14,2.6562856149172517e-13,3.366200398915705e-27,2.282813535322718e-26
134,2.7902322769655665e-14,2.6562856149172517e-13,3.366200398915705e-27,2.282813535322718e-26
135,2.7902322769655665e-14,2.6562856149172517e-13,3.366200398915705e-27,2.282813535322718e-26
136,2.152244851527744e-14,2.467091999426866e-13,1.6831001994578526e-27,7.270300414675632e-27
137,-0.34266833927655094,1.465328736386598,0.11668575346974387,0.33583606052697607
138,4.5771612026472087e-14,4.755104084746653e-13,3.9267519147977426e-27,1.846976340608945e-26
139,-2.3064885842649556e-14,3.336752647652549e-13,8.414055138438237e-27,5.0041253226908255e-26
140,-2.3064885842649556e-14,3.336752647652549e-13,8.414055138438237e-27,5.0041253226908255e-26
141,-2.3064885842649556e-14,3.336752647652549e-13,8.414055138438237e-27,5.0041253226908255e-26
142,-2.3064885842649556e-14,3.336752647652549e-13,8.414055138438237e-27,5.0041253226908255e-26
143,-2.3064885842649556e-14,3.336752647652549e-13,8.414055138438237e-27,5.0041253226908255e-26
144,-0.047706229048743554,0.21853953071937562,0.007812996025403258,0.030702549237033912
145,-1.9115635778556165e-14,3.7181981303994625e-13,1.1219222137534658e-26,5.520258751529596e-26
146,3.8566064552778024e-14,3.699541408106839e-13,1.6825700650150958e-26,6.306498618786653e-26
147,3.8566064552778024e-14,3.699541408106839e-13,1.6825700650150958e-26,6.306498618786653e-26
148,3.8566064552778024e-14,3.699541408106839e-13,1.6825700650150958e-26,6.306498618786653e-26
149,3.8566064552778024e-14,3.699541408106839e-13,1.6825700650150958e-26,6.306498618786653e-26
150,2.063047086486853e-14,2.8466922623880994e-13,1.458156705087382e-26,6.464811030567063e-26
151,6.71719313071198e-14,3.462435636501937e-13,1.5142600450693104e-26,6.403461959934741e-26
152,6.71719313071198e-14,3.462435636501937e-13,1.5142600450693104e-26,6.403461959934741e-26
153,6.71719313071198e-14,3.462435636501937e-13,1.5142600450693104e-26,6.403461959934741e-26
154,6.71719313071198e-14,3.462435636501937e-13,1.5142600450693104e-26,6.403461959934741e-26
155,5.484362296199561e-14,3.2492712496691416e-13,1.1216330626871893e-26,5.519746681571985e-26
156,8.630881357444073e-14,2.777535208738574e-13,1.0094745711170571e-26,3.780384585589745e-26
157,6.71719313071198e-14,3.462435636501937e-13,1.5142600450693104e-26,6.403461959934741e-26
158,6.71719313071198e-14,3.462435636501937e-13,1.5142600450693104e-26,6.403461959934741e-26
159,6.71719313071198e-14,3.462435636501937e-13,1.5142600450693104e-26,6.403461959934741e-26
160,6.71719313071198e-14,3.462435636501937e-13,1.5142600450693104e-26,6.403461959934741e-26
161,6.71719313071198e-14,3.462435636501937e-13,1.5142600450693104e-26,6.403461959934741e-26
162,6.71719313071198e-14,3.462435636501937e-13,1.5142600450693104e-26,6.403461959934741e-26
163,6.71719313071198e-14,3.462435636501937e-13,1.5142600450693104e-26,6.403461959934741e-26
164,6.71719313071198e-14,3.462435636501937e-13,1.5142600450693104e-26,6.403461959934741e-26
165,6.71719313071198e-14,3.462435636501937e-13,1.5142600450693104e-26,6.403461959934741e-26
166,6.71719313071198e-14,3.462435636501937e-13,1.5142600450693104e-26,6.403461959934741e-26
167,6.71719313071198e-14,3.462435636501937e-13,1.5142600450693104e-26,6.403461959934741e-26
168,6.71719313071198e-14,3.462435636501937e-13,1.5142600450693104e-26,6.403461959934741e-26
169,6.71719313071198e-14,3.462435636501937e-13,1.5142600450693104e-26,6.403461959934741e-26
170,6.71719313071198e-14,3.462435636501937e-13,1.5142600450693104e-26,6.403461959934741e-26
171,6.71719313071198e-14,3.462435636501937e-13,1.5142600450693104e-26,6.403461959934741e-26
172,6.71719313071198e-14,3.462435636501937e-13,1.5142600450693104e-26,6.403461959934741e-26
173,6.71719313071198e-14,3.462435636501937e-13,1.5142600450693104e-26,6.403461959934741e-26
174,6.71719313071198e-14,3.462435636501937e-13,1.5142600450693104e-26,6.403461959934741e-26
175,0.09320168940221879,0.4509671046329889,0.006476965237284148,0.020760495301893566
176,-0.042491193668662185,0.273275928219715,0.0013924496855805936,0.006665712331337743
177,2.1093748847458937e-14,2.4325626965948e-13,1.1215849157013217e-27,7.034663136773691e-27
178,1.6759236072269557e-13,1.6265973866129658e-12,2.9721276197943446e-26,2.282072185521476e-25
179,1.7992066906781978e-13,1.6155368333877178e-12,2.803817599848559e-26,2.291841485521762e-25
180,0.048695520876288624,0.47286285842143094,0.03349578290846171,0.1859244664646071
181,1.1534547268760778e-13,9.413019861779e-13,1.6258885057163284e-26,8.647461858705058e-26
182,8.245299790870811e-14,9.671137012236241e-13,1.9627012991827976e-26,8.665377031103722e-26
183,1.1342318442224167e-13,9.177322425238195e-13,1.0651924453570454e-26,7.388592789070277e-26
184,1.66312681299913e-13,8.902039219613089e-13,1.5699297516195025e-26,7.382264587685595e-26
185,1.66312681299913e-13,8.902039219613089e-13,1.5699297516195025e-26,7.382264587685595e-26
186,1.66312681299913e-13,8.902039219613089e-13,1.5699297516195025e-26,7.382264587685595e-26
187,1.66312681299913e-13,8.902039219613089e-13,1.5699297516195025e-26,7.382264587685595e-26
188,7.162951729613192e-14,2.4088583184014345e-13,5.610333998192842e-27,2.2696923123991657e-26
189,1.1424297416305455e-13,6.766573049442948e-13,9.537567796927831e-27,4.4748967202581017e-26
190,1.1424297416305455e-13,6.766573049442948e-13,9.537567796927831e-27,4.4748967202581017e-26
191,1.1424297416305455e-13,6.766573049442948e-13,9.537567796927831e-27,4.4748967202581017e-26
192,1.1424297416305455e-13,6.766573049442948e-13,9.537567796927831e-27,4.4748967202581017e-26
193,1.1424297416305455e-13,6.766573049442948e-13,9.537567796927831e-27,4.4748967202581017e-26
194,1.1424297416305455e-13,6.766573049442948e-13,9.537567796927831e-27,4.4748967202581017e-26
195,1.1424297416305455e-13,6.766573049442948e-13,9.537567796927831e-27,4.4748967202581017e-26
196,1.0786309990867634e-13,6.737240725755017e-13,7.854467597469979e-27,4.0973577797860664e-26
197,1.0148322565429812e-13,6.768906823496712e-13,7.293434197650694e-27,4.1211206715660585e-26
198,1.0148322565429812e-13,6.768906823496712e-13,7.293434197650694e-27,4.1211206715660585e-26
199,1.0148322565429812e-13,6.768906823496712e-13,7.293434197650694e-27,4.1211206715660585e-26
200,1.0148322565429812e-13,6.768906823496712e-13,7.293434197650694e-27,4.1211206715660585e-26
201,1.0148322565429812e-13,6.768906823496712e-13,7.293434197650694e-27,4.1211206715660585e-26
202,1.0148322565429812e-13,6.768906823496712e-13,7.293434197650694e-27,4.1211206715660585e-26
203,1.0148322565429812e-13,6.768906823496712e-13,7.293434197650694e-27,4.1211206715660585e-26
204,1.0148322565429812e-13,6.768906823496712e-13,7.293434197650694e-27,4.1211206715660585e-26
205,1.0148322565429812e-13,6.768906823496712e-13,7.293434197650694e-27,4.1211206715660585e-26
206,1.0148322565429812e-13,6.768906823496712e-13,7.293434197650694e-27,4.1211206715660585e-26
207,1.0148322565429812e-13,6.768906823496712e-13,7.293434197650694e-27,4.1211206715660585e-26
208,1.0148322565429812e-13,6.768906823496712e-13,7.293434197650694e-27,4.1211206715660585e-26
209,1.0786309990867634e-13,6.737240725755017e-13,7.854467597469979e-27,4.0973577797860664e-26
210,1.2657128250817876e-13,6.694103872923987e-13,1.0098601196747116e-26,4.441372764697239e-26
211,8.915491730917392e-14,6.885757155927918e-13,7.854467597469979e-27,4.079241071405894e-26
212,8.915491730917392e-14,6.885757155927918e-13,7.854467597469979e-27,4.079241071405894e-26
213,8.915491730917392e-14,6.885757155927918e-13,7.854467597469979e-27,4.079241071405894e-26
214,8.915491730917392e-14,6.885757155927918e-13,7.854467597469979e-27,4.079241071405894e-26
215,8.915491730917392e-14,6.885757155927918e-13,7.854467597469979e-27,4.079241071405894e-26
216,8.915491730917392e-14,6.885757155927918e-13,7.854467597469979e-27,4.079241071405894e-26
217,8.354763196638862e-14,4.4842715383786405e-13,7.293434197650694e-27,2.35095714682619e-26
218,8.517971290462532e-14,9.405555388528422e-13,1.1212957853389739e-26,7.399661108162615e-26
219,8.517971290462532e-14,9.405555388528422e-13,1.1212957853389739e-26,7.399661108162615e-26
220,8.517971290462532e-14,9.405555388528422e-13,1.1212957853389739e-26,7.399661108162615e-26
221,8.517971290462532e-14,9.405555388528422e-13,1.1212957853389739e-26,7.399661108162615e-26
222,-2.4656616690248394e-14,1.0624920221163652e-13,2.244133599277137e-27,9.67032126000585e-27
223,-2.4656616690248394e-14,1.0624920221163652e-13,2.244133599277137e-27,9.67032126000585e-27
224,-2.4656616690248394e-14,1.0624920221163652e-13,2.244133599277137e-27,9.67032126000585e-27
225,-1.8276742435870173e-14,1.2186708763455783e-13,2.805166999096421e-27,1.1393817367290818e-26
226,7.051577963657831e-14,7.140641286299253e-13,9.537567796927831e-27,4.5992478423742397e-26
227,1.1265059551064873e-13,1.1689120811730107e-12,1.626033050193574e-26,1.159406313518597e-25
228,1.1265059551064873e-13,1.1689120811730107e-12,1.626033050193574e-26,1.159406313518597e-25
229,1.1265059551064873e-13,1.1689120811730107e-12,1.626033050193574e-26,1.159406313518597e-25
230,1.1265059551064873e-13,1.1689120811730107e-12,1.626033050193574e-26,1.159406313518597e-25
231,1.1265059551064873e-13,1.1689120811730107e-12,1.626033050193574e-26,1.159406313518597e-25
232,1.1265059551064873e-13,1.1689120811730107e-12,1.626033050193574e-26,1.159406313518597e-25
233,1.1265059551064873e-13,1.1689120811730107e-12,1.626033050193574e-26,1.159406313518597e-25
234,1.1265059551064873e-13,1.1689120811730107e-12,1.626033050193574e-26,1.159406313518597e-25
235,1.1265059551064873e-13,1.1689120811730107e-12,1.626033050193574e-26,1.159406313518597e-25
236,1.1265059551064873e-13,1.1689120811730107e-12,1.626033050193574e-26,1.159406313518597e-25
237,1.1265059551064873e-13,1.1689120811730107e-12,1.626033050193574e-26,1.159406313518597e-25
238,1.1265059551064873e-13,1.1689120811730107e-12,1.626033050193574e-26,1.159406313518597e-25
239,1.1265059551064873e-13,1.1689120811730107e-12,1.626033050193574e-26,1.159406313518597e-25
240,1.1265059551064873e-13,1.1689120811730107e-12,1.626033050193574e-26,1.159406313518597e-25
241,1.1265059551064873e-13,1.1689120811730107e-12,1.626033050193574e-26,1.159406313518597e-25
242,1.1265059551064873e-13,1.1689120811730107e-12,1.626033050193574e-26,1.159406313518597e-25
243,1.1265059551064873e-13,1.1689120811730107e-12,1.626033050193574e-26,1.159406313518597e-25
244,1.1265059551064873e-13,1.1689120811730107e-12,1.626033050193574e-26,1.159406313518597e-25
245,1.1265059551064873e-13,1.1689120811730107e-12,1.626033050193574e-26,1.159406313518597e-25
246,1.1265059551064873e-13,1.1689120811730107e-12,1.626033050193574e-26,1.159406313518597e-25
247,1.1265059551064873e-13,1.1689120811730107e-12,1.626033050193574e-26,1.159406313518597e-25
248,1.1265059551064873e-13,1.1689120811730107e-12,1.626033050193574e-26,1.159406313518597e-25
249,1.3730721220089712e-13,1.1471431310743583e-12,1.4016196902658602e-26,1.1709934054407568e-25
250,1.1265059551064873e-13,1.1689120811730107e-12,1.626033050193574e-26,1.159406313518597e-25
251,1.1265059551064873e-13,1.1689120811730107e-12,1.626033050193574e-26,1.159406313518597e-25
252,1.1265059551064873e-13,1.1689120811730107e-12,1.626033050193574e-26,1.159406313518597e-25
253,1.1265059551064873e-13,1.1689120811730107e-12,1.626033050193574e-26,1.159406313518597e-25
254,9.155958715900354e-14,9.37373606737725e-13,1.1773991253209022e-26,7.377880467199706e-26
255,1.2218588442876265e-13,1.1625784807586753e-12,1.6821363901755023e-26,1.1547531872139243e-25
256,1.1265059551064873e-13,1.1689120811730107e-12,1.626033050193574e-26,1.159406313518597e-25
257,1.1265059551064873e-13,1.1689120811730107e-12,1.626033050193574e-26,1.159406313518597e-25
258,1.1265059551064873e-13,1.1689120811730107e-12,1.626033050193574e-26,1.159406313518597e-25
259,1.1265059551064873e-13,1.1689120811730107e-12,1.626033050193574e-26,1.159406313518597e-25
260,1.1265059551064873e-13,1.1689120811730107e-12,1.626033050193574e-26,1.159406313518597e-25
261,1.1265059551064873e-13,1.1689120811730107e-12,1.626033050193574e-26,1.159406313518597e-25
262,1.1265059551064873e-13,1.1689120811730107e-12,1.626033050193574e-26,1.159406313518597e-25
263,1.1265059551064873e-13,1.1689120811730107e-12,1.626033050193574e-26,1.159406313518597e-25
264,0.15121014916845738,0.9204483685301694,0.018634281184032996,0.07881459394128972
265,3.6665022776176675e-14,4.862430349466166e-13,5.049300598373558e-27,2.0149241397332863e-26
266,-5.212749929627182e-14,2.3692626159970896e-13,2.805166999096421e-27,1.004655559839823e-26
267,8.517971290462532e-14,9.405555388528422e-13,1.1212957853389739e-26,7.399661108162615e-26
268,9.155958715900354e-14,9.37373606737725e-13,1.1773991253209022e-26,7.377880467199706e-26
269,-0.07124597752044981,0.3654842710412534,0.006192834356983019,0.01862769190622214
270,3.1398886181352056e-14,8.031945311427864e-14,2.805166999096421e-27,8.240482145947893e-27
271,6.444521631120261e-14,2.5752615811720445e-13,5.607442487530077e-27,2.1497106440761424e-26
272,4.33542079595574e-14,1.741795022089072e-13,5.607442487530077e-27,2.2687911614822446e-26
273,6.887096448125654e-14,3.640207577099436e-13,1.9069834249428092e-26,1.4360987047859233e-25
274,4.973408221393562e-14,2.086369730080484e-13,7.290542686987929e-27,3.1977416380285543e-26
275,4.973408221393562e-14,2.086369730080484e-13,7.290542686987929e-27,3.1977416380285543e-26
276,3.10258996144332e-14,1.2630960348904746e-13,2.8032394633474346e-27,1.1386600675999218e-26
277,0.0,0.0,0.0,0.0
278,4.660776487334434e-14,2.8736345967057427e-13,5.608888139341816e-27,5.061580219657795e-26
279,-0.0009163621471700232,0.04586512408935167,8.501585745601739e-05,0.00021326559156965578
280,6.803207113857056e-14,2.327635510841593e-13,3.9253062629860026e-27,1.1059548894507534e-26
281,-1.8705442103688682e-14,8.494473550407099e-14,1.1215849157013217e-27,6.2252761013577156e-27
282,5.972421075324474e-15,2.8040698914521e-13,3.9267519147977426e-27,1.1063771625559706e-26
283,9.113088749118502e-14,9.351230629945095e-13,1.0090409169813923e-26,7.43422851769709e-26
284,5.732733146000337e-14,7.210847728991572e-13,7.853503726075842e-27,4.595793730008015e-26
285,4.2613456866922646e-14,4.704737118640534e-13,2.805166999096421e-27,1.8515122089936534e-26
286,1.9568322430953164e-14,3.2309011669101993e-13,1.4584458561536585e-26,1.4118904621582815e-25
287,1.0198097024902343e-13,7.445890937168078e-13,1.9633759159910143e-26,1.4393522945279908e-25
288,1.0198097024902343e-13,7.445890937168078e-13,1.9633759159910143e-26,1.4393522945279908e-25
289,1.0198097024902343e-13,7.445890937168078e-13,1.9633759159910143e-26,1.4393522945279908e-25
290,1.1430927859414763e-13,7.356890384916231e-13,1.907272576009086e-26,1.4393202212191828e-25
291,1.5524345369361362e-13,7.087109425183568e-13,2.46830597582837e-26,1.4139400168399906e-25
