#query	mnx_id	reference	xrefs	name
GHMT2r	MNXR188117	rheaR:15481	bigg.reaction:GHMT2r ... bigg.reaction:GHMT2rc ... bigg.reaction:GHMT2rm ... bigg.reaction:R_GHMT2r ... bigg.reaction:R_GHMT2rc ... bigg.reaction:R_GHMT2rm ... biggR:GHMT2r ... biggR:GHMT2rc ... biggR:GHMT2rm ... biggR:R_GHMT2r ... biggR:R_GHMT2rc ... biggR:R_GHMT2rm ... deprecated:MNXR100142 ... deprecated:MNXR188118 ... kegg.reaction:R00945 ... keggR:R00945 ... rhea:15481 ... rhea:15482 ... rhea:15483 ... rhea:15484 ... rheaR:15481 ... rheaR:15482 ... rheaR:15483 ... rheaR:15484 ... sabiork.reaction:95 ... sabiorkR:95 ... seed.reaction:rxn00692 ... seed.reaction:rxn19870 ... seed.reaction:rxn27914 ... seed.reaction:rxn30686 ... seed.reaction:rxn33977 ... seed.reaction:rxn38130 ... seedR:rxn00692 ... seedR:rxn19870 ... seedR:rxn27914 ... seedR:rxn30686 ... seedR:rxn33977 ... seedR:rxn38130	1 MNXM1102150@MNXD1 + 1 MNXM29@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1103936@MNXD1 + 1 MNXM737787@MNXD1
GK1	MNXR188119	rheaR:20780	bigg.reaction:GK1 ... bigg.reaction:GK1er ... bigg.reaction:GK1m ... bigg.reaction:R_GK1 ... bigg.reaction:R_GK1er ... bigg.reaction:R_GK1m ... biggR:GK1 ... biggR:GK1er ... biggR:GK1m ... biggR:R_GK1 ... biggR:R_GK1er ... biggR:R_GK1m ... deprecated:MNXR100144 ... deprecated:MNXR188120 ... kegg.reaction:R00332 ... keggR:R00332 ... metacyc.reaction:GUANYL-KIN-RXN ... metacycR:GUANYL-KIN-RXN ... rhea:20780 ... rhea:20781 ... rhea:20782 ... rhea:20783 ... rheaR:20780 ... rheaR:20781 ... rheaR:20782 ... rheaR:20783 ... sabiork.reaction:77 ... sabiorkR:77 ... seed.reaction:rxn00239 ... seed.reaction:rxn27924 ... seed.reaction:rxn32165 ... seed.reaction:rxn32168 ... seed.reaction:rxn32175 ... seed.reaction:rxn32176 ... seedR:rxn00239 ... seedR:rxn27924 ... seedR:rxn32165 ... seedR:rxn32168 ... seedR:rxn32175 ... seedR:rxn32176	1 MNXM1101285@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM1103285@MNXD1 + 1 MNXM40333@MNXD1
GK2	MNXR188121	seedR:rxn09562	bigg.reaction:GK2 ... bigg.reaction:R_GK2 ... biggR:GK2 ... biggR:R_GK2 ... deprecated:MNXR100145 ... deprecated:MNXR188122 ... seed.reaction:rxn09562 ... seedR:rxn09562	1 MNXM1101285@MNXD1 + 1 MNXM286@MNXD1 = 1 MNXM1103285@MNXD1 + 1 MNXM735047@MNXD1
GLCP3	MNXR157765	biggR:GLCP3	bigg.reaction:GLCP3 ... bigg.reaction:R_GLCP3 ... biggR:GLCP3 ... biggR:R_GLCP3	1 MNXM1093066@MNXD1 + 4 MNXM9@MNXD1 = 4 MNXM1106065@MNXD1
GLCS3	MNXR157769	biggR:GLCS3	bigg.reaction:GLCS3 ... bigg.reaction:R_GLCS3 ... biggR:GLCS3 ... biggR:R_GLCS3	1 MNXM1092566@MNXD1 + 1 MNXM1105977@MNXD1 = 1 MNXM40333@MNXD1 + 1 MNXM733515@MNXD1
GLCabc	MNXR100236	seedR:rxn05147	bigg.reaction:GLCabc ... bigg.reaction:GLCabcpp ... bigg.reaction:R_GLCabc ... bigg.reaction:R_GLCabcpp ... biggR:GLCabc ... biggR:GLCabcpp ... biggR:R_GLCabc ... biggR:R_GLCabcpp ... deprecated:MNXR141014 ... deprecated:MNXR2686 ... deprecated:MNXR93922 ... metacyc.reaction:TRANS-RXN-320 ... metacycR:TRANS-RXN-320 ... seed.reaction:rxn05147 ... seed.reaction:rxn08606 ... seedR:rxn05147 ... seedR:rxn08606	1 MNXM1137670@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM1137670@MNXD2 + 1 MNXM3@MNXD1 + 1 WATER@MNXD1
GLCpts	MNXR188131	seedR:rxn05226	bigg.reaction:GLCpts ... bigg.reaction:GLCptspp ... bigg.reaction:R_GLCpts ... bigg.reaction:R_GLCptspp ... biggR:GLCpts ... biggR:GLCptspp ... biggR:R_GLCpts ... biggR:R_GLCptspp ... deprecated:MNXR100237 ... deprecated:MNXR188132 ... seed.reaction:rxn05226 ... seed.reaction:rxn08612 ... seedR:rxn05226 ... seedR:rxn08612	1 MNXM1105858@MNXD1 + 1 MNXM23@MNXD1 = 1 MNXM1137670@MNXD2 + 1 MNXM73@MNXD1
GLGC	MNXR145050	biggR:GLGC	bigg.reaction:GLGC ... bigg.reaction:GLPThi ... bigg.reaction:R_GLGC ... bigg.reaction:R_GLPThi ... biggR:GLGC ... biggR:GLPThi ... biggR:R_GLGC ... biggR:R_GLPThi ... deprecated:MNXR100243 ... deprecated:MNXR145052 ... sabiork.reaction:1262 ... sabiorkR:1262	1 MNXM1105977@MNXD1 + 1 MNXM11@MNXD1 = 1 MNXM1106065@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM3@MNXD1
GLNS	MNXR100024	rheaR:16169	bigg.reaction:GALh ... bigg.reaction:GALm ... bigg.reaction:GLNS ... bigg.reaction:GLNS_1 ... bigg.reaction:R_GALh ... bigg.reaction:R_GALm ... bigg.reaction:R_GLNS ... bigg.reaction:R_GLNS_1 ... biggR:GALh ... biggR:GALm ... biggR:GLNS ... biggR:GLNS_1 ... biggR:R_GALh ... biggR:R_GALm ... biggR:R_GLNS ... biggR:R_GLNS_1 ... deprecated:MNXR124529 ... deprecated:MNXR157793 ... deprecated:MNXR32767 ... deprecated:MNXR82966 ... deprecated:MNXR91101 ... kegg.reaction:R00253 ... keggR:R00253 ... metacyc.reaction:GLUTAMINESYN-RXN ... metacycR:GLUTAMINESYN-RXN ... rhea:16169 ... rhea:16170 ... rhea:16171 ... rhea:16172 ... rheaR:16169 ... rheaR:16170 ... rheaR:16171 ... rheaR:16172 ... sabiork.reaction:760 ... sabiorkR:760 ... seed.reaction:rxn00187 ... seed.reaction:rxn19835 ... seed.reaction:rxn19836 ... seed.reaction:rxn30022 ... seed.reaction:rxn33952 ... seed.reaction:rxn33953 ... seed.reaction:rxn34791 ... seed.reaction:rxn34792 ... seedR:rxn00187 ... seedR:rxn19835 ... seedR:rxn19836 ... seedR:rxn30022 ... seedR:rxn33952 ... seedR:rxn33953 ... seedR:rxn34791 ... seedR:rxn34792	1 MNXM1@MNXD1 + 1 MNXM37@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM729302@MNXD1 + 1 MNXM741173@MNXD1
GLNt2r	MNXR100260	seedR:rxn09678	bigg.reaction:GLNt2n ... bigg.reaction:GLNt2r ... bigg.reaction:GLNt7 ... bigg.reaction:GLNth ... bigg.reaction:GLNtm_1 ... bigg.reaction:R_GLNt2n ... bigg.reaction:R_GLNt2r ... bigg.reaction:R_GLNt7 ... bigg.reaction:R_GLNth ... bigg.reaction:R_GLNtm_1 ... biggR:GLNt2n ... biggR:GLNt2r ... biggR:GLNt7 ... biggR:GLNth ... biggR:GLNtm_1 ... biggR:R_GLNt2n ... biggR:R_GLNt2r ... biggR:R_GLNt7 ... biggR:R_GLNth ... biggR:R_GLNtm_1 ... deprecated:MNXR2705 ... seed.reaction:rxn09678 ... seed.reaction:rxn09814 ... seed.reaction:rxn13302 ... seed.reaction:rxn34375 ... seed.reaction:rxn34499 ... seedR:rxn09678 ... seedR:rxn09814 ... seedR:rxn13302 ... seedR:rxn34375 ... seedR:rxn34499	1 MNXM01@MNXD1 + 1 MNXM37@MNXD1 = 1 MNXM01@MNXD2 + 1 MNXM37@MNXD2
GLTPD	MNXR145064	biggR:GLTPD	bigg.reaction:GLTPD ... bigg.reaction:R_GLTPD ... biggR:GLTPD ... biggR:R_GLTPD ... deprecated:MNXR100275	1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM731056@MNXD1 = 1 MNXM731248@MNXD1 + 1 MNXM8@MNXD1
GLUDxi	MNXR144972	rheaR:15133	bigg.reaction:GDH ... bigg.reaction:GDH1 ... bigg.reaction:GDHm ... bigg.reaction:GLUDxi ... bigg.reaction:R_GDH ... bigg.reaction:R_GDH1 ... bigg.reaction:R_GDHm ... bigg.reaction:R_GLUDxi ... biggR:GDH ... biggR:GDH1 ... biggR:GDHm ... biggR:GLUDxi ... biggR:R_GDH ... biggR:R_GDH1 ... biggR:R_GDHm ... biggR:R_GLUDxi ... deprecated:MNXR100085 ... deprecated:MNXR144973 ... kegg.reaction:R00243 ... keggR:R00243 ... metacyc.reaction:GLUTAMATE-DEHYDROGENASE-RXN ... metacycR:GLUTAMATE-DEHYDROGENASE-RXN ... rhea:15133 ... rhea:15134 ... rhea:15135 ... rhea:15136 ... rheaR:15133 ... rheaR:15134 ... rheaR:15135 ... rheaR:15136 ... sabiork.reaction:755 ... sabiorkR:755 ... seed.reaction:rxn00182 ... seed.reaction:rxn19827 ... seed.reaction:rxn30075 ... seed.reaction:rxn34790 ... seed.reaction:rxn34793 ... seedR:rxn00182 ... seedR:rxn19827 ... seedR:rxn30075 ... seedR:rxn34790 ... seedR:rxn34793	1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM20@MNXD1 + 1 MNXM729302@MNXD1 = 1 MNXM741173@MNXD1 + 1 MNXM8@MNXD1 + 1 WATER@MNXD1
GLUN	MNXR100030	rheaR:15889	bigg.reaction:GAM ... bigg.reaction:GLUN ... bigg.reaction:GLUN_1 ... bigg.reaction:GLUNm ... bigg.reaction:GLUNpp ... bigg.reaction:R_GAM ... bigg.reaction:R_GLUN ... bigg.reaction:R_GLUN_1 ... bigg.reaction:R_GLUNm ... bigg.reaction:R_GLUNpp ... biggR:GAM ... biggR:GLUN ... biggR:GLUN_1 ... biggR:GLUNm ... biggR:GLUNpp ... biggR:R_GAM ... biggR:R_GLUN ... biggR:R_GLUN_1 ... biggR:R_GLUNm ... biggR:R_GLUNpp ... deprecated:MNXR157829 ... deprecated:MNXR32746 ... deprecated:MNXR82967 ... kegg.reaction:R00256 ... keggR:R00256 ... metacyc.reaction:GLUTAMIN-RXN ... metacycR:GLUTAMIN-RXN ... rhea:15889 ... rhea:15890 ... rhea:15891 ... rhea:15892 ... rheaR:15889 ... rheaR:15890 ... rheaR:15891 ... rheaR:15892 ... sabiork.reaction:762 ... sabiorkR:762 ... seed.reaction:rxn00189 ... seed.reaction:rxn19831 ... seed.reaction:rxn29962 ... seed.reaction:rxn30024 ... seed.reaction:rxn30680 ... seed.reaction:rxn34787 ... seedR:rxn00189 ... seedR:rxn19831 ... seedR:rxn29962 ... seedR:rxn30024 ... seedR:rxn30680 ... seedR:rxn34787	1 MNXM37@MNXD1 + 1 WATER@MNXD1 = 1 MNXM729302@MNXD1 + 1 MNXM741173@MNXD1
GLUOX				
GLUPRT	MNXR188137	rheaR:14905	bigg.reaction:GLUPRT ... bigg.reaction:PRDPARh ... bigg.reaction:R_GLUPRT ... bigg.reaction:R_PRDPARh ... biggR:GLUPRT ... biggR:PRDPARh ... biggR:R_GLUPRT ... biggR:R_PRDPARh ... deprecated:MNXR100287 ... deprecated:MNXR188138 ... kegg.reaction:R01072 ... keggR:R01072 ... metacyc.reaction:PRPPAMIDOTRANS-RXN ... metacycR:PRPPAMIDOTRANS-RXN ... rhea:14905 ... rhea:14906 ... rhea:14907 ... rhea:14908 ... rheaR:14905 ... rheaR:14906 ... rheaR:14907 ... rheaR:14908 ... sabiork.reaction:114 ... sabiorkR:114 ... seed.reaction:rxn00790 ... seed.reaction:rxn28100 ... seed.reaction:rxn34051 ... seedR:rxn00790 ... seedR:rxn28100 ... seedR:rxn34051	1 MNXM1104453@MNXD1 + 1 MNXM37@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1104549@MNXD1 + 1 MNXM11@MNXD1 + 1 MNXM741173@MNXD1
GLUR	MNXR100288	rheaR:12813	bigg.reaction:GLUR ... bigg.reaction:R_GLUR ... biggR:GLUR ... biggR:R_GLUR ... deprecated:MNXR31606 ... kegg.reaction:R00260 ... keggR:R00260 ... metacyc.reaction:GLUTRACE-RXN ... metacycR:GLUTRACE-RXN ... rhea:12813 ... rhea:12814 ... rhea:12815 ... rhea:12816 ... rheaR:12813 ... rheaR:12814 ... rheaR:12815 ... rheaR:12816 ... sabiork.reaction:765 ... sabiorkR:765 ... seed.reaction:rxn00193 ... seedR:rxn00193	1 MNXM331@MNXD1 = 1 MNXM741173@MNXD1
GLUSy	MNXR100291	rheaR:15501	bigg.reaction:GLUS_nadph ... bigg.reaction:GLUSy ... bigg.reaction:R_GLUS_nadph ... bigg.reaction:R_GLUSy ... biggR:GLUS_nadph ... biggR:GLUSy ... biggR:R_GLUS_nadph ... biggR:R_GLUSy ... deprecated:MNXR31609 ... kegg.reaction:R00114 ... keggR:R00114 ... metacyc.reaction:GLUTAMATESYN-RXN ... metacycR:GLUTAMATESYN-RXN ... rhea:15501 ... rhea:15502 ... rhea:15503 ... rhea:15504 ... rheaR:15501 ... rheaR:15502 ... rheaR:15503 ... rheaR:15504 ... sabiork.reaction:694 ... sabiorkR:694 ... seed.reaction:rxn00085 ... seed.reaction:rxn27889 ... seed.reaction:rxn33967 ... seedR:rxn00085 ... seedR:rxn27889 ... seedR:rxn33967	1 MNXM1@MNXD1 + 1 MNXM20@MNXD1 + 1 MNXM37@MNXD1 + 1 MNXM738702@MNXD1 = 1 MNXM5@MNXD1 + 2 MNXM741173@MNXD1
GLUTRR	MNXR145076	biggR:GLUTRR	bigg.reaction:GLUTRR ... bigg.reaction:GLUTRR_1 ... bigg.reaction:R_GLUTRR ... bigg.reaction:R_GLUTRR_1 ... biggR:GLUTRR ... biggR:GLUTRR_1 ... biggR:R_GLUTRR ... biggR:R_GLUTRR_1 ... deprecated:MNXR100294	1 MNXM1453@MNXD1 + 1 MNXM5@MNXD1 + 1 MNXM90886@MNXD1 = 1 MNXM731032@MNXD1 + 1 MNXM738702@MNXD1
GLUTRS	MNXR145080	biggR:GLUTRS	bigg.reaction:GLUTRS ... bigg.reaction:GLUTRS_1 ... bigg.reaction:GLUTRS_2 ... bigg.reaction:GLUTRS_3 ... bigg.reaction:GLUTRSm ... bigg.reaction:R_GLUTRS ... bigg.reaction:R_GLUTRS_1 ... bigg.reaction:R_GLUTRS_2 ... bigg.reaction:R_GLUTRS_3 ... bigg.reaction:R_GLUTRSm ... biggR:GLUTRS ... biggR:GLUTRS_1 ... biggR:GLUTRS_2 ... biggR:GLUTRS_3 ... biggR:GLUTRSm ... biggR:R_GLUTRS ... biggR:R_GLUTRS_1 ... biggR:R_GLUTRS_2 ... biggR:R_GLUTRS_3 ... biggR:R_GLUTRSm ... deprecated:MNXR100295	1 MNXM11@MNXD1 + 1 MNXM728294@MNXD1 + 1 MNXM731032@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM741173@MNXD1 + 1 MNXM90886@MNXD1
GLUt2r	MNXR100300	seedR:rxn05297	bigg.reaction:GLUt2m ... bigg.reaction:GLUt2n ... bigg.reaction:GLUt2r ... bigg.reaction:GLUt2rpp ... bigg.reaction:GLUt7 ... bigg.reaction:GLUth ... bigg.reaction:R_GLUt2m ... bigg.reaction:R_GLUt2n ... bigg.reaction:R_GLUt2r ... bigg.reaction:R_GLUt2rpp ... bigg.reaction:R_GLUt7 ... bigg.reaction:R_GLUth ... biggR:GLUt2m ... biggR:GLUt2n ... biggR:GLUt2r ... biggR:GLUt2rpp ... biggR:GLUt7 ... biggR:GLUth ... biggR:R_GLUt2m ... biggR:R_GLUt2n ... biggR:R_GLUt2r ... biggR:R_GLUt2rpp ... biggR:R_GLUt7 ... biggR:R_GLUth ... deprecated:MNXR118832 ... metacyc.reaction:RXN-14654 ... metacycR:RXN-14654 ... seed.reaction:rxn05297 ... seed.reaction:rxn08631 ... seed.reaction:rxn09751 ... seed.reaction:rxn09813 ... seed.reaction:rxn13303 ... seed.reaction:rxn34378 ... seed.reaction:rxn43863 ... seedR:rxn05297 ... seedR:rxn08631 ... seedR:rxn09751 ... seedR:rxn09813 ... seedR:rxn13303 ... seedR:rxn34378 ... seedR:rxn43863	1 MNXM01@MNXD1 + 1 MNXM741173@MNXD1 = 1 MNXM01@MNXD2 + 1 MNXM741173@MNXD2
GLXCL	MNXR100303	rheaR:10136	bigg.reaction:GLXCBL ... bigg.reaction:GLXCL ... bigg.reaction:R_GLXCBL ... bigg.reaction:R_GLXCL ... biggR:GLXCBL ... biggR:GLXCL ... biggR:R_GLXCBL ... biggR:R_GLXCL ... deprecated:MNXR2736 ... kegg.reaction:R00013 ... keggR:R00013 ... metacyc.reaction:GLYOCARBOLIG-RXN ... metacycR:GLYOCARBOLIG-RXN ... rhea:10136 ... rhea:10137 ... rhea:10138 ... rhea:10139 ... rheaR:10136 ... rheaR:10137 ... rheaR:10138 ... rheaR:10139 ... seed.reaction:rxn00010 ... seedR:rxn00010	1 MNXM13@MNXD1 + 1 MNXM475@MNXD1 = 1 MNXM1@MNXD1 + 2 MNXM69@MNXD1
GLXO1	MNXR100304	seedR:rxn05734	bigg.reaction:GLXO1 ... bigg.reaction:R_GLXO1 ... biggR:GLXO1 ... biggR:R_GLXO1 ... deprecated:MNXR2737 ... seed.reaction:rxn05734 ... seedR:rxn05734	1 MNXM10@MNXD1 + 2 MNXM1@MNXD1 + 1 MNXM291@MNXD1 = 1 MNXM69@MNXD1 + 1 MNXM8@MNXD1 + 1 WATER@MNXD1
GLYASN1c				
GLYASNabc				
GLYASP1c				
GLYASPabc				
GLYB_R				
GLYBabc	MNXR100314	seedR:rxn05181	bigg.reaction:GLYBabc ... bigg.reaction:GLYBabcpp ... bigg.reaction:R_GLYBabc ... bigg.reaction:R_GLYBabcpp ... biggR:GLYBabc ... biggR:GLYBabcpp ... biggR:R_GLYBabc ... biggR:R_GLYBabcpp ... deprecated:MNXR29052 ... metacyc.reaction:TRANS-RXN-283 ... metacycR:TRANS-RXN-283 ... seed.reaction:rxn05181 ... seed.reaction:rxn08637 ... seed.reaction:rxn11216 ... seedR:rxn05181 ... seedR:rxn08637 ... seedR:rxn11216	1 MNXM1@MNXD1 + 1 MNXM289@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM289@MNXD2 + 1 MNXM3@MNXD1 + 1 WATER@MNXD1
GLYBt2r	MNXR100315	seedR:rxn05579	bigg.reaction:GLYBt2pp ... bigg.reaction:GLYBt2r ... bigg.reaction:R_GLYBt2pp ... bigg.reaction:R_GLYBt2r ... biggR:GLYBt2pp ... biggR:GLYBt2r ... biggR:R_GLYBt2pp ... biggR:R_GLYBt2r ... deprecated:MNXR2745 ... metacyc.reaction:TRANS-RXN-29A ... metacycR:TRANS-RXN-29A ... seed.reaction:rxn05579 ... seed.reaction:rxn08638 ... seedR:rxn05579 ... seedR:rxn08638	1 MNXM01@MNXD1 + 1 MNXM289@MNXD1 = 1 MNXM01@MNXD2 + 1 MNXM289@MNXD2
GLYC3Pabc	MNXR100320	seedR:rxn05158	bigg.reaction:GLYC3Pabc ... bigg.reaction:GLYC3Pabcpp ... bigg.reaction:R_GLYC3Pabc ... bigg.reaction:R_GLYC3Pabcpp ... biggR:GLYC3Pabc ... biggR:GLYC3Pabcpp ... biggR:R_GLYC3Pabc ... biggR:R_GLYC3Pabcpp ... metacyc.reaction:ABC-34-RXN ... metacycR:ABC-34-RXN ... seed.reaction:rxn05158 ... seed.reaction:rxn08641 ... seedR:rxn05158 ... seedR:rxn08641	1 MNXM1@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM66@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM66@MNXD2 + 1 WATER@MNXD1
GLYCLTDxr				
GLYCTO1	MNXR100338	rheaR:25311	bigg.reaction:GLYCTO1 ... bigg.reaction:GLYCTO1p ... bigg.reaction:GOX_m ... bigg.reaction:R_GLYCTO1 ... bigg.reaction:R_GLYCTO1p ... bigg.reaction:R_GOX_m ... biggR:GLYCTO1 ... biggR:GLYCTO1p ... biggR:GOX_m ... biggR:R_GLYCTO1 ... biggR:R_GLYCTO1p ... biggR:R_GOX_m ... deprecated:MNXR2764 ... deprecated:MNXR65812 ... kegg.reaction:R00475 ... keggR:R00475 ... metacyc.reaction:RXN-969 ... metacycR:RXN-969 ... rhea:25311 ... rhea:25312 ... rhea:25313 ... rhea:25314 ... rheaR:25311 ... rheaR:25312 ... rheaR:25313 ... rheaR:25314 ... sabiork.reaction:907 ... sabiorkR:907 ... seed.reaction:rxn00333 ... seed.reaction:rxn25769 ... seed.reaction:rxn31214 ... seed.reaction:rxn32255 ... seed.reaction:rxn34231 ... seedR:rxn00333 ... seedR:rxn25769 ... seedR:rxn31214 ... seedR:rxn32255 ... seedR:rxn34231	1 MNXM222@MNXD1 + 1 MNXM735438@MNXD1 = 1 MNXM69@MNXD1 + 1 MNXM732620@MNXD1
GLYCTO2	MNXR100339	seedR:rxn08655	bigg.reaction:GLYCTO2 ... bigg.reaction:R_GLYCTO2 ... biggR:GLYCTO2 ... biggR:R_GLYCTO2 ... deprecated:MNXR55600 ... seed.reaction:rxn08655 ... seedR:rxn08655	1 MNXM191@MNXD1 + 1 MNXM69@MNXD1 = 1 MNXM222@MNXD1 + 1 MNXM232@MNXD1
GLYCTO3	MNXR100340	seedR:rxn08656	bigg.reaction:GLYCTO3 ... bigg.reaction:R_GLYCTO3 ... biggR:GLYCTO3 ... biggR:R_GLYCTO3 ... deprecated:MNXR50948 ... deprecated:MNXR69173 ... seed.reaction:rxn08656 ... seedR:rxn08656	1 MNXM222@MNXD1 + 1 MNXM509@MNXD1 = 1 MNXM223@MNXD1 + 1 MNXM69@MNXD1
