#query	mnx_id	reference	xrefs	name
GLYCTO4	MNXR100341	seedR:rxn08657	bigg.reaction:GLYCTO4 ... bigg.reaction:R_GLYCTO4 ... biggR:GLYCTO4 ... biggR:R_GLYCTO4 ... deprecated:MNXR135834 ... deprecated:MNXR50949 ... deprecated:MNXR69174 ... seed.reaction:rxn08657 ... seedR:rxn08657	1 MNXM2178@MNXD1 + 1 MNXM222@MNXD1 = 1 MNXM558@MNXD1 + 1 MNXM69@MNXD1
GLYCYSabc	MNXR157862	biggR:GLYCYSabc	bigg.reaction:GLYCYSabc ... bigg.reaction:R_GLYCYSabc ... biggR:GLYCYSabc ... biggR:R_GLYCYSabc	1 MNXM1093058@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM1093058@MNXD2 + 1 MNXM3@MNXD1 + 1 WATER@MNXD1
GLYGLN1c				
GLYGLNabc				
GLYGLU1c				
GLYGLUabc				
GLYK	MNXR100348	rheaR:21644	bigg.reaction:GLYK ... bigg.reaction:GLYK1 ... bigg.reaction:GLYKg ... bigg.reaction:GLYKm ... bigg.reaction:R_GLYK ... bigg.reaction:R_GLYK1 ... bigg.reaction:R_GLYKg ... bigg.reaction:R_GLYKm ... biggR:GLYK ... biggR:GLYK1 ... biggR:GLYKg ... biggR:GLYKm ... biggR:R_GLYK ... biggR:R_GLYK1 ... biggR:R_GLYKg ... biggR:R_GLYKm ... deprecated:MNXR2771 ... deprecated:MNXR69177 ... deprecated:MNXR91134 ... kegg.reaction:R00847 ... keggR:R00847 ... metacyc.reaction:GLYCEROL-KIN-RXN ... metacycR:GLYCEROL-KIN-RXN ... rhea:21644 ... rhea:21645 ... rhea:21646 ... rhea:21647 ... rheaR:21644 ... rheaR:21645 ... rheaR:21646 ... rheaR:21647 ... sabiork.reaction:99 ... sabiorkR:99 ... seed.reaction:rxn00615 ... seedR:rxn00615	1 MNXM1@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM66@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM89612@MNXD1
GLYLEUHYDROc	MNXR191113	biggR:GLYLEUHYDROc	bigg.reaction:GLYLEUHYDROc ... bigg.reaction:R_GLYLEUHYDROc ... biggR:GLYLEUHYDROc ... biggR:R_GLYLEUHYDROc ... deprecated:MNXR100349	1 MNXM1106762@MNXD1 + 1 MNXM29@MNXD1 = 1 MNXM126241@MNXD1 + 1 WATER@MNXD1
GLYLEUPEPT1tc	MNXR100350	biggR:GLYLEUPEPT1tc	bigg.reaction:GLYLEUPEPT1tc ... bigg.reaction:R_GLYLEUPEPT1tc ... biggR:GLYLEUPEPT1tc ... biggR:R_GLYLEUPEPT1tc	1 MNXM01@MNXD1 + 1 MNXM126241@MNXD1 = 1 MNXM01@MNXD2 + 1 MNXM126241@MNXD2
GLYMET1c				
GLYMETabc				
GLYOX	MNXR100353	rheaR:25245	bigg.reaction:GLYOX ... bigg.reaction:GLYOXc ... bigg.reaction:GLYOXm ... bigg.reaction:R_GLYOX ... bigg.reaction:R_GLYOXc ... bigg.reaction:R_GLYOXm ... biggR:GLYOX ... biggR:GLYOXc ... biggR:GLYOXm ... biggR:R_GLYOX ... biggR:R_GLYOXc ... biggR:R_GLYOXm ... deprecated:MNXR2772 ... deprecated:MNXR83039 ... kegg.reaction:R01736 ... keggR:R01736 ... metacyc.reaction:GLYOXII-RXN ... metacycR:GLYOXII-RXN ... rhea:25245 ... rhea:25246 ... rhea:25247 ... rhea:25248 ... rheaR:25245 ... rheaR:25246 ... rheaR:25247 ... rheaR:25248 ... sabiork.reaction:283 ... sabiork.reaction:9752 ... sabiorkR:283 ... sabiorkR:9752 ... seed.reaction:rxn01274 ... seed.reaction:rxn30389 ... seed.reaction:rxn33079 ... seedR:rxn01274 ... seedR:rxn30389 ... seedR:rxn33079	1 MNXM1093274@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM490899@MNXD1 + 1 MNXM731834@MNXD1
GLYPHEHYc	MNXR152180	biggR:GLYPHEHYc	bigg.reaction:GLYPHEHYc ... bigg.reaction:R_GLYPHEHYc ... biggR:GLYPHEHYc ... biggR:R_GLYPHEHYc ... deprecated:MNXR143145 ... sabiork.reaction:10588 ... sabiorkR:10588	1 MNXM29@MNXD1 + 1 MNXM741664@MNXD1 = 1 MNXM739788@MNXD1 + 1 WATER@MNXD1
GLYPHEabc				
GLYPROPRO1c	MNXR100360	rheaR:36459	bigg.reaction:GLYPROPRO1c ... bigg.reaction:R_GLYPROPRO1c ... biggR:GLYPROPRO1c ... biggR:R_GLYPROPRO1c ... deprecated:MNXR55045 ... metacyc.reaction:RXN0-6988 ... metacycR:RXN0-6988 ... rhea:36459 ... rhea:36460 ... rhea:36461 ... rhea:36462 ... rheaR:36459 ... rheaR:36460 ... rheaR:36461 ... rheaR:36462 ... sabiork.reaction:12810 ... sabiorkR:12810 ... seed.reaction:rxn18042 ... seedR:rxn18042	1 MNXM114@MNXD1 + 1 MNXM29@MNXD1 = 1 MNXM727167@MNXD1 + 1 WATER@MNXD1
GLYPROabc				
GLYR	MNXR157884	biggR:GLYR	bigg.reaction:GLYR ... bigg.reaction:R_GLYR ... biggR:GLYR ... biggR:R_GLYR	1 MNXM1094115@MNXD1 + 1 MNXM29@MNXD1 + 1 MNXM741334@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM280@MNXD1 + 1 MNXM729076@MNXD1 + 1 MNXM729302@MNXD1 + 1 WATER@MNXD1
GLYTYR1c				
GLYTYRabc	MNXR157889	biggR:GLYTYRabc	bigg.reaction:GLYTYRabc ... bigg.reaction:R_GLYTYRabc ... biggR:GLYTYRabc ... biggR:R_GLYTYRabc	1 MNXM1093063@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM1093063@MNXD2 + 1 MNXM3@MNXD1 + 1 WATER@MNXD1
GLYt2r	MNXR100368	rheaR:28899	bigg.reaction:GLYt2m ... bigg.reaction:GLYt2pp ... bigg.reaction:GLYt2r ... bigg.reaction:GLYt2rL ... bigg.reaction:GLYth ... bigg.reaction:GLYtx ... bigg.reaction:R_GLYt2m ... bigg.reaction:R_GLYt2pp ... bigg.reaction:R_GLYt2r ... bigg.reaction:R_GLYt2rL ... bigg.reaction:R_GLYth ... bigg.reaction:R_GLYtx ... biggR:GLYt2m ... biggR:GLYt2pp ... biggR:GLYt2r ... biggR:GLYt2rL ... biggR:GLYth ... biggR:GLYtx ... biggR:R_GLYt2m ... biggR:R_GLYt2pp ... biggR:R_GLYt2r ... biggR:R_GLYt2rL ... biggR:R_GLYth ... biggR:R_GLYtx ... deprecated:MNXR118829 ... metacyc.reaction:RXN-14651 ... metacyc.reaction:TRANS-RXN-62B ... metacycR:RXN-14651 ... metacycR:TRANS-RXN-62B ... rhea:28899 ... rhea:28900 ... rhea:28901 ... rhea:28902 ... rheaR:28899 ... rheaR:28900 ... rheaR:28901 ... rheaR:28902 ... seed.reaction:rxn05582 ... seed.reaction:rxn08660 ... seed.reaction:rxn09748 ... seed.reaction:rxn34382 ... seed.reaction:rxn34466 ... seed.reaction:rxn42058 ... seedR:rxn05582 ... seedR:rxn08660 ... seedR:rxn09748 ... seedR:rxn34382 ... seedR:rxn34466 ... seedR:rxn42058	1 MNXM01@MNXD1 + 1 MNXM29@MNXD1 = 1 MNXM01@MNXD2 + 1 MNXM29@MNXD2
GMPS2	MNXR188149	rheaR:11680	bigg.reaction:GMPS2 ... bigg.reaction:GMPS_glu_m ... bigg.reaction:R_GMPS2 ... bigg.reaction:R_GMPS_glu_m ... biggR:GMPS2 ... biggR:GMPS_glu_m ... biggR:R_GMPS2 ... biggR:R_GMPS_glu_m ... deprecated:MNXR100384 ... deprecated:MNXR188150 ... kegg.reaction:R01231 ... keggR:R01231 ... metacyc.reaction:GMP-SYN-GLUT-RXN ... metacycR:GMP-SYN-GLUT-RXN ... rhea:11680 ... rhea:11681 ... rhea:11682 ... rhea:11683 ... rheaR:11680 ... rheaR:11681 ... rheaR:11682 ... rheaR:11683 ... sabiork.reaction:215 ... sabiorkR:215 ... seed.reaction:rxn00917 ... seed.reaction:rxn27918 ... seed.reaction:rxn38133 ... seed.reaction:rxn38134 ... seedR:rxn00917 ... seedR:rxn27918 ... seedR:rxn38133 ... seedR:rxn38134	1 MNXM1101285@MNXD1 + 1 MNXM11@MNXD1 + 2 MNXM1@MNXD1 + 1 MNXM728294@MNXD1 + 1 MNXM741173@MNXD1 = 1 MNXM1104385@MNXD1 + 1 MNXM37@MNXD1 + 1 MNXM3@MNXD1 + 1 WATER@MNXD1
GPDDA1	MNXR100410	rheaR:16061	bigg.reaction:GPDDA1 ... bigg.reaction:GPDDA1_1 ... bigg.reaction:GPDDA1pp ... bigg.reaction:R_GPDDA1 ... bigg.reaction:R_GPDDA1_1 ... bigg.reaction:R_GPDDA1pp ... biggR:GPDDA1 ... biggR:GPDDA1_1 ... biggR:GPDDA1pp ... biggR:R_GPDDA1 ... biggR:R_GPDDA1_1 ... biggR:R_GPDDA1pp ... deprecated:MNXR141159 ... deprecated:MNXR2802 ... kegg.reaction:R01030 ... keggR:R01030 ... metacyc.reaction:3.1.4.2-RXN ... metacycR:3.1.4.2-RXN ... rhea:16061 ... rhea:16062 ... rhea:16063 ... rhea:16064 ... rheaR:16061 ... rheaR:16062 ... rheaR:16063 ... rheaR:16064 ... sabiork.reaction:1318 ... sabiorkR:1318 ... seed.reaction:rxn00758 ... seed.reaction:rxn29958 ... seed.reaction:rxn31410 ... seed.reaction:rxn33398 ... seedR:rxn00758 ... seedR:rxn29958 ... seedR:rxn31410 ... seedR:rxn33398	1 MNXM1@MNXD1 + 1 MNXM66@MNXD1 + 1 MNXM90@MNXD1 = 1 MNXM367@MNXD1 + 1 WATER@MNXD1
GPDDA2	MNXR145114	biggR:GPDDA2	bigg.reaction:GPDDA2 ... bigg.reaction:GPDDA2pp ... bigg.reaction:R_GPDDA2 ... bigg.reaction:R_GPDDA2pp ... biggR:GPDDA2 ... biggR:GPDDA2pp ... biggR:R_GPDDA2 ... biggR:R_GPDDA2pp ... deprecated:MNXR100411	1 MNXM1106082@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM218@MNXD1 + 1 MNXM66@MNXD1
GPDDA4	MNXR100413	rheaR:29907	bigg.reaction:GPDDA2_1 ... bigg.reaction:GPDDA4 ... bigg.reaction:GPDDA4pp ... bigg.reaction:R_GPDDA2_1 ... bigg.reaction:R_GPDDA4 ... bigg.reaction:R_GPDDA4pp ... biggR:GPDDA2_1 ... biggR:GPDDA4 ... biggR:GPDDA4pp ... biggR:R_GPDDA2_1 ... biggR:R_GPDDA4 ... biggR:R_GPDDA4pp ... deprecated:MNXR166608 ... metacyc.reaction:RXN-14073 ... metacycR:RXN-14073 ... rhea:29907 ... rhea:29908 ... rhea:29909 ... rhea:29910 ... rheaR:29907 ... rheaR:29908 ... rheaR:29909 ... rheaR:29910 ... sabiork.reaction:13035 ... sabiorkR:13035 ... seed.reaction:rxn08669 ... seed.reaction:rxn39050 ... seedR:rxn08669 ... seedR:rxn39050	1 MNXM1106891@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM66@MNXD1 + 1 MNXM89612@MNXD1
GRTT	MNXR191085	rheaR:19361	bigg.reaction:FPPS_h ... bigg.reaction:FPPSh ... bigg.reaction:GRTT ... bigg.reaction:GRTTx ... bigg.reaction:R_FPPS_h ... bigg.reaction:R_FPPSh ... bigg.reaction:R_GRTT ... bigg.reaction:R_GRTTx ... biggR:FPPS_h ... biggR:FPPSh ... biggR:GRTT ... biggR:GRTTx ... biggR:R_FPPS_h ... biggR:R_FPPSh ... biggR:R_GRTT ... biggR:R_GRTTx ... deprecated:MNXR191086 ... deprecated:MNXR99634 ... kegg.reaction:R02003 ... keggR:R02003 ... metacyc.reaction:FPPSYN-RXN ... metacycR:FPPSYN-RXN ... rhea:19361 ... rhea:19362 ... rhea:19363 ... rhea:19364 ... rheaR:19361 ... rheaR:19362 ... rheaR:19363 ... rheaR:19364 ... sabiork.reaction:2041 ... sabiorkR:2041 ... seed.reaction:rxn01466 ... seed.reaction:rxn19730 ... seed.reaction:rxn38104 ... seedR:rxn01466 ... seedR:rxn19730 ... seedR:rxn38104	1 MNXM100@MNXD1 + 1 MNXM83@MNXD1 = 1 MNXM1103344@MNXD1 + 1 MNXM11@MNXD1
GTPCI	MNXR189646	rheaR:17473	bigg.reaction:GTPCI ... bigg.reaction:GTPCI_1 ... bigg.reaction:GTPCI_2 ... bigg.reaction:GTPCIn ... bigg.reaction:R_GTPCI ... bigg.reaction:R_GTPCI_1 ... bigg.reaction:R_GTPCI_2 ... bigg.reaction:R_GTPCIn ... biggR:GTPCI ... biggR:GTPCI_1 ... biggR:GTPCI_2 ... biggR:GTPCIn ... biggR:R_GTPCI ... biggR:R_GTPCI_1 ... biggR:R_GTPCI_2 ... biggR:R_GTPCIn ... deprecated:MNXR145137 ... deprecated:MNXR189647 ... kegg.reaction:R00424 ... keggR:R00424 ... metacyc.reaction:GTP-CYCLOHYDRO-I-RXN ... metacycR:GTP-CYCLOHYDRO-I-RXN ... rhea:17473 ... rhea:17474 ... rhea:17475 ... rhea:17476 ... rheaR:17473 ... rheaR:17474 ... rheaR:17475 ... rheaR:17476 ... sabiork.reaction:9177 ... sabiorkR:9177 ... seed.reaction:rxn00299 ... seedR:rxn00299	1 MNXM1103553@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM397@MNXD1 + 1 MNXM39@MNXD1
GTPCII	MNXR188167	rheaR:23704	bigg.reaction:GTPCII ... bigg.reaction:GTPCII2 ... bigg.reaction:GTPCII_1 ... bigg.reaction:GTPCII_h ... bigg.reaction:GTPDH ... bigg.reaction:R_GTPCII ... bigg.reaction:R_GTPCII2 ... bigg.reaction:R_GTPCII_1 ... bigg.reaction:R_GTPCII_h ... bigg.reaction:R_GTPDH ... biggR:GTPCII ... biggR:GTPCII2 ... biggR:GTPCII_1 ... biggR:GTPCII_h ... biggR:GTPDH ... biggR:R_GTPCII ... biggR:R_GTPCII2 ... biggR:R_GTPCII_1 ... biggR:R_GTPCII_h ... biggR:R_GTPDH ... deprecated:MNXR100454 ... deprecated:MNXR141834 ... deprecated:MNXR188168 ... deprecated:MNXR188169 ... kegg.reaction:R00425 ... keggR:R00425 ... metacyc.reaction:GTP-CYCLOHYDRO-II-RXN ... metacycR:GTP-CYCLOHYDRO-II-RXN ... rhea:23704 ... rhea:23705 ... rhea:23706 ... rhea:23707 ... rheaR:23704 ... rheaR:23705 ... rheaR:23706 ... rheaR:23707 ... sabiork.reaction:880 ... sabiorkR:880 ... seed.reaction:rxn00300 ... seed.reaction:rxn32287 ... seedR:rxn00300 ... seedR:rxn32287	1 MNXM1103553@MNXD1 + 3 WATER@MNXD1 = 1 MNXM1103734@MNXD1 + 1 MNXM11@MNXD1 + 2 MNXM1@MNXD1 + 1 MNXM39@MNXD1
GTPDPK	MNXR188173	rheaR:22088	bigg.reaction:GTPDPK ... bigg.reaction:GTPDPK_1 ... bigg.reaction:R_GTPDPK ... bigg.reaction:R_GTPDPK_1 ... biggR:GTPDPK ... biggR:GTPDPK_1 ... biggR:R_GTPDPK ... biggR:R_GTPDPK_1 ... deprecated:MNXR100457 ... deprecated:MNXR188174 ... kegg.reaction:R00429 ... keggR:R00429 ... metacyc.reaction:GTPPYPHOSKIN-RXN ... metacycR:GTPPYPHOSKIN-RXN ... rhea:22088 ... rhea:22089 ... rhea:22090 ... rhea:22091 ... rheaR:22088 ... rheaR:22089 ... rheaR:22090 ... rheaR:22091 ... sabiork.reaction:236 ... sabiorkR:236 ... seed.reaction:rxn00303 ... seed.reaction:rxn33193 ... seedR:rxn00303 ... seedR:rxn33193	1 MNXM1103553@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM1561@MNXD1 + 1 MNXM728294@MNXD1
GUAD	MNXR145141	rheaR:14665	bigg.reaction:GUAD ... bigg.reaction:GUAD_1 ... bigg.reaction:R_GUAD ... bigg.reaction:R_GUAD_1 ... biggR:GUAD ... biggR:GUAD_1 ... biggR:R_GUAD ... biggR:R_GUAD_1 ... deprecated:MNXR100464 ... deprecated:MNXR145142 ... kegg.reaction:R01676 ... keggR:R01676 ... metacyc.reaction:GUANINE-DEAMINASE-RXN ... metacycR:GUANINE-DEAMINASE-RXN ... rhea:14665 ... rhea:14666 ... rhea:14667 ... rhea:14668 ... rheaR:14665 ... rheaR:14666 ... rheaR:14667 ... rheaR:14668 ... sabiork.reaction:127 ... sabiorkR:127 ... seed.reaction:rxn01225 ... seed.reaction:rxn30031 ... seed.reaction:rxn33243 ... seed.reaction:rxn33245 ... seed.reaction:rxn33250 ... seed.reaction:rxn33251 ... seed.reaction:rxn33256 ... seedR:rxn01225 ... seedR:rxn30031 ... seedR:rxn33243 ... seedR:rxn33245 ... seedR:rxn33250 ... seedR:rxn33251 ... seedR:rxn33256	1 MNXM174@MNXD1 + 1 MNXM729302@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM733114@MNXD1 + 1 WATER@MNXD1
GUAPRT	MNXR145113	rheaR:25424	bigg.reaction:GPAR ... bigg.reaction:GUAPRT ... bigg.reaction:R_GPAR ... bigg.reaction:R_GUAPRT ... biggR:GPAR ... biggR:GUAPRT ... biggR:R_GPAR ... biggR:R_GUAPRT ... deprecated:MNXR100409 ... deprecated:MNXR189642 ... deprecated:MNXR189643 ... kegg.reaction:R01229 ... keggR:R01229 ... metacyc.reaction:GUANPRIBOSYLTRAN-RXN ... metacycR:GUANPRIBOSYLTRAN-RXN ... rhea:25424 ... rhea:25425 ... rhea:25426 ... rhea:25427 ... rheaR:25424 ... rheaR:25425 ... rheaR:25426 ... rheaR:25427 ... sabiork.reaction:195 ... sabiorkR:195 ... seed.reaction:rxn00915 ... seed.reaction:rxn32380 ... seed.reaction:rxn32382 ... seed.reaction:rxn32383 ... seed.reaction:rxn32385 ... seed.reaction:rxn32386 ... seedR:rxn00915 ... seedR:rxn32380 ... seedR:rxn32382 ... seedR:rxn32383 ... seedR:rxn32385 ... seedR:rxn32386	1 MNXM1101285@MNXD1 + 1 MNXM11@MNXD1 = 1 MNXM1104453@MNXD1 + 1 MNXM733114@MNXD1
H2CO3D	MNXR100482	rheaR:10748	bigg.reaction:H2CO3D ... bigg.reaction:H2CO3Dm ... bigg.reaction:HCO3E ... bigg.reaction:HCO3E_1_cx ... bigg.reaction:HCO3Ee ... bigg.reaction:HCO3Ehi ... bigg.reaction:HCO3Em ... bigg.reaction:HCO3En ... bigg.reaction:R_H2CO3D ... bigg.reaction:R_H2CO3Dm ... bigg.reaction:R_HCO3E ... bigg.reaction:R_HCO3E_1_cx ... bigg.reaction:R_HCO3Ee ... bigg.reaction:R_HCO3Ehi ... bigg.reaction:R_HCO3Em ... bigg.reaction:R_HCO3En ... biggR:H2CO3D ... biggR:H2CO3Dm ... biggR:HCO3E ... biggR:HCO3E_1_cx ... biggR:HCO3Ee ... biggR:HCO3Ehi ... biggR:HCO3Em ... biggR:HCO3En ... biggR:R_H2CO3D ... biggR:R_H2CO3Dm ... biggR:R_HCO3E ... biggR:R_HCO3E_1_cx ... biggR:R_HCO3Ee ... biggR:R_HCO3Ehi ... biggR:R_HCO3Em ... biggR:R_HCO3En ... deprecated:MNXR138493 ... deprecated:MNXR2856 ... deprecated:MNXR31679 ... kegg.reaction:R00132 ... kegg.reaction:R10092 ... keggR:R00132 ... keggR:R10092 ... metacyc.reaction:CARBODEHYDRAT-RXN ... metacyc.reaction:RXN0-5224 ... metacycR:CARBODEHYDRAT-RXN ... metacycR:RXN0-5224 ... rhea:10748 ... rhea:10749 ... rhea:10750 ... rhea:10751 ... rheaR:10748 ... rheaR:10749 ... rheaR:10750 ... rheaR:10751 ... sabiork.reaction:703 ... sabiorkR:703 ... seed.reaction:rxn00102 ... seed.reaction:rxn26146 ... seed.reaction:rxn27740 ... seed.reaction:rxn27741 ... seed.reaction:rxn30392 ... seed.reaction:rxn37640 ... seedR:rxn00102 ... seedR:rxn26146 ... seedR:rxn27740 ... seedR:rxn27741 ... seedR:rxn30392 ... seedR:rxn37640	1 MNXM13@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM60@MNXD1
H2Ot	MNXR98641	rheaR:29667	bigg.reaction:EX_h2o_e ... bigg.reaction:H2Ot ... bigg.reaction:H2Otcx ... bigg.reaction:H2Oter ... bigg.reaction:H2Otex ... bigg.reaction:H2Otf ... bigg.reaction:H2Otg ... bigg.reaction:H2Oth ... bigg.reaction:H2Othu ... bigg.reaction:H2Otly ... bigg.reaction:H2Otm ... bigg.reaction:H2Otn ... bigg.reaction:H2Otp ... bigg.reaction:H2Otpp ... bigg.reaction:H2Ots ... bigg.reaction:H2Otu_syn ... bigg.reaction:H2Otv ... bigg.reaction:R_EX_h2o_e ... bigg.reaction:R_H2Ot ... bigg.reaction:R_H2Otcx ... bigg.reaction:R_H2Oter ... bigg.reaction:R_H2Otex ... bigg.reaction:R_H2Otf ... bigg.reaction:R_H2Otg ... bigg.reaction:R_H2Oth ... bigg.reaction:R_H2Othu ... bigg.reaction:R_H2Otly ... bigg.reaction:R_H2Otm ... bigg.reaction:R_H2Otn ... bigg.reaction:R_H2Otp ... bigg.reaction:R_H2Otpp ... bigg.reaction:R_H2Ots ... bigg.reaction:R_H2Otu_syn ... bigg.reaction:R_H2Otv ... biggR:EX_h2o_e ... biggR:H2Ot ... biggR:H2Otcx ... biggR:H2Oter ... biggR:H2Otex ... biggR:H2Otf ... biggR:H2Otg ... biggR:H2Oth ... biggR:H2Othu ... biggR:H2Otly ... biggR:H2Otm ... biggR:H2Otn ... biggR:H2Otp ... biggR:H2Otpp ... biggR:H2Ots ... biggR:H2Otu_syn ... biggR:H2Otv ... biggR:R_EX_h2o_e ... biggR:R_H2Ot ... biggR:R_H2Otcx ... biggR:R_H2Oter ... biggR:R_H2Otex ... biggR:R_H2Otf ... biggR:R_H2Otg ... biggR:R_H2Oth ... biggR:R_H2Othu ... biggR:R_H2Otly ... biggR:R_H2Otm ... biggR:R_H2Otn ... biggR:R_H2Otp ... biggR:R_H2Otpp ... biggR:R_H2Ots ... biggR:R_H2Otu_syn ... biggR:R_H2Otv ... deprecated:MNXR2865 ... metacyc.reaction:RXN-22387 ... metacyc.reaction:TRANS-RXN-145 ... metacyc.reaction:TRANS-RXN0-547 ... metacycR:RXN-22387 ... metacycR:TRANS-RXN-145 ... metacycR:TRANS-RXN0-547 ... rhea:29667 ... rhea:29668 ... rhea:29669 ... rhea:29670 ... rheaR:29667 ... rheaR:29668 ... rheaR:29669 ... rheaR:29670 ... seed.reaction:rxn05319 ... seed.reaction:rxn08686 ... seed.reaction:rxn08687 ... seed.reaction:rxn09643 ... seed.reaction:rxn09745 ... seed.reaction:rxn09812 ... seed.reaction:rxn09838 ... seed.reaction:rxn09874 ... seed.reaction:rxn31175 ... seed.reaction:rxn33306 ... seed.reaction:rxn34181 ... seedR:rxn05319 ... seedR:rxn08686 ... seedR:rxn08687 ... seedR:rxn09643 ... seedR:rxn09745 ... seedR:rxn09812 ... seedR:rxn09838 ... seedR:rxn09874 ... seedR:rxn31175 ... seedR:rxn33306 ... seedR:rxn34181	1 WATER@MNXD1 = 1 WATER@MNXD2
H2St				
H2td	MNXR100495	seedR:rxn08691	bigg.reaction:DM_h2_c ... bigg.reaction:EX_h2_e ... bigg.reaction:H2td ... bigg.reaction:H2tex ... bigg.reaction:H2th ... bigg.reaction:H2tm ... bigg.reaction:H2tpp ... bigg.reaction:R_DM_h2_c ... bigg.reaction:R_EX_h2_e ... bigg.reaction:R_H2td ... bigg.reaction:R_H2tex ... bigg.reaction:R_H2th ... bigg.reaction:R_H2tm ... bigg.reaction:R_H2tpp ... biggR:DM_h2_c ... biggR:EX_h2_e ... biggR:H2td ... biggR:H2tex ... biggR:H2th ... biggR:H2tm ... biggR:H2tpp ... biggR:R_DM_h2_c ... biggR:R_EX_h2_e ... biggR:R_H2td ... biggR:R_H2tex ... biggR:R_H2th ... biggR:R_H2tm ... biggR:R_H2tpp ... deprecated:MNXR55614 ... deprecated:MNXR69200 ... deprecated:MNXR98638 ... seed.reaction:rxn08691 ... seed.reaction:rxn08692 ... seed.reaction:rxn10542 ... seed.reaction:rxn34227 ... seed.reaction:rxn34505 ... seedR:rxn08691 ... seedR:rxn08692 ... seedR:rxn10542 ... seedR:rxn34227 ... seedR:rxn34505	1 MNXM1108018@MNXD1 = 1 MNXM1108018@MNXD2
HACD1	MNXR189650	rheaR:30799	bigg.reaction:HACD1 ... bigg.reaction:HACD1i ... bigg.reaction:HACD1m ... bigg.reaction:HACD1x ... bigg.reaction:R_HACD1 ... bigg.reaction:R_HACD1i ... bigg.reaction:R_HACD1m ... bigg.reaction:R_HACD1x ... biggR:HACD1 ... biggR:HACD1i ... biggR:HACD1m ... biggR:HACD1x ... biggR:R_HACD1 ... biggR:R_HACD1i ... biggR:R_HACD1m ... biggR:R_HACD1x ... deprecated:MNXR145159 ... deprecated:MNXR189651 ... kegg.reaction:R01975 ... keggR:R01975 ... metacyc.reaction:RXN-11662 ... metacycR:RXN-11662 ... rhea:30799 ... rhea:30800 ... rhea:30801 ... rhea:30802 ... rheaR:30799 ... rheaR:30800 ... rheaR:30801 ... rheaR:30802 ... sabiork.reaction:2018 ... sabiorkR:2018 ... seed.reaction:rxn01451 ... seed.reaction:rxn20475 ... seed.reaction:rxn27455 ... seedR:rxn01451 ... seedR:rxn20475 ... seedR:rxn27455	1 MNXM10@MNXD1 + 1 MNXM1103802@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM1105912@MNXD1 + 1 MNXM8@MNXD1
HACD9	MNXR188214	rheaR:13281	bigg.reaction:HACD9 ... bigg.reaction:HACD9m ... bigg.reaction:R_HACD9 ... bigg.reaction:R_HACD9m ... biggR:HACD9 ... biggR:HACD9m ... biggR:R_HACD9 ... biggR:R_HACD9m ... deprecated:MNXR100550 ... deprecated:MNXR188215 ... kegg.reaction:R04203 ... keggR:R04203 ... metacyc.reaction:1.1.1.178-RXN ... metacycR:1.1.1.178-RXN ... rhea:13281 ... rhea:13282 ... rhea:13283 ... rhea:13284 ... rheaR:13281 ... rheaR:13282 ... rheaR:13283 ... rheaR:13284 ... sabiork.reaction:3919 ... sabiorkR:3919 ... seed.reaction:rxn02933 ... seed.reaction:rxn31839 ... seed.reaction:rxn35545 ... seedR:rxn02933 ... seedR:rxn31839 ... seedR:rxn35545	1 MNXM10@MNXD1 + 1 MNXM1104585@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM1104693@MNXD1 + 1 MNXM8@MNXD1
