#query	mnx_id	reference	xrefs	name
ALAR	MNXR95693	rheaR:20249	bigg.reaction:ALAR ... bigg.reaction:R_ALAR ... biggR:ALAR ... biggR:R_ALAR ... deprecated:MNXR626 ... kegg.reaction:R00401 ... keggR:R00401 ... metacyc.reaction:ALARACECAT-RXN ... metacycR:ALARACECAT-RXN ... rhea:20249 ... rhea:20250 ... rhea:20251 ... rhea:20252 ... rheaR:20249 ... rheaR:20250 ... rheaR:20251 ... rheaR:20252 ... sabiork.reaction:862 ... sabiorkR:862 ... seed.reaction:rxn00283 ... seed.reaction:rxn19085 ... seed.reaction:rxn38030 ... seedR:rxn00283 ... seedR:rxn19085 ... seedR:rxn38030	1 MNXM1105731@MNXD1 = 1 MNXM1105732@MNXD1
ALATHR1c				
ALATHRabc				
ALAt2r	MNXR151244	rheaR:29443	bigg.reaction:ALAt2pp ... bigg.reaction:ALAt2r ... bigg.reaction:ALAt2rL ... bigg.reaction:ALAtm ... bigg.reaction:ALAtx ... bigg.reaction:R_ALAt2pp ... bigg.reaction:R_ALAt2r ... bigg.reaction:R_ALAt2rL ... bigg.reaction:R_ALAtm ... bigg.reaction:R_ALAtx ... biggR:ALAt2pp ... biggR:ALAt2r ... biggR:ALAt2rL ... biggR:ALAtm ... biggR:ALAtx ... biggR:R_ALAt2pp ... biggR:R_ALAt2r ... biggR:R_ALAt2rL ... biggR:R_ALAtm ... biggR:R_ALAtx ... deprecated:MNXR118826 ... deprecated:MNXR95704 ... metacyc.reaction:RXN-14648 ... metacyc.reaction:RXN0-5202 ... metacycR:RXN-14648 ... metacycR:RXN0-5202 ... rhea:29443 ... rhea:29444 ... rhea:29445 ... rhea:29446 ... rheaR:29443 ... rheaR:29444 ... rheaR:29445 ... rheaR:29446 ... seed.reaction:rxn05496 ... seed.reaction:rxn08101 ... seed.reaction:rxn34465 ... seed.reaction:rxn34486 ... seed.reaction:rxn47859 ... seedR:rxn05496 ... seedR:rxn08101 ... seedR:rxn34465 ... seedR:rxn34486 ... seedR:rxn47859	1 MNXM01@MNXD1 + 1 MNXM1105732@MNXD1 = 1 MNXM01@MNXD2 + 1 MNXM1105732@MNXD2
ALCD19	MNXR95709	rheaR:30027	bigg.reaction:ALCD19 ... bigg.reaction:ALCD19c ... bigg.reaction:R_ALCD19 ... bigg.reaction:R_ALCD19c ... biggR:ALCD19 ... biggR:ALCD19c ... biggR:R_ALCD19 ... biggR:R_ALCD19c ... deprecated:MNXR641 ... deprecated:MNXR68334 ... kegg.reaction:R01036 ... keggR:R01036 ... rhea:30027 ... rhea:30028 ... rhea:30029 ... rhea:30030 ... rheaR:30027 ... rheaR:30028 ... rheaR:30029 ... rheaR:30030 ... seed.reaction:rxn00763 ... seed.reaction:rxn37672 ... seedR:rxn00763 ... seedR:rxn37672	1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM435@MNXD1 = 1 MNXM89612@MNXD1 + 1 MNXM8@MNXD1
ALCD2x	MNXR95725	rheaR:25290	bigg.reaction:ALCD2ir ... bigg.reaction:ALCD2irm ... bigg.reaction:ALCD2x ... bigg.reaction:R_ALCD2ir ... bigg.reaction:R_ALCD2irm ... bigg.reaction:R_ALCD2x ... biggR:ALCD2ir ... biggR:ALCD2irm ... biggR:ALCD2x ... biggR:R_ALCD2ir ... biggR:R_ALCD2irm ... biggR:R_ALCD2x ... deprecated:MNXR648 ... deprecated:MNXR91114 ... kegg.reaction:R00754 ... keggR:R00754 ... metacyc.reaction:ALCOHOL-DEHYDROG-RXN ... metacycR:ALCOHOL-DEHYDROG-RXN ... rhea:25290 ... rhea:25291 ... rhea:25292 ... rhea:25293 ... rheaR:25290 ... rheaR:25291 ... rheaR:25292 ... rheaR:25293 ... sabiork.reaction:597 ... sabiorkR:597 ... seed.reaction:rxn00543 ... seed.reaction:rxn27700 ... seed.reaction:rxn30083 ... seed.reaction:rxn38033 ... seed.reaction:rxn38034 ... seedR:rxn00543 ... seedR:rxn27700 ... seedR:rxn30083 ... seedR:rxn38033 ... seedR:rxn38034	1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM75@MNXD1 = 1 MNXM1108092@MNXD1 + 1 MNXM8@MNXD1
ALDD2x	MNXR95749	rheaR:25294	bigg.reaction:ALDD2x ... bigg.reaction:ALDD2xm ... bigg.reaction:R_ALDD2x ... bigg.reaction:R_ALDD2xm ... biggR:ALDD2x ... biggR:ALDD2xm ... biggR:R_ALDD2x ... biggR:R_ALDD2xm ... deprecated:MNXR657 ... deprecated:MNXR91113 ... kegg.reaction:R00710 ... keggR:R00710 ... metacyc.reaction:RXN66-3 ... metacycR:RXN66-3 ... rhea:25294 ... rhea:25295 ... rhea:25296 ... rhea:25297 ... rheaR:25294 ... rheaR:25295 ... rheaR:25296 ... rheaR:25297 ... sabiork.reaction:544 ... sabiorkR:544 ... seed.reaction:rxn00506 ... seed.reaction:rxn19123 ... seed.reaction:rxn31362 ... seedR:rxn00506 ... seedR:rxn19123 ... seedR:rxn31362	1 MNXM10@MNXD1 + 2 MNXM1@MNXD1 + 1 MNXM26@MNXD1 = 1 MNXM75@MNXD1 + 1 MNXM8@MNXD1 + 1 WATER@MNXD1
ALDD8x				
ALLTNt2r	MNXR95770	seedR:rxn05682	bigg.reaction:ALLTNt2r ... bigg.reaction:ALLTNt2rpp ... bigg.reaction:ALLTNtm ... bigg.reaction:R_ALLTNt2r ... bigg.reaction:R_ALLTNt2rpp ... bigg.reaction:R_ALLTNtm ... biggR:ALLTNt2r ... biggR:ALLTNt2rpp ... biggR:ALLTNtm ... biggR:R_ALLTNt2r ... biggR:R_ALLTNt2rpp ... biggR:R_ALLTNtm ... deprecated:MNXR55025 ... deprecated:MNXR68339 ... deprecated:MNXR81660 ... deprecated:MNXR95772 ... seed.reaction:rxn05682 ... seed.reaction:rxn08116 ... seed.reaction:rxn34487 ... seedR:rxn05682 ... seedR:rxn08116 ... seedR:rxn34487	1 MNXM01@MNXD1 + 1 MNXM738834@MNXD1 = 1 MNXM01@MNXD2 + 1 MNXM738834@MNXD2
ALPHNH	MNXR95786	rheaR:19029	bigg.reaction:ALPHNH ... bigg.reaction:ALPHm ... bigg.reaction:R_ALPHNH ... bigg.reaction:R_ALPHm ... biggR:ALPHNH ... biggR:ALPHm ... biggR:R_ALPHNH ... biggR:R_ALPHm ... deprecated:MNXR681 ... deprecated:MNXR81667 ... kegg.reaction:R00005 ... keggR:R00005 ... metacyc.reaction:ALLOPHANATE-HYDROLASE-RXN ... metacycR:ALLOPHANATE-HYDROLASE-RXN ... rhea:19029 ... rhea:19030 ... rhea:19031 ... rhea:19032 ... rheaR:19029 ... rheaR:19030 ... rheaR:19031 ... rheaR:19032 ... seed.reaction:rxn00002 ... seed.reaction:rxn30346 ... seed.reaction:rxn35525 ... seedR:rxn00002 ... seedR:rxn30346 ... seedR:rxn35525	1 MNXM1122@MNXD1 + 3 MNXM1@MNXD1 + 1 WATER@MNXD1 = 2 MNXM13@MNXD1 + 2 MNXM729302@MNXD1
ALTRH	MNXR138045	rheaR:15957	bigg.reaction:ALTRH ... bigg.reaction:R_ALTRH ... biggR:ALTRH ... biggR:R_ALTRH ... deprecated:MNXR686 ... deprecated:MNXR95791 ... kegg.reaction:R01540 ... keggR:R01540 ... metacyc.reaction:ALTRODEHYDRAT-RXN ... metacycR:ALTRODEHYDRAT-RXN ... rhea:15957 ... rhea:15958 ... rhea:15959 ... rhea:15960 ... rheaR:15957 ... rheaR:15958 ... rheaR:15959 ... rheaR:15960 ... sabiork.reaction:1704 ... sabiorkR:1704 ... seed.reaction:rxn01122 ... seedR:rxn01122	1 MNXM2011@MNXD1 = 1 MNXM440@MNXD1 + 1 WATER@MNXD1
AMAA	MNXR95797	biggR:AMAA	bigg.reaction:AMAA ... bigg.reaction:R_AMAA ... biggR:AMAA ... biggR:R_AMAA	1 MNXM1102123@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1105732@MNXD1 + 1 MNXM12354@MNXD1
AMANAPEr	MNXR95804	keggR:R02087	bigg.reaction:AMANAPEr ... bigg.reaction:R_AMANAPEr ... biggR:AMANAPEr ... biggR:R_AMANAPEr ... deprecated:MNXR26558 ... deprecated:MNXR55038 ... deprecated:MNXR81674 ... kegg.reaction:R02087 ... keggR:R02087 ... metacyc.reaction:NANE-RXN ... metacycR:NANE-RXN ... seed.reaction:rxn01506 ... seedR:rxn01506	1 MNXM1105998@MNXD1 = 1 MNXM1105999@MNXD1 + 2 MNXM1@MNXD1
AMANK	MNXR190176	keggR:R02705	bigg.reaction:AMANK ... bigg.reaction:AMANK_1 ... bigg.reaction:R_AMANK ... bigg.reaction:R_AMANK_1 ... biggR:AMANK ... biggR:AMANK_1 ... biggR:R_AMANK ... biggR:R_AMANK_1 ... deprecated:MNXR152972 ... deprecated:MNXR190177 ... kegg.reaction:R02705 ... keggR:R02705 ... metacyc.reaction:NANK-RXN ... metacycR:NANK-RXN ... seed.reaction:rxn01951 ... seedR:rxn01951	1 MNXM1105881@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM1105998@MNXD1 + 1 MNXM40333@MNXD1
AMMQT7rev				
AMMQT8r				
AMPMS2	MNXR142626	seedR:rxn08131	bigg.reaction:AMPMS2 ... bigg.reaction:R_AMPMS2 ... biggR:AMPMS2 ... biggR:R_AMPMS2 ... deprecated:MNXR144613 ... deprecated:MNXR716 ... deprecated:MNXR95826 ... seed.reaction:rxn08131 ... seedR:rxn08131	1 MNXM10@MNXD1 + 1 MNXM1104391@MNXD1 + 4 MNXM1@MNXD1 + 2 MNXM39@MNXD1 = 1 MNXM1105983@MNXD1 + 1 MNXM8@MNXD1 + 1 WATER@MNXD1
AMPTASECG	MNXR95828	rheaR:28783	bigg.reaction:AMPTASECG ... bigg.reaction:AMPTASECGe ... bigg.reaction:R_AMPTASECG ... bigg.reaction:R_AMPTASECGe ... biggR:AMPTASECG ... biggR:AMPTASECGe ... biggR:R_AMPTASECG ... biggR:R_AMPTASECGe ... deprecated:MNXR718 ... kegg.reaction:R00899 ... keggR:R00899 ... metacyc.reaction:RXN-6622 ... metacycR:RXN-6622 ... rhea:28783 ... rhea:28784 ... rhea:28785 ... rhea:28786 ... rheaR:28783 ... rheaR:28784 ... rheaR:28785 ... rheaR:28786 ... sabiork.reaction:1221 ... sabiorkR:1221 ... seed.reaction:rxn00650 ... seed.reaction:rxn30878 ... seed.reaction:rxn32989 ... seed.reaction:rxn32991 ... seedR:rxn00650 ... seedR:rxn30878 ... seedR:rxn32989 ... seedR:rxn32991	1 MNXM29@MNXD1 + 1 MNXM738068@MNXD1 = 1 MNXM683@MNXD1 + 1 WATER@MNXD1
AMPTASEGC				
ANS	MNXR95843	rheaR:21732	bigg.reaction:ANS ... bigg.reaction:ATNS ... bigg.reaction:R_ANS ... bigg.reaction:R_ATNS ... biggR:ANS ... biggR:ATNS ... biggR:R_ANS ... biggR:R_ATNS ... deprecated:MNXR32743 ... kegg.reaction:R00986 ... keggR:R00986 ... metacyc.reaction:ANTHRANSYN-RXN ... metacycR:ANTHRANSYN-RXN ... rhea:21732 ... rhea:21733 ... rhea:21734 ... rhea:21735 ... rheaR:21732 ... rheaR:21733 ... rheaR:21734 ... rheaR:21735 ... sabiork.reaction:1280 ... sabiorkR:1280 ... seed.reaction:rxn00727 ... seed.reaction:rxn27709 ... seed.reaction:rxn38042 ... seed.reaction:rxn38043 ... seedR:rxn00727 ... seedR:rxn27709 ... seedR:rxn38042 ... seedR:rxn38043	1 MNXM188@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM23@MNXD1 + 1 MNXM741173@MNXD1 = 1 MNXM337@MNXD1 + 1 MNXM37@MNXD1
ANS2	MNXR152986	keggR:R00985	bigg.reaction:ANS2 ... bigg.reaction:ANSN ... bigg.reaction:ATNS_nh4 ... bigg.reaction:R_ANS2 ... bigg.reaction:R_ANSN ... bigg.reaction:R_ATNS_nh4 ... biggR:ANS2 ... biggR:ANSN ... biggR:ATNS_nh4 ... biggR:R_ANS2 ... biggR:R_ANSN ... biggR:R_ATNS_nh4 ... deprecated:MNXR154679 ... deprecated:MNXR95844 ... kegg.reaction:R00985 ... keggR:R00985 ... sabiork.reaction:1279 ... sabiorkR:1279 ... seed.reaction:rxn00726 ... seed.reaction:rxn32242 ... seed.reaction:rxn35359 ... seedR:rxn00726 ... seedR:rxn32242 ... seedR:rxn35359	1 MNXM188@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM23@MNXD1 + 1 WATER@MNXD1 = 1 MNXM337@MNXD1 + 1 MNXM729302@MNXD1
AOBUTDs	MNXR95851	rheaR:25653	bigg.reaction:AOBUTDs ... bigg.reaction:AOBUTDsm ... bigg.reaction:AOBUTDxs ... bigg.reaction:R_AOBUTDs ... bigg.reaction:R_AOBUTDsm ... bigg.reaction:R_AOBUTDxs ... biggR:AOBUTDs ... biggR:AOBUTDsm ... biggR:AOBUTDxs ... biggR:R_AOBUTDs ... biggR:R_AOBUTDsm ... biggR:R_AOBUTDxs ... deprecated:MNXR68366 ... deprecated:MNXR731 ... kegg.reaction:R03758 ... keggR:R03758 ... metacyc.reaction:THREOSPON-RXN ... metacycR:THREOSPON-RXN ... rhea:25653 ... rhea:25654 ... rhea:25655 ... rhea:25656 ... rheaR:25653 ... rheaR:25654 ... rheaR:25655 ... rheaR:25656 ... seed.reaction:rxn02666 ... seed.reaction:rxn33515 ... seed.reaction:rxn33517 ... seedR:rxn02666 ... seedR:rxn33515 ... seedR:rxn33517	1 MNXM1106@MNXD1 + 1 MNXM13@MNXD1 = 1 MNXM114087@MNXD1 + 1 MNXM1@MNXD1
APAT	MNXR95861	biggR:APAT	bigg.reaction:APAT ... bigg.reaction:APAT_1 ... bigg.reaction:R_APAT ... bigg.reaction:R_APAT_1 ... biggR:APAT ... biggR:APAT_1 ... biggR:R_APAT ... biggR:R_APAT_1 ... deprecated:MNXR138053 ... deprecated:MNXR81690	1 MNXM1094052@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM11@MNXD1 + 1 MNXM148475@MNXD1
APPLDH				
APRAUR	MNXR95898	rheaR:17845	bigg.reaction:APRAUR ... bigg.reaction:AUNOR ... bigg.reaction:R_APRAUR ... bigg.reaction:R_AUNOR ... biggR:APRAUR ... biggR:AUNOR ... biggR:R_APRAUR ... biggR:R_AUNOR ... deprecated:MNXR745 ... kegg.reaction:R03458 ... keggR:R03458 ... metacyc.reaction:RIBOFLAVINSYNREDUC-RXN ... metacycR:RIBOFLAVINSYNREDUC-RXN ... rhea:17845 ... rhea:17846 ... rhea:17847 ... rhea:17848 ... rheaR:17845 ... rheaR:17846 ... rheaR:17847 ... rheaR:17848 ... sabiork.reaction:3252 ... sabiorkR:3252 ... seed.reaction:rxn02474 ... seed.reaction:rxn33143 ... seedR:rxn02474 ... seedR:rxn33143	1 MNXM1178@MNXD1 + 1 MNXM5@MNXD1 = 1 MNXM1532@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM738702@MNXD1
ARBTpts	MNXR153015	biggR:ARBTpts	bigg.reaction:ARBTpts ... bigg.reaction:ARBTptspp ... bigg.reaction:R_ARBTpts ... bigg.reaction:R_ARBTptspp ... biggR:ARBTpts ... biggR:ARBTptspp ... biggR:R_ARBTpts ... biggR:R_ARBTptspp ... deprecated:MNXR95932	1 MNXM23@MNXD1 + 1 MNXM2806@MNXD1 = 1 MNXM733250@MNXD2 + 1 MNXM73@MNXD1
ARBabc	MNXR95935	seedR:rxn40908	bigg.reaction:ARBabc ... bigg.reaction:ARBabcpp ... bigg.reaction:R_ARBabc ... bigg.reaction:R_ARBabcpp ... biggR:ARBabc ... biggR:ARBabcpp ... biggR:R_ARBabc ... biggR:R_ARBabcpp ... deprecated:MNXR86939 ... metacyc.reaction:ABC-2-RXN ... metacycR:ABC-2-RXN ... seed.reaction:rxn40908 ... seedR:rxn40908	1 MNXM1@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM734859@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM734859@MNXD2 + 1 WATER@MNXD1
ARGDC	MNXR95940	rheaR:17641	bigg.reaction:ARGDC ... bigg.reaction:ARGDCm ... bigg.reaction:ARGDCpp ... bigg.reaction:R_ARGDC ... bigg.reaction:R_ARGDCm ... bigg.reaction:R_ARGDCpp ... biggR:ARGDC ... biggR:ARGDCm ... biggR:ARGDCpp ... biggR:R_ARGDC ... biggR:R_ARGDCm ... biggR:R_ARGDCpp ... deprecated:MNXR778 ... kegg.reaction:R00566 ... keggR:R00566 ... metacyc.reaction:ARGDECARBOX-RXN ... metacycR:ARGDECARBOX-RXN ... rhea:17641 ... rhea:17642 ... rhea:17643 ... rhea:17644 ... rheaR:17641 ... rheaR:17642 ... rheaR:17643 ... rheaR:17644 ... sabiork.reaction:594 ... sabiorkR:594 ... seed.reaction:rxn00405 ... seed.reaction:rxn19180 ... seed.reaction:rxn32213 ... seed.reaction:rxn35371 ... seedR:rxn00405 ... seedR:rxn19180 ... seedR:rxn32213 ... seedR:rxn35371	1 MNXM13@MNXD1 + 1 MNXM328@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM739527@MNXD1
ARGSL	MNXR138059	rheaR:24020	bigg.reaction:ARGSL ... bigg.reaction:R_ARGSL ... biggR:ARGSL ... biggR:R_ARGSL ... deprecated:MNXR782 ... deprecated:MNXR95948 ... kegg.reaction:R01086 ... keggR:R01086 ... metacyc.reaction:ARGSUCCINLYA-RXN ... metacycR:ARGSUCCINLYA-RXN ... rhea:24020 ... rhea:24021 ... rhea:24022 ... rhea:24023 ... rheaR:24020 ... rheaR:24021 ... rheaR:24022 ... rheaR:24023 ... sabiork.reaction:573 ... sabiorkR:573 ... seed.reaction:rxn00802 ... seed.reaction:rxn27716 ... seed.reaction:rxn29990 ... seedR:rxn00802 ... seedR:rxn27716 ... seedR:rxn29990	1 MNXM1@MNXD1 + 1 MNXM737340@MNXD1 + 1 MNXM739527@MNXD1 = 1 MNXM722743@MNXD1
ARGSSr				
ARGt2				
ASAD	MNXR96039	rheaR:24284	bigg.reaction:ASAD ... bigg.reaction:ASADH ... bigg.reaction:ASAD_1 ... bigg.reaction:R_ASAD ... bigg.reaction:R_ASADH ... bigg.reaction:R_ASAD_1 ... biggR:ASAD ... biggR:ASADH ... biggR:ASAD_1 ... biggR:R_ASAD ... biggR:R_ASADH ... biggR:R_ASAD_1 ... deprecated:MNXR832 ... kegg.reaction:R02291 ... keggR:R02291 ... metacyc.reaction:ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN ... metacycR:ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN ... rhea:24284 ... rhea:24285 ... rhea:24286 ... rhea:24287 ... rheaR:24284 ... rheaR:24285 ... rheaR:24286 ... rheaR:24287 ... sabiork.reaction:2255 ... sabiorkR:2255 ... seed.reaction:rxn01643 ... seed.reaction:rxn27723 ... seed.reaction:rxn33374 ... seedR:rxn01643 ... seedR:rxn27723 ... seedR:rxn33374	1 MNXM1177@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM738702@MNXD1 = 1 MNXM361@MNXD1 + 1 MNXM5@MNXD1 + 1 MNXM9@MNXD1
ASNS1	MNXR153021	rheaR:12228	bigg.reaction:ASNS1 ... bigg.reaction:R_ASNS1 ... biggR:ASNS1 ... biggR:R_ASNS1 ... deprecated:MNXR96059 ... kegg.reaction:R00578 ... keggR:R00578 ... metacyc.reaction:ASNSYNB-RXN ... metacycR:ASNSYNB-RXN ... rhea:12228 ... rhea:12229 ... rhea:12230 ... rhea:12231 ... rheaR:12228 ... rheaR:12229 ... rheaR:12230 ... rheaR:12231 ... seed.reaction:rxn00416 ... seed.reaction:rxn32227 ... seed.reaction:rxn38046 ... seedR:rxn00416 ... seedR:rxn32227 ... seedR:rxn38046	1 MNXM1107821@MNXD1 + 1 MNXM11@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM728294@MNXD1 + 1 MNXM741173@MNXD1 = 1 MNXM1108206@MNXD1 + 1 MNXM37@MNXD1 + 1 MNXM3@MNXD1 + 1 WATER@MNXD1
