#query	mnx_id	reference	xrefs	name
CDPGLYCGPT				
CYTDK2	MNXR190862	rheaR:28162	bigg.reaction:CYTDK2 ... bigg.reaction:CYTDK2_1 ... bigg.reaction:R_CYTDK2 ... bigg.reaction:R_CYTDK2_1 ... biggR:CYTDK2 ... biggR:CYTDK2_1 ... biggR:R_CYTDK2 ... biggR:R_CYTDK2_1 ... deprecated:MNXR190863 ... deprecated:MNXR97042 ... kegg.reaction:R00517 ... keggR:R00517 ... metacyc.reaction:CYTIDINEKIN-RXN ... metacycR:CYTIDINEKIN-RXN ... rhea:28162 ... rhea:28163 ... rhea:28164 ... rhea:28165 ... rheaR:28162 ... rheaR:28163 ... rheaR:28164 ... rheaR:28165 ... seed.reaction:rxn00369 ... seedR:rxn00369	1 MNXM1103285@MNXD1 + 1 MNXM1103302@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM1103553@MNXD1 + 1 MNXM1104207@MNXD1
CYTDK3				
CYTDK4				
CYTK1	MNXR190870	rheaR:11600	bigg.reaction:CYTK1 ... bigg.reaction:CYTK1m ... bigg.reaction:CYTK1n ... bigg.reaction:R_CYTK1 ... bigg.reaction:R_CYTK1m ... bigg.reaction:R_CYTK1n ... biggR:CYTK1 ... biggR:CYTK1m ... biggR:CYTK1n ... biggR:R_CYTK1 ... biggR:R_CYTK1m ... biggR:R_CYTK1n ... deprecated:MNXR190871 ... deprecated:MNXR97047 ... kegg.reaction:R00512 ... keggR:R00512 ... metacyc.reaction:RXN-11832 ... metacycR:RXN-11832 ... rhea:11600 ... rhea:11601 ... rhea:11602 ... rhea:11603 ... rheaR:11600 ... rheaR:11601 ... rheaR:11602 ... rheaR:11603 ... seed.reaction:rxn00364 ... seed.reaction:rxn27766 ... seedR:rxn00364 ... seedR:rxn27766	1 MNXM1102191@MNXD1 + 1 MNXM40333@MNXD1 = 1 MNXM1103302@MNXD1 + 1 MNXM3@MNXD1
CYTK2	MNXR97053	rheaR:25094	bigg.reaction:CYTK2 ... bigg.reaction:CYTK2m ... bigg.reaction:CYTK2n ... bigg.reaction:R_CYTK2 ... bigg.reaction:R_CYTK2m ... bigg.reaction:R_CYTK2n ... biggR:CYTK2 ... biggR:CYTK2m ... biggR:CYTK2n ... biggR:R_CYTK2 ... biggR:R_CYTK2m ... biggR:R_CYTK2n ... deprecated:MNXR68625 ... kegg.reaction:R01665 ... keggR:R01665 ... metacyc.reaction:RXN-7913 ... metacycR:RXN-7913 ... rhea:25094 ... rhea:25095 ... rhea:25096 ... rhea:25097 ... rheaR:25094 ... rheaR:25095 ... rheaR:25096 ... rheaR:25097 ... sabiork.reaction:84 ... sabiorkR:84 ... seed.reaction:rxn01219 ... seed.reaction:rxn28376 ... seedR:rxn01219 ... seedR:rxn28376	1 MNXM266@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM40333@MNXD1 + 1 MNXM411@MNXD1
Cuabc	MNXR96952	seedR:rxn10481	bigg.reaction:CUabcpp ... bigg.reaction:Cuabc ... bigg.reaction:R_CUabcpp ... bigg.reaction:R_Cuabc ... biggR:CUabcpp ... biggR:Cuabc ... biggR:R_CUabcpp ... biggR:R_Cuabc ... seed.reaction:rxn10481 ... seedR:rxn10481	1 MNXM1@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM731166@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM731166@MNXD2 + 1 WATER@MNXD1
Cut1	MNXR96950	seedR:rxn05528	bigg.reaction:CU2abcpp ... bigg.reaction:CU2abcu_syn ... bigg.reaction:Cut1 ... bigg.reaction:R_CU2abcpp ... bigg.reaction:R_CU2abcu_syn ... bigg.reaction:R_Cut1 ... biggR:CU2abcpp ... biggR:CU2abcu_syn ... biggR:Cut1 ... biggR:R_CU2abcpp ... biggR:R_CU2abcu_syn ... biggR:R_Cut1 ... deprecated:MNXR124585 ... deprecated:MNXR1322 ... deprecated:MNXR91146 ... metacyc.reaction:TRANS-RXN-178 ... metacycR:TRANS-RXN-178 ... seed.reaction:rxn05528 ... seed.reaction:rxn08271 ... seed.reaction:rxn27349 ... seed.reaction:rxn29072 ... seed.reaction:rxn38723 ... seed.reaction:rxn39047 ... seed.reaction:rxn47783 ... seedR:rxn05528 ... seedR:rxn08271 ... seedR:rxn27349 ... seedR:rxn29072 ... seedR:rxn38723 ... seedR:rxn39047 ... seedR:rxn47783	1 MNXM1@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM731166@MNXD2 + 1 MNXM9@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM731166@MNXD1 + 1 WATER@MNXD1
DADA	MNXR97076	rheaR:28190	bigg.reaction:DADA ... bigg.reaction:DADAe ... bigg.reaction:R_DADA ... bigg.reaction:R_DADAe ... biggR:DADA ... biggR:DADAe ... biggR:R_DADA ... biggR:R_DADAe ... deprecated:MNXR1403 ... deprecated:MNXR82107 ... kegg.reaction:R02556 ... keggR:R02556 ... metacyc.reaction:ADDALT-RXN ... metacycR:ADDALT-RXN ... rhea:28190 ... rhea:28191 ... rhea:28192 ... rhea:28193 ... rheaR:28190 ... rheaR:28191 ... rheaR:28192 ... rheaR:28193 ... sabiork.reaction:281 ... sabiorkR:281 ... seed.reaction:rxn01858 ... seed.reaction:rxn30004 ... seed.reaction:rxn32203 ... seed.reaction:rxn32204 ... seedR:rxn01858 ... seedR:rxn30004 ... seedR:rxn32203 ... seedR:rxn32204	1 MNXM1@MNXD1 + 1 MNXM625@MNXD1 + 1 WATER@MNXD1 = 1 MNXM729302@MNXD1 + 1 MNXM935@MNXD1
DAGK120	MNXR97091	seedR:rxn08294	bigg.reaction:DAGK120 ... bigg.reaction:R_DAGK120 ... biggR:DAGK120 ... biggR:R_DAGK120 ... deprecated:MNXR135765 ... deprecated:MNXR1410 ... seed.reaction:rxn08294 ... seedR:rxn08294	1 MNXM3@MNXD1 + 1 MNXM4939@MNXD1 = 1 MNXM40333@MNXD1 + 1 MNXM90509@MNXD1
DAGK140	MNXR97092	biggR:DAGK140	bigg.reaction:DAGK140 ... bigg.reaction:R_DAGK140 ... biggR:DAGK140 ... biggR:R_DAGK140 ... deprecated:MNXR1411 ... deprecated:MNXR82116	1 MNXM1@MNXD1 + 1 MNXM2902@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM40333@MNXD1 + 1 MNXM737414@MNXD1
DAGK141	MNXR97093	seedR:rxn08296	bigg.reaction:DAGK141 ... bigg.reaction:R_DAGK141 ... biggR:DAGK141 ... biggR:R_DAGK141 ... deprecated:MNXR135767 ... deprecated:MNXR1412 ... seed.reaction:rxn08296 ... seedR:rxn08296	1 MNXM3@MNXD1 + 1 MNXM4940@MNXD1 = 1 MNXM40333@MNXD1 + 1 MNXM90512@MNXD1
DAGK160	MNXR97094	rheaR:63324	bigg.reaction:DAGK160 ... bigg.reaction:DAGK160h ... bigg.reaction:R_DAGK160 ... bigg.reaction:R_DAGK160h ... biggR:DAGK160 ... biggR:DAGK160h ... biggR:R_DAGK160 ... biggR:R_DAGK160h ... deprecated:MNXR1413 ... rhea:63324 ... rhea:63325 ... rhea:63326 ... rhea:63327 ... rheaR:63324 ... rheaR:63325 ... rheaR:63326 ... rheaR:63327 ... seed.reaction:rxn36694 ... seed.reaction:rxn36695 ... seedR:rxn36694 ... seedR:rxn36695	1 MNXM1@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM731668@MNXD1 = 1 MNXM3132@MNXD1 + 1 MNXM3@MNXD1
DAGK161	MNXR97097	seedR:rxn08298	bigg.reaction:DAGK161 ... bigg.reaction:R_DAGK161 ... biggR:DAGK161 ... biggR:R_DAGK161 ... deprecated:MNXR135769 ... deprecated:MNXR1414 ... seed.reaction:rxn08298 ... seedR:rxn08298	1 MNXM3774@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM40333@MNXD1 + 1 MNXM90510@MNXD1
DAGK180	MNXR97098	biggR:DAGK180	bigg.reaction:DAGK180 ... bigg.reaction:R_DAGK180 ... biggR:DAGK180 ... biggR:R_DAGK180 ... deprecated:MNXR1415 ... deprecated:MNXR82120	1 MNXM1@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM4217@MNXD1 = 1 MNXM40333@MNXD1 + 1 MNXM737489@MNXD1
DAGK181	MNXR97100	seedR:rxn08300	bigg.reaction:DAGK181 ... bigg.reaction:R_DAGK181 ... biggR:DAGK181 ... biggR:R_DAGK181 ... deprecated:MNXR135771 ... deprecated:MNXR1416 ... seed.reaction:rxn08300 ... seedR:rxn08300	1 MNXM3775@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM40333@MNXD1 + 1 MNXM90511@MNXD1
DALAt2r	MNXR97135	rheaR:28903	bigg.reaction:DALAt2pp ... bigg.reaction:DALAt2r ... bigg.reaction:DALAt2rL ... bigg.reaction:R_DALAt2pp ... bigg.reaction:R_DALAt2r ... bigg.reaction:R_DALAt2rL ... biggR:DALAt2pp ... biggR:DALAt2r ... biggR:DALAt2rL ... biggR:R_DALAt2pp ... biggR:R_DALAt2r ... biggR:R_DALAt2rL ... metacyc.reaction:TRANS-RXN-62A ... metacycR:TRANS-RXN-62A ... rhea:28903 ... rhea:28904 ... rhea:28905 ... rhea:28906 ... rheaR:28903 ... rheaR:28904 ... rheaR:28905 ... rheaR:28906 ... seed.reaction:rxn05494 ... seed.reaction:rxn08301 ... seedR:rxn05494 ... seedR:rxn08301	1 MNXM01@MNXD1 + 1 MNXM1105731@MNXD1 = 1 MNXM01@MNXD2 + 1 MNXM1105731@MNXD2
DAPDAi				
DAPDC	MNXR190874	rheaR:15101	bigg.reaction:DAPDC ... bigg.reaction:DAPDC_h ... bigg.reaction:R_DAPDC ... bigg.reaction:R_DAPDC_h ... biggR:DAPDC ... biggR:DAPDC_h ... biggR:R_DAPDC ... biggR:R_DAPDC_h ... deprecated:MNXR190875 ... deprecated:MNXR97141 ... kegg.reaction:R00451 ... keggR:R00451 ... metacyc.reaction:DIAMINOPIMDECARB-RXN ... metacycR:DIAMINOPIMDECARB-RXN ... rhea:15101 ... rhea:15102 ... rhea:15103 ... rhea:15104 ... rheaR:15101 ... rheaR:15102 ... rheaR:15103 ... rheaR:15104 ... sabiork.reaction:890 ... sabiorkR:890 ... seed.reaction:rxn00313 ... seed.reaction:rxn27788 ... seed.reaction:rxn33985 ... seedR:rxn00313 ... seedR:rxn27788 ... seedR:rxn33985	1 MNXM1106164@MNXD1 + 1 MNXM13@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM529@MNXD1
DAPE	MNXR97143	rheaR:15393	bigg.reaction:DAPE ... bigg.reaction:DAPEP_h ... bigg.reaction:R_DAPE ... bigg.reaction:R_DAPEP_h ... biggR:DAPE ... biggR:DAPEP_h ... biggR:R_DAPE ... biggR:R_DAPEP_h ... deprecated:MNXR1432 ... kegg.reaction:R02735 ... keggR:R02735 ... metacyc.reaction:DIAMINOPIMEPIM-RXN ... metacycR:DIAMINOPIMEPIM-RXN ... rhea:15393 ... rhea:15394 ... rhea:15395 ... rhea:15396 ... rheaR:15393 ... rheaR:15394 ... rheaR:15395 ... rheaR:15396 ... seed.reaction:rxn01974 ... seed.reaction:rxn27789 ... seedR:rxn01974 ... seedR:rxn27789	1 MNXM529@MNXD1 = 1 MNXM644@MNXD1
DASYN120	MNXR190876	seedR:rxn08306	bigg.reaction:DASYN120 ... bigg.reaction:R_DASYN120 ... biggR:DASYN120 ... biggR:R_DASYN120 ... deprecated:MNXR190877 ... deprecated:MNXR97154 ... seed.reaction:rxn08306 ... seedR:rxn08306	1 MNXM1103718@MNXD1 + 1 MNXM90509@MNXD1 = 1 MNXM11@MNXD1 + 1 MNXM4507@MNXD1
DASYN140	MNXR153302	biggR:DASYN140	bigg.reaction:DASYN140 ... bigg.reaction:R_DASYN140 ... biggR:DASYN140 ... biggR:R_DASYN140 ... deprecated:MNXR97155	1 MNXM1103718@MNXD1 + 1 MNXM737414@MNXD1 = 1 MNXM11@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM736328@MNXD1
DASYN141	MNXR153304	biggR:DASYN141	bigg.reaction:DASYN141 ... bigg.reaction:R_DASYN141 ... biggR:DASYN141 ... biggR:R_DASYN141 ... deprecated:MNXR97156	1 MNXM1103718@MNXD1 + 1 MNXM90512@MNXD1 = 1 MNXM11@MNXD1 + 1 MNXM736325@MNXD1
DASYN160	MNXR190200	seedR:rxn19272	bigg.reaction:DASYN160 ... bigg.reaction:R_DASYN160 ... biggR:DASYN160 ... biggR:R_DASYN160 ... deprecated:MNXR153307 ... deprecated:MNXR190201 ... seed.reaction:rxn19272 ... seed.reaction:rxn36660 ... seed.reaction:rxn36663 ... seed.reaction:rxn36665 ... seed.reaction:rxn36667 ... seedR:rxn19272 ... seedR:rxn36660 ... seedR:rxn36663 ... seedR:rxn36665 ... seedR:rxn36667	1 MNXM1103718@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM731668@MNXD1 = 1 MNXM1104403@MNXD1 + 1 MNXM11@MNXD1
DASYN161	MNXR153308	biggR:DASYN161	bigg.reaction:DASYN161 ... bigg.reaction:R_DASYN161 ... biggR:DASYN161 ... biggR:R_DASYN161 ... deprecated:MNXR97159	1 MNXM1103718@MNXD1 + 1 MNXM90510@MNXD1 = 1 MNXM11@MNXD1 + 1 MNXM736316@MNXD1
DASYN180	MNXR153310	biggR:DASYN180	bigg.reaction:DASYN180 ... bigg.reaction:R_DASYN180 ... biggR:DASYN180 ... biggR:R_DASYN180 ... deprecated:MNXR97160	1 MNXM1103718@MNXD1 + 1 MNXM737489@MNXD1 = 1 MNXM11@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM736453@MNXD1
DASYN181	MNXR153312	biggR:DASYN181	bigg.reaction:DASYN181 ... bigg.reaction:R_DASYN181 ... biggR:DASYN181 ... biggR:R_DASYN181 ... deprecated:MNXR97161	1 MNXM1103718@MNXD1 + 1 MNXM90511@MNXD1 = 1 MNXM11@MNXD1 + 1 MNXM736319@MNXD1
DASYNAI15				
DASYNAI17				
DASYNI14				
DASYNI15				
DASYNI16				
DASYNI17				
DB4PS	MNXR190886	keggR:R07281	bigg.reaction:DB4PS ... bigg.reaction:DB4PS_h ... bigg.reaction:R_DB4PS ... bigg.reaction:R_DB4PS_h ... biggR:DB4PS ... biggR:DB4PS_h ... biggR:R_DB4PS ... biggR:R_DB4PS_h ... deprecated:MNXR97178 ... kegg.reaction:R07281 ... keggR:R07281 ... sabiork.reaction:9052 ... sabiorkR:9052	1 MNXM1102294@MNXD1 + 1 MNXM39@MNXD1 = 1 MNXM145@MNXD1 + 1 MNXM1@MNXD1
DCMPDA	MNXR155691	rheaR:22924	bigg.reaction:DCMPDA ... bigg.reaction:DCMPDA_1 ... bigg.reaction:R_DCMPDA ... bigg.reaction:R_DCMPDA_1 ... biggR:DCMPDA ... biggR:DCMPDA_1 ... biggR:R_DCMPDA ... biggR:R_DCMPDA_1 ... deprecated:MNXR97185 ... kegg.reaction:R01663 ... keggR:R01663 ... metacyc.reaction:DCMP-DEAMINASE-RXN ... metacycR:DCMP-DEAMINASE-RXN ... rhea:22924 ... rhea:22925 ... rhea:22926 ... rhea:22927 ... rheaR:22924 ... rheaR:22925 ... rheaR:22926 ... rheaR:22927 ... sabiork.reaction:363 ... sabiorkR:363 ... seed.reaction:rxn01217 ... seed.reaction:rxn30074 ... seed.reaction:rxn31917 ... seedR:rxn01217 ... seedR:rxn30074 ... seedR:rxn31917	1 MNXM1@MNXD1 + 1 MNXM266@MNXD1 + 1 WATER@MNXD1 = 1 MNXM234@MNXD1 + 1 MNXM729302@MNXD1
DCYTD	MNXR97207	rheaR:13433	bigg.reaction:DCYTD ... bigg.reaction:DCYTDn ... bigg.reaction:R_DCYTD ... bigg.reaction:R_DCYTDn ... biggR:DCYTD ... biggR:DCYTDn ... biggR:R_DCYTD ... biggR:R_DCYTDn ... deprecated:MNXR1478 ... deprecated:MNXR82168 ... kegg.reaction:R02485 ... keggR:R02485 ... metacyc.reaction:CYTIDEAM-RXN ... metacycR:CYTIDEAM-RXN ... rhea:13433 ... rhea:13434 ... rhea:13435 ... rhea:13436 ... rheaR:13433 ... rheaR:13434 ... rheaR:13435 ... rheaR:13436 ... sabiork.reaction:364 ... sabiorkR:364 ... seed.reaction:rxn01800 ... seed.reaction:rxn30007 ... seedR:rxn01800 ... seedR:rxn30007	1 MNXM1@MNXD1 + 1 MNXM704@MNXD1 + 1 WATER@MNXD1 = 1 MNXM492@MNXD1 + 1 MNXM729302@MNXD1
DDGLCNt2r	MNXR138207	rheaR:29943	bigg.reaction:DDGLCNt2r ... bigg.reaction:DDGLCNt2rpp ... bigg.reaction:R_DDGLCNt2r ... bigg.reaction:R_DDGLCNt2rpp ... biggR:DDGLCNt2r ... biggR:DDGLCNt2rpp ... biggR:R_DDGLCNt2r ... biggR:R_DDGLCNt2rpp ... deprecated:MNXR1483 ... deprecated:MNXR97214 ... metacyc.reaction:TRANS-RXN-113 ... metacycR:TRANS-RXN-113 ... rhea:29943 ... rhea:29944 ... rhea:29945 ... rhea:29946 ... rheaR:29943 ... rheaR:29944 ... rheaR:29945 ... rheaR:29946 ... seed.reaction:rxn05681 ... seed.reaction:rxn08319 ... seedR:rxn05681 ... seedR:rxn08319	1 MNXM01@MNXD1 + 1 MNXM440@MNXD1 = 1 MNXM01@MNXD2 + 1 MNXM440@MNXD2
DDPA	MNXR97218	rheaR:14717	bigg.reaction:DDPA ... bigg.reaction:DDPA_1 ... bigg.reaction:DDPAm ... bigg.reaction:DPHS ... bigg.reaction:R_DDPA ... bigg.reaction:R_DDPA_1 ... bigg.reaction:R_DDPAm ... bigg.reaction:R_DPHS ... biggR:DDPA ... biggR:DDPA_1 ... biggR:DDPAm ... biggR:DPHS ... biggR:R_DDPA ... biggR:R_DDPA_1 ... biggR:R_DDPAm ... biggR:R_DPHS ... deprecated:MNXR125555 ... deprecated:MNXR1486 ... deprecated:MNXR91694 ... kegg.reaction:R01826 ... keggR:R01826 ... metacyc.reaction:DAHPSYN-RXN ... metacycR:DAHPSYN-RXN ... rhea:14717 ... rhea:14718 ... rhea:14719 ... rhea:14720 ... rheaR:14717 ... rheaR:14718 ... rheaR:14719 ... rheaR:14720 ... sabiork.reaction:1910 ... sabiorkR:1910 ... seed.reaction:rxn01332 ... seed.reaction:rxn30366 ... seed.reaction:rxn30649 ... seed.reaction:rxn32105 ... seed.reaction:rxn38069 ... seedR:rxn01332 ... seedR:rxn30366 ... seedR:rxn30649 ... seedR:rxn32105 ... seedR:rxn38069	1 MNXM1219@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM258@MNXD1 + 1 MNXM73@MNXD1 + 1 WATER@MNXD1
DDPGA	MNXR146938	rheaR:18169	bigg.reaction:DDPGA ... bigg.reaction:DDPGAm ... bigg.reaction:R_DDPGA ... bigg.reaction:R_DDPGAm ... biggR:DDPGA ... biggR:DDPGAm ... biggR:R_DDPGA ... biggR:R_DDPGAm ... deprecated:MNXR106545 ... deprecated:MNXR97219 ... kegg.reaction:R00470 ... keggR:R00470 ... rhea:18169 ... rhea:18170 ... rhea:18171 ... rhea:18172 ... rheaR:18169 ... rheaR:18170 ... rheaR:18171 ... rheaR:18172 ... sabiork.reaction:903 ... sabiorkR:903 ... seed.reaction:rxn00328 ... seed.reaction:rxn18964 ... seedR:rxn00328 ... seedR:rxn18964	1 MNXM23@MNXD1 + 1 MNXM69@MNXD1 = 1 MNXM894@MNXD1
DGK1	MNXR153326	rheaR:12697	bigg.reaction:DGK1 ... bigg.reaction:DGK1er ... bigg.reaction:R_DGK1 ... bigg.reaction:R_DGK1er ... biggR:DGK1 ... biggR:DGK1er ... biggR:R_DGK1 ... biggR:R_DGK1er ... deprecated:MNXR153327 ... deprecated:MNXR97320 ... kegg.reaction:R02090 ... keggR:R02090 ... metacyc.reaction:GMKALT-RXN ... metacycR:GMKALT-RXN ... rhea:12697 ... rhea:12698 ... rhea:12699 ... rhea:12700 ... rheaR:12697 ... rheaR:12698 ... rheaR:12699 ... rheaR:12700 ... sabiork.reaction:303 ... sabiorkR:303 ... seed.reaction:rxn01509 ... seed.reaction:rxn27917 ... seed.reaction:rxn32936 ... seed.reaction:rxn32939 ... seedR:rxn01509 ... seedR:rxn27917 ... seedR:rxn32936 ... seedR:rxn32939	1 MNXM3@MNXD1 + 1 MNXM736654@MNXD1 = 1 MNXM40333@MNXD1 + 1 MNXM436@MNXD1
DGSNt2r				
DHAD1	MNXR97358	rheaR:20936	bigg.reaction:DHAD1 ... bigg.reaction:DHAD1m ... bigg.reaction:DHAD_3mob_h ... bigg.reaction:R_DHAD1 ... bigg.reaction:R_DHAD1m ... bigg.reaction:R_DHAD_3mob_h ... biggR:DHAD1 ... biggR:DHAD1m ... biggR:DHAD_3mob_h ... biggR:R_DHAD1 ... biggR:R_DHAD1m ... biggR:R_DHAD_3mob_h ... deprecated:MNXR106867 ... deprecated:MNXR68691 ... kegg.reaction:R01209 ... kegg.reaction:R04441 ... keggR:R01209 ... keggR:R04441 ... metacyc.reaction:DIHYDROXYISOVALDEHYDRAT-RXN ... metacycR:DIHYDROXYISOVALDEHYDRAT-RXN ... rhea:20936 ... rhea:20937 ... rhea:20938 ... rhea:20939 ... rhea:24809 ... rhea:24810 ... rhea:24811 ... rhea:24812 ... rheaR:20936 ... rheaR:20937 ... rheaR:20938 ... rheaR:20939 ... rheaR:24809 ... rheaR:24810 ... rheaR:24811 ... rheaR:24812 ... sabiork.reaction:1442 ... sabiorkR:1442 ... seed.reaction:rxn00898 ... seed.reaction:rxn15467 ... seed.reaction:rxn19544 ... seed.reaction:rxn27817 ... seed.reaction:rxn30367 ... seed.reaction:rxn30657 ... seed.reaction:rxn32553 ... seed.reaction:rxn35527 ... seedR:rxn00898 ... seedR:rxn15467 ... seedR:rxn19544 ... seedR:rxn27817 ... seedR:rxn30367 ... seedR:rxn30657 ... seedR:rxn32553 ... seedR:rxn35527	1 MNXM732866@MNXD1 + 1 WATER@MNXD1 = 1 MNXM734@MNXD1
DHAD2	MNXR190908	rheaR:27694	bigg.reaction:DHAD2 ... bigg.reaction:DHAD2m ... bigg.reaction:DHADh ... bigg.reaction:R_DHAD2 ... bigg.reaction:R_DHAD2m ... bigg.reaction:R_DHADh ... biggR:DHAD2 ... biggR:DHAD2m ... biggR:DHADh ... biggR:R_DHAD2 ... biggR:R_DHAD2m ... biggR:R_DHADh ... deprecated:MNXR190909 ... deprecated:MNXR97359 ... kegg.reaction:R05070 ... keggR:R05070 ... metacyc.reaction:DIHYDROXYMETVALDEHYDRAT-RXN ... metacycR:DIHYDROXYMETVALDEHYDRAT-RXN ... rhea:27694 ... rhea:27695 ... rhea:27696 ... rhea:27697 ... rheaR:27694 ... rheaR:27695 ... rheaR:27696 ... rheaR:27697 ... seed.reaction:rxn03437 ... seed.reaction:rxn19545 ... seed.reaction:rxn27818 ... seed.reaction:rxn30145 ... seed.reaction:rxn30658 ... seed.reaction:rxn35528 ... seedR:rxn03437 ... seedR:rxn19545 ... seedR:rxn27818 ... seedR:rxn30145 ... seedR:rxn30658 ... seedR:rxn35528	1 MNXM1103447@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1202@MNXD1
DHDPRy	MNXR134418	seedR:rxn02929	bigg.reaction:DHDPRy ... bigg.reaction:DHPR_h ... bigg.reaction:R_DHDPRy ... bigg.reaction:R_DHPR_h ... biggR:DHDPRy ... biggR:DHPR_h ... biggR:R_DHDPRy ... biggR:R_DHPR_h ... deprecated:MNXR138232 ... deprecated:MNXR142020 ... deprecated:MNXR97393 ... sabiork.reaction:3915 ... sabiorkR:3915 ... seed.reaction:rxn02929 ... seed.reaction:rxn27815 ... seedR:rxn02929 ... seedR:rxn27815	1 MNXM1@MNXD1 + 1 MNXM738702@MNXD1 + 1 MNXM807@MNXD1 = 1 MNXM480@MNXD1 + 1 MNXM5@MNXD1
DHDPS	MNXR125801	rheaR:14845	bigg.reaction:DHDPS ... bigg.reaction:DHPS_h ... bigg.reaction:R_DHDPS ... bigg.reaction:R_DHPS_h ... biggR:DHDPS ... biggR:DHPS_h ... biggR:R_DHDPS ... biggR:R_DHPS_h ... deprecated:MNXR141927 ... deprecated:MNXR1557 ... deprecated:MNXR97394 ... rhea:14845 ... rhea:14846 ... rhea:14847 ... rhea:14848 ... rheaR:14845 ... rheaR:14846 ... rheaR:14847 ... rheaR:14848 ... sabiork.reaction:2256 ... sabiorkR:2256 ... seed.reaction:rxn01644 ... seed.reaction:rxn19487 ... seedR:rxn01644 ... seedR:rxn19487	1 MNXM1@MNXD1 + 1 MNXM807@MNXD1 + 2 WATER@MNXD1 = 1 MNXM23@MNXD1 + 1 MNXM361@MNXD1
DHFOR2				
DHFR	MNXR190914	rheaR:15009	bigg.reaction:DHFR ... bigg.reaction:DHFRim ... bigg.reaction:R_DHFR ... bigg.reaction:R_DHFRim ... biggR:DHFR ... biggR:DHFRim ... biggR:R_DHFR ... biggR:R_DHFRim ... deprecated:MNXR190915 ... deprecated:MNXR97401 ... kegg.reaction:R00939 ... keggR:R00939 ... metacyc.reaction:RXN-19329 ... metacycR:RXN-19329 ... rhea:15009 ... rhea:15010 ... rhea:15011 ... rhea:15012 ... rheaR:15009 ... rheaR:15010 ... rheaR:15011 ... rheaR:15012 ... sabiork.reaction:100 ... sabiorkR:100 ... seed.reaction:rxn00686 ... seed.reaction:rxn27793 ... seed.reaction:rxn30104 ... seedR:rxn00686 ... seedR:rxn27793 ... seedR:rxn30104	1 MNXM1103936@MNXD1 + 1 MNXM5@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM281@MNXD1 + 1 MNXM738702@MNXD1
DHFS	MNXR140043	rheaR:23584	bigg.reaction:DHFS ... bigg.reaction:DHFS_1 ... bigg.reaction:R_DHFS ... bigg.reaction:R_DHFS_1 ... biggR:DHFS ... biggR:DHFS_1 ... biggR:R_DHFS ... biggR:R_DHFS_1 ... deprecated:MNXR138234 ... deprecated:MNXR32670 ... deprecated:MNXR97403 ... kegg.reaction:R02237 ... keggR:R02237 ... metacyc.reaction:DIHYDROFOLATESYNTH-RXN ... metacycR:DIHYDROFOLATESYNTH-RXN ... rhea:23584 ... rhea:23585 ... rhea:23586 ... rhea:23587 ... rheaR:23584 ... rheaR:23585 ... rheaR:23586 ... rheaR:23587 ... seed.reaction:rxn01603 ... seed.reaction:rxn19488 ... seedR:rxn01603 ... seedR:rxn19488	1 MNXM1@MNXD1 + 1 MNXM281@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM722728@MNXD1 + 1 MNXM741173@MNXD1
DHNAOT4	MNXR97408	rheaR:30099	bigg.reaction:DHNAOT4 ... bigg.reaction:R_DHNAOT4 ... biggR:DHNAOT4 ... biggR:R_DHNAOT4 ... deprecated:MNXR135774 ... deprecated:MNXR55224 ... deprecated:MNXR55226 ... deprecated:MNXR80360 ... metacyc.reaction:DMK-RXN ... metacycR:DMK-RXN ... rhea:30099 ... rhea:30100 ... rhea:30101 ... rhea:30102 ... rheaR:30099 ... rheaR:30100 ... rheaR:30101 ... rheaR:30102 ... seed.reaction:rxn08333 ... seed.reaction:rxn19630 ... seedR:rxn08333 ... seedR:rxn19630	1 MNXM11@MNXD1 + 1 MNXM13@MNXD1 + 1 MNXM558@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM552@MNXD1 + 1 MNXM811@MNXD1
