#query	mnx_id	reference	xrefs	name
UAGPT2	MNXR146659	biggR:UAGPT2	bigg.reaction:R_UAGPT2 ... bigg.reaction:R_UAGPT2_1 ... bigg.reaction:UAGPT2 ... bigg.reaction:UAGPT2_1 ... biggR:R_UAGPT2 ... biggR:R_UAGPT2_1 ... biggR:UAGPT2 ... biggR:UAGPT2_1 ... deprecated:MNXR105036	1 MNXM1102128@MNXD1 + 1 MNXM728116@MNXD1 = 1 MNXM1104529@MNXD1 + 1 MNXM732173@MNXD1
UAGPT3	MNXR151858	biggR:UAGPT3	bigg.reaction:R_UAGPT3 ... bigg.reaction:UAGPT3 ... biggR:R_UAGPT3 ... biggR:UAGPT3 ... deprecated:MNXR139325	1 MNXM1102128@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM739668@MNXD1 = 1 MNXM1104529@MNXD1 + 1 MNXM732761@MNXD1
UAMAGS	MNXR146662	biggR:UAMAGS	bigg.reaction:R_UAMAGS ... bigg.reaction:UAMAGS ... biggR:R_UAMAGS ... biggR:UAMAGS ... deprecated:MNXR105038	1 MNXM1@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM741611@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM331@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM732162@MNXD1
UAMAS	MNXR152000	rheaR:23372	bigg.reaction:R_UAMAS ... bigg.reaction:UAMAS ... biggR:R_UAMAS ... biggR:UAMAS ... deprecated:MNXR141024 ... deprecated:MNXR152001 ... kegg.reaction:R03193 ... keggR:R03193 ... metacyc.reaction:UDP-NACMUR-ALA-LIG-RXN ... metacycR:UDP-NACMUR-ALA-LIG-RXN ... rhea:23372 ... rhea:23373 ... rhea:23374 ... rhea:23375 ... rheaR:23372 ... rheaR:23373 ... rheaR:23374 ... rheaR:23375 ... seed.reaction:rxn02286 ... seedR:rxn02286	1 MNXM1105732@MNXD1 + 1 MNXM1107410@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM732162@MNXD1 + 1 MNXM9@MNXD1
UAPGR	MNXR152004	rheaR:12248	bigg.reaction:R_UAPGR ... bigg.reaction:UAPGR ... biggR:R_UAPGR ... biggR:UAPGR ... deprecated:MNXR141027 ... deprecated:MNXR152005 ... deprecated:MNXR152006 ... kegg.reaction:R03192 ... keggR:R03192 ... metacyc.reaction:UDPNACETYLMURAMATEDEHYDROG-RXN ... metacycR:UDPNACETYLMURAMATEDEHYDROG-RXN ... rhea:12248 ... rhea:12249 ... rhea:12250 ... rhea:12251 ... rheaR:12248 ... rheaR:12249 ... rheaR:12250 ... rheaR:12251 ... sabiork.reaction:3021 ... sabiorkR:3021 ... seed.reaction:rxn02285 ... seedR:rxn02285	1 MNXM1107410@MNXD1 + 1 MNXM5@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM731472@MNXD1 + 1 MNXM738702@MNXD1
UDCPDP	MNXR146667	biggR:UDCPDP	bigg.reaction:R_UDCPDP ... bigg.reaction:R_UDCPDPex ... bigg.reaction:R_UDCPDPpp ... bigg.reaction:UDCPDP ... bigg.reaction:UDCPDPex ... bigg.reaction:UDCPDPpp ... biggR:R_UDCPDP ... biggR:R_UDCPDPex ... biggR:R_UDCPDPpp ... biggR:UDCPDP ... biggR:UDCPDPex ... biggR:UDCPDPpp ... deprecated:MNXR105042	1 MNXM1137672@MNXD1 + 1 WATER@MNXD1 = 3 MNXM1@MNXD1 + 1 MNXM733031@MNXD1 + 1 MNXM9@MNXD1
UDPG4E	MNXR152254	rheaR:22168	bigg.reaction:GALE_h ... bigg.reaction:R_GALE_h ... bigg.reaction:R_UDPG4E ... bigg.reaction:R_UDPG4Ex ... bigg.reaction:UDPG4E ... bigg.reaction:UDPG4Ex ... biggR:GALE_h ... biggR:R_GALE_h ... biggR:R_UDPG4E ... biggR:R_UDPG4Ex ... biggR:UDPG4E ... biggR:UDPG4Ex ... deprecated:MNXR143428 ... deprecated:MNXR152255 ... deprecated:MNXR178045 ... deprecated:MNXR190088 ... deprecated:MNXR190089 ... kegg.reaction:R00291 ... keggR:R00291 ... metacyc.reaction:UDPGLUCEPIM-RXN ... metacycR:UDPGLUCEPIM-RXN ... rhea:22168 ... rhea:22169 ... rhea:22170 ... rhea:22171 ... rheaR:22168 ... rheaR:22169 ... rheaR:22170 ... rheaR:22171 ... sabiork.reaction:70 ... sabiork.reaction:8974 ... sabiorkR:70 ... sabiorkR:8974 ... seed.reaction:rxn00214 ... seed.reaction:rxn27412 ... seed.reaction:rxn33514 ... seed.reaction:rxn33931 ... seed.reaction:rxn37863 ... seed.reaction:rxn38825 ... seed.reaction:rxn38826 ... seed.reaction:rxn38827 ... seed.reaction:rxn38828 ... seed.reaction:rxn38829 ... seed.reaction:rxn45945 ... seedR:rxn00214 ... seedR:rxn27412 ... seedR:rxn33514 ... seedR:rxn33931 ... seedR:rxn37863 ... seedR:rxn38825 ... seedR:rxn38826 ... seedR:rxn38827 ... seedR:rxn38828 ... seedR:rxn38829 ... seedR:rxn45945	1 MNXM1104702@MNXD1 = 1 MNXM1104754@MNXD1
UDPGDr				
UGMDDS	MNXR146695	rheaR:28374	bigg.reaction:R_UGMDDS ... bigg.reaction:UGMDDS ... biggR:R_UGMDDS ... biggR:UGMDDS ... deprecated:MNXR105094 ... deprecated:MNXR146696 ... deprecated:MNXR148840 ... kegg.reaction:R04617 ... keggR:R04617 ... metacyc.reaction:UDP-NACMURALGLDAPAALIG-RXN ... metacycR:UDP-NACMURALGLDAPAALIG-RXN ... rhea:28374 ... rhea:28375 ... rhea:28376 ... rhea:28377 ... rheaR:28374 ... rheaR:28375 ... rheaR:28376 ... rheaR:28377 ... sabiork.reaction:4284 ... sabiorkR:4284 ... seed.reaction:rxn39472 ... seedR:rxn39472	1 MNXM1104679@MNXD1 + 1 MNXM1446@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM732166@MNXD1 + 1 MNXM9@MNXD1
UMPK	MNXR188974	rheaR:24400	bigg.reaction:R_UMPK ... bigg.reaction:R_UMPKm ... bigg.reaction:R_UMPKn ... bigg.reaction:UMPK ... bigg.reaction:UMPKm ... bigg.reaction:UMPKn ... biggR:R_UMPK ... biggR:R_UMPKm ... biggR:R_UMPKn ... biggR:UMPK ... biggR:UMPKm ... biggR:UMPKn ... deprecated:MNXR105118 ... deprecated:MNXR188975 ... kegg.reaction:R00158 ... keggR:R00158 ... metacyc.reaction:RXN-12002 ... metacycR:RXN-12002 ... rhea:24400 ... rhea:24401 ... rhea:24402 ... rhea:24403 ... rheaR:24400 ... rheaR:24401 ... rheaR:24402 ... rheaR:24403 ... sabiork.reaction:201 ... sabiorkR:201 ... seed.reaction:rxn00119 ... seed.reaction:rxn30446 ... seed.reaction:rxn32095 ... seedR:rxn00119 ... seedR:rxn30446 ... seedR:rxn32095	1 MNXM1102128@MNXD1 + 1 MNXM40333@MNXD1 = 1 MNXM1104823@MNXD1 + 1 MNXM3@MNXD1
UP4GH				
UPP3MT	MNXR189904	keggR:R03194	bigg.reaction:R_UPP3MT ... bigg.reaction:R_UPP3MT_1 ... bigg.reaction:R_UPP3MT_3 ... bigg.reaction:UPP3MT ... bigg.reaction:UPP3MT_1 ... bigg.reaction:UPP3MT_3 ... biggR:R_UPP3MT ... biggR:R_UPP3MT_1 ... biggR:R_UPP3MT_3 ... biggR:UPP3MT ... biggR:UPP3MT_1 ... biggR:UPP3MT_3 ... deprecated:MNXR146714 ... deprecated:MNXR189905 ... kegg.reaction:R03194 ... keggR:R03194	2 MNXM1102072@MNXD1 + 6 MNXM1@MNXD1 + 1 MNXM414@MNXD1 = 2 MNXM1102167@MNXD1 + 1 MNXM739346@MNXD1
UPP3S	MNXR105139	rheaR:18965	bigg.reaction:R_UPP3S ... bigg.reaction:R_UPP3S_1 ... bigg.reaction:UPP3S ... bigg.reaction:UPP3S_1 ... biggR:R_UPP3S ... biggR:R_UPP3S_1 ... biggR:UPP3S ... biggR:UPP3S_1 ... deprecated:MNXR32575 ... deprecated:MNXR5287 ... kegg.reaction:R03165 ... keggR:R03165 ... metacyc.reaction:UROGENIIISYN-RXN ... metacycR:UROGENIIISYN-RXN ... rhea:18965 ... rhea:18966 ... rhea:18967 ... rhea:18968 ... rheaR:18965 ... rheaR:18966 ... rheaR:18967 ... rheaR:18968 ... seed.reaction:rxn02264 ... seed.reaction:rxn27433 ... seed.reaction:rxn31104 ... seedR:rxn02264 ... seedR:rxn27433 ... seedR:rxn31104	1 MNXM414@MNXD1 + 1 WATER@MNXD1 = 1 MNXM547@MNXD1
UPPDC1	MNXR105140	rheaR:19865	bigg.reaction:R_UPPDC1 ... bigg.reaction:R_UPPDC1_1 ... bigg.reaction:UPPDC1 ... bigg.reaction:UPPDC1_1 ... biggR:R_UPPDC1 ... biggR:R_UPPDC1_1 ... biggR:UPPDC1 ... biggR:UPPDC1_1 ... deprecated:MNXR5288 ... kegg.reaction:R03197 ... keggR:R03197 ... metacyc.reaction:UROGENDECARBOX-RXN ... metacycR:UROGENDECARBOX-RXN ... rhea:19865 ... rhea:19866 ... rhea:19867 ... rhea:19868 ... rheaR:19865 ... rheaR:19866 ... rheaR:19867 ... rheaR:19868 ... seed.reaction:rxn02288 ... seed.reaction:rxn27432 ... seedR:rxn02288 ... seedR:rxn27432	4 MNXM13@MNXD1 + 1 MNXM735625@MNXD1 = 4 MNXM1@MNXD1 + 1 MNXM414@MNXD1
UPPRT	MNXR188980	rheaR:13017	bigg.reaction:R_UPPRT ... bigg.reaction:UPPRT ... biggR:R_UPPRT ... biggR:UPPRT ... deprecated:MNXR105142 ... deprecated:MNXR188981 ... kegg.reaction:R00966 ... keggR:R00966 ... metacyc.reaction:URACIL-PRIBOSYLTRANS-RXN ... metacycR:URACIL-PRIBOSYLTRANS-RXN ... rhea:13017 ... rhea:13018 ... rhea:13019 ... rhea:13020 ... rheaR:13017 ... rheaR:13018 ... rheaR:13019 ... rheaR:13020 ... sabiork.reaction:10227 ... sabiork.reaction:86 ... sabiorkR:10227 ... sabiorkR:86 ... seed.reaction:rxn00711 ... seed.reaction:rxn29942 ... seedR:rxn00711 ... seedR:rxn29942	1 MNXM1104453@MNXD1 + 1 MNXM158@MNXD1 = 1 MNXM1104823@MNXD1 + 1 MNXM11@MNXD1
URAt2	MNXR105148	rheaR:29239	bigg.reaction:R_URAt2 ... bigg.reaction:R_URAt2pp ... bigg.reaction:URAt2 ... bigg.reaction:URAt2pp ... biggR:R_URAt2 ... biggR:R_URAt2pp ... biggR:URAt2 ... biggR:URAt2pp ... deprecated:MNXR5294 ... metacyc.reaction:TRANS-RXN-132 ... metacycR:TRANS-RXN-132 ... rhea:29239 ... rhea:29240 ... rhea:29241 ... rhea:29242 ... rheaR:29239 ... rheaR:29240 ... rheaR:29241 ... rheaR:29242 ... seed.reaction:rxn05197 ... seed.reaction:rxn09365 ... seedR:rxn05197 ... seedR:rxn09365	1 MNXM01@MNXD1 + 1 MNXM158@MNXD1 = 1 MNXM01@MNXD2 + 1 MNXM158@MNXD2
UREAt	MNXR146728	rheaR:32799	bigg.reaction:EX_urea_e ... bigg.reaction:R_EX_urea_e ... bigg.reaction:R_UREAt ... bigg.reaction:R_UREAtex ... bigg.reaction:R_UREAtm ... bigg.reaction:R_UREAtpp ... bigg.reaction:UREAt ... bigg.reaction:UREAtex ... bigg.reaction:UREAtm ... bigg.reaction:UREAtpp ... biggR:EX_urea_e ... biggR:R_EX_urea_e ... biggR:R_UREAt ... biggR:R_UREAtex ... biggR:R_UREAtm ... biggR:R_UREAtpp ... biggR:UREAt ... biggR:UREAtex ... biggR:UREAtm ... biggR:UREAtpp ... deprecated:MNXR105156 ... metacyc.reaction:TRANS-RXN0-460 ... metacycR:TRANS-RXN0-460 ... rhea:32799 ... rhea:32800 ... rhea:32801 ... rhea:32802 ... rheaR:32799 ... rheaR:32800 ... rheaR:32801 ... rheaR:32802 ... sabiork.reaction:14354 ... sabiorkR:14354 ... seed.reaction:rxn05667 ... seed.reaction:rxn09368 ... seed.reaction:rxn09369 ... seedR:rxn05667 ... seedR:rxn09368 ... seedR:rxn09369	1 MNXM117@MNXD1 = 1 MNXM117@MNXD2
URIDK3				
URIK1	MNXR188986	rheaR:16825	bigg.reaction:R_URIK1 ... bigg.reaction:R_URIK1_1 ... bigg.reaction:URIK1 ... bigg.reaction:URIK1_1 ... biggR:R_URIK1 ... biggR:R_URIK1_1 ... biggR:URIK1 ... biggR:URIK1_1 ... deprecated:MNXR105162 ... deprecated:MNXR188987 ... kegg.reaction:R00964 ... keggR:R00964 ... metacyc.reaction:URIDINEKIN-RXN ... metacycR:URIDINEKIN-RXN ... rhea:16825 ... rhea:16826 ... rhea:16827 ... rhea:16828 ... rheaR:16825 ... rheaR:16826 ... rheaR:16827 ... rheaR:16828 ... sabiork.reaction:85 ... sabiorkR:85 ... seed.reaction:rxn00709 ... seed.reaction:rxn33181 ... seed.reaction:rxn38830 ... seed.reaction:rxn38831 ... seedR:rxn00709 ... seedR:rxn33181 ... seedR:rxn38830 ... seedR:rxn38831	1 MNXM1103104@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM1104823@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM40333@MNXD1
URIK2	MNXR188988	rheaR:27650	bigg.reaction:R_URIK2 ... bigg.reaction:R_URIK2_1 ... bigg.reaction:URIK2 ... bigg.reaction:URIK2_1 ... biggR:R_URIK2 ... biggR:R_URIK2_1 ... biggR:URIK2 ... biggR:URIK2_1 ... deprecated:MNXR105163 ... deprecated:MNXR188989 ... kegg.reaction:R00968 ... keggR:R00968 ... metacyc.reaction:URKI-RXN ... metacycR:URKI-RXN ... rhea:27650 ... rhea:27651 ... rhea:27652 ... rhea:27653 ... rheaR:27650 ... rheaR:27651 ... rheaR:27652 ... rheaR:27653 ... seed.reaction:rxn00713 ... seed.reaction:rxn33201 ... seed.reaction:rxn38832 ... seed.reaction:rxn38833 ... seedR:rxn00713 ... seedR:rxn33201 ... seedR:rxn38832 ... seedR:rxn38833	1 MNXM1103104@MNXD1 + 1 MNXM1103553@MNXD1 = 1 MNXM1103285@MNXD1 + 1 MNXM1104823@MNXD1 + 1 MNXM1@MNXD1
URIK3	MNXR189906	keggR:R00970	bigg.reaction:R_URIK3 ... bigg.reaction:R_URIK3_1 ... bigg.reaction:URIK3 ... bigg.reaction:URIK3_1 ... biggR:R_URIK3 ... biggR:R_URIK3_1 ... biggR:URIK3 ... biggR:URIK3_1 ... deprecated:MNXR146731 ... deprecated:MNXR146732 ... deprecated:MNXR189907 ... kegg.reaction:R00970 ... keggR:R00970 ... seed.reaction:rxn00715 ... seedR:rxn00715	1 MNXM1103104@MNXD1 + 1 MNXM1103428@MNXD1 = 1 MNXM1104559@MNXD1 + 1 MNXM1104823@MNXD1 + 1 MNXM1@MNXD1
URIK9				
UTPATPT				
VALO				
VALTA	MNXR96230	rheaR:24813	bigg.reaction:BCTA_val_h ... bigg.reaction:R_BCTA_val_h ... bigg.reaction:R_VALTA ... bigg.reaction:R_VALTAim ... bigg.reaction:VALTA ... bigg.reaction:VALTAim ... biggR:BCTA_val_h ... biggR:R_BCTA_val_h ... biggR:R_VALTA ... biggR:R_VALTAim ... biggR:VALTA ... biggR:VALTAim ... deprecated:MNXR32586 ... kegg.reaction:R01214 ... keggR:R01214 ... metacyc.reaction:BRANCHED-CHAINAMINOTRANSFERVAL-RXN ... metacycR:BRANCHED-CHAINAMINOTRANSFERVAL-RXN ... rhea:24813 ... rhea:24814 ... rhea:24815 ... rhea:24816 ... rheaR:24813 ... rheaR:24814 ... rheaR:24815 ... rheaR:24816 ... sabiork.reaction:1446 ... sabiorkR:1446 ... seed.reaction:rxn00903 ... seed.reaction:rxn19242 ... seed.reaction:rxn27739 ... seed.reaction:rxn33935 ... seed.reaction:rxn38055 ... seedR:rxn00903 ... seedR:rxn19242 ... seedR:rxn27739 ... seedR:rxn33935 ... seedR:rxn38055	1 MNXM199@MNXD1 + 1 MNXM20@MNXD1 = 1 MNXM732866@MNXD1 + 1 MNXM741173@MNXD1
VAL_ST				
VALt2r	MNXR105188	seedR:rxn05669	bigg.reaction:R_VALt2m ... bigg.reaction:R_VALt2r ... bigg.reaction:R_VALt2rpp ... bigg.reaction:R_VALth ... bigg.reaction:VALt2m ... bigg.reaction:VALt2r ... bigg.reaction:VALt2rpp ... bigg.reaction:VALth ... biggR:R_VALt2m ... biggR:R_VALt2r ... biggR:R_VALt2rpp ... biggR:R_VALth ... biggR:VALt2m ... biggR:VALt2r ... biggR:VALt2rpp ... biggR:VALth ... deprecated:MNXR29034 ... deprecated:MNXR5323 ... seed.reaction:rxn05669 ... seed.reaction:rxn09374 ... seed.reaction:rxn09707 ... seed.reaction:rxn11190 ... seed.reaction:rxn34418 ... seedR:rxn05669 ... seedR:rxn09374 ... seedR:rxn09707 ... seedR:rxn11190 ... seedR:rxn34418	1 MNXM01@MNXD1 + 1 MNXM199@MNXD1 = 1 MNXM01@MNXD2 + 1 MNXM199@MNXD2
XANt2	MNXR105227	rheaR:29663	bigg.reaction:R_XANt2 ... bigg.reaction:R_XANt2pp ... bigg.reaction:XANt2 ... bigg.reaction:XANt2pp ... biggR:R_XANt2 ... biggR:R_XANt2pp ... biggR:XANt2 ... biggR:XANt2pp ... deprecated:MNXR5350 ... metacyc.reaction:RXN-5076 ... metacyc.reaction:TRANS-RXN-206 ... metacycR:RXN-5076 ... metacycR:TRANS-RXN-206 ... rhea:29663 ... rhea:29664 ... rhea:29665 ... rhea:29666 ... rheaR:29663 ... rheaR:29664 ... rheaR:29665 ... rheaR:29666 ... seed.reaction:rxn05202 ... seed.reaction:rxn09377 ... seedR:rxn05202 ... seedR:rxn09377	1 MNXM01@MNXD1 + 1 MNXM174@MNXD1 = 1 MNXM01@MNXD2 + 1 MNXM174@MNXD2
XPPT	MNXR189022	rheaR:10800	bigg.reaction:R_XPPT ... bigg.reaction:XPPT ... biggR:R_XPPT ... biggR:XPPT ... deprecated:MNXR105243 ... deprecated:MNXR189023 ... kegg.reaction:R02142 ... keggR:R02142 ... metacyc.reaction:XANPRIBOSYLTRAN-RXN ... metacycR:XANPRIBOSYLTRAN-RXN ... rhea:10800 ... rhea:10801 ... rhea:10802 ... rhea:10803 ... rheaR:10800 ... rheaR:10801 ... rheaR:10802 ... rheaR:10803 ... sabiork.reaction:194 ... sabiorkR:194 ... seed.reaction:rxn01544 ... seed.reaction:rxn33365 ... seedR:rxn01544 ... seedR:rxn33365	1 MNXM1104385@MNXD1 + 1 MNXM11@MNXD1 = 1 MNXM1104453@MNXD1 + 1 MNXM174@MNXD1
XYLI1	MNXR146751	rheaR:22816	bigg.reaction:R_XYLI1 ... bigg.reaction:XYLI1 ... biggR:R_XYLI1 ... biggR:XYLI1 ... deprecated:MNXR105253 ... deprecated:MNXR132633 ... rhea:22816 ... rhea:22817 ... rhea:22818 ... rhea:22819 ... rheaR:22816 ... rheaR:22817 ... rheaR:22818 ... rheaR:22819 ... seed.reaction:rxn01044 ... seed.reaction:rxn31896 ... seed.reaction:rxn31899 ... seedR:rxn01044 ... seedR:rxn31896 ... seedR:rxn31899	1 MNXM169454@MNXD1 = 1 MNXM731281@MNXD1
XYLI2	MNXR146753	biggR:XYLI2	bigg.reaction:R_XYLI2 ... bigg.reaction:XYLI2 ... biggR:R_XYLI2 ... biggR:XYLI2 ... deprecated:MNXR105254 ... deprecated:MNXR106731	1 MNXM1105810@MNXD1 = 1 MNXM1137670@MNXD1
