#query	mnx_id	reference	xrefs	name
HXPRT	MNXR145269	rheaR:17973	bigg.reaction:HXPRT ... bigg.reaction:HXPRTg ... bigg.reaction:R_HXPRT ... bigg.reaction:R_HXPRTg ... biggR:HXPRT ... biggR:HXPRTg ... biggR:R_HXPRT ... biggR:R_HXPRTg ... deprecated:MNXR100752 ... deprecated:MNXR189670 ... deprecated:MNXR189671 ... kegg.reaction:R01132 ... keggR:R01132 ... metacyc.reaction:HYPOXANPRIBOSYLTRAN-RXN ... metacycR:HYPOXANPRIBOSYLTRAN-RXN ... rhea:17973 ... rhea:17974 ... rhea:17975 ... rhea:17976 ... rheaR:17973 ... rheaR:17974 ... rheaR:17975 ... rheaR:17976 ... sabiork.reaction:81 ... sabiorkR:81 ... seed.reaction:rxn00836 ... seed.reaction:rxn32920 ... seed.reaction:rxn32921 ... seed.reaction:rxn32923 ... seed.reaction:rxn32967 ... seed.reaction:rxn32968 ... seed.reaction:rxn32969 ... seedR:rxn00836 ... seedR:rxn32920 ... seedR:rxn32921 ... seedR:rxn32923 ... seedR:rxn32967 ... seedR:rxn32968 ... seedR:rxn32969	1 MNXM1101868@MNXD1 + 1 MNXM11@MNXD1 = 1 MNXM1104453@MNXD1 + 1 MNXM732487@MNXD1
HYD4				
HYXNt	MNXR191963	seedR:rxn08737	bigg.reaction:EX_hxan_e ... bigg.reaction:HXANtl ... bigg.reaction:HXANtx ... bigg.reaction:HYXNt ... bigg.reaction:HYXNtex ... bigg.reaction:HYXNtpp ... bigg.reaction:R_EX_hxan_e ... bigg.reaction:R_HXANtl ... bigg.reaction:R_HXANtx ... bigg.reaction:R_HYXNt ... bigg.reaction:R_HYXNtex ... bigg.reaction:R_HYXNtpp ... biggR:EX_hxan_e ... biggR:HXANtl ... biggR:HXANtx ... biggR:HYXNt ... biggR:HYXNtex ... biggR:HYXNtpp ... biggR:R_EX_hxan_e ... biggR:R_HXANtl ... biggR:R_HXANtx ... biggR:R_HYXNt ... biggR:R_HYXNtex ... biggR:R_HYXNtpp ... deprecated:MNXR145264 ... deprecated:MNXR145265 ... deprecated:MNXR145266 ... deprecated:MNXR145267 ... metacyc.reaction:TRANS-RXN0-579 ... metacycR:TRANS-RXN0-579 ... sabiork.reaction:15863 ... sabiorkR:15863 ... seed.reaction:rxn08737 ... seed.reaction:rxn08738 ... seed.reaction:rxn10143 ... seedR:rxn08737 ... seedR:rxn08738 ... seedR:rxn10143	1 MNXM732487@MNXD1 = 1 MNXM732487@MNXD2
IAHDGK				
IAPDGK				
IBCOATA				
ICDHx	MNXR100782	keggR:R00709	bigg.reaction:ICDHx ... bigg.reaction:ICDHxm ... bigg.reaction:R_ICDHx ... bigg.reaction:R_ICDHxm ... biggR:ICDHx ... biggR:ICDHxm ... biggR:R_ICDHx ... biggR:R_ICDHxm ... kegg.reaction:R00709 ... keggR:R00709 ... sabiork.reaction:270 ... sabiorkR:270 ... seed.reaction:rxn00505 ... seed.reaction:rxn30141 ... seedR:rxn00505 ... seedR:rxn30141	1 MNXM10@MNXD1 + 1 MNXM13@MNXD1 + 1 MNXM20@MNXD1 = 1 MNXM89661@MNXD1 + 1 MNXM8@MNXD1
ICHORT	MNXR191964	biggR:ICHORT	bigg.reaction:ICHORT ... bigg.reaction:R_ICHORT ... biggR:ICHORT ... biggR:R_ICHORT ... deprecated:MNXR145281 ... sabiork.reaction:2886 ... sabiorkR:2886	1 MNXM1107702@MNXD1 + 1 MNXM23@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM799@MNXD1 + 1 WATER@MNXD1
IG3PS	MNXR188249	rheaR:24793	bigg.reaction:IG3PS ... bigg.reaction:IG3PS_1 ... bigg.reaction:IMGPSh ... bigg.reaction:R_IG3PS ... bigg.reaction:R_IG3PS_1 ... bigg.reaction:R_IMGPSh ... biggR:IG3PS ... biggR:IG3PS_1 ... biggR:IMGPSh ... biggR:R_IG3PS ... biggR:R_IG3PS_1 ... biggR:R_IMGPSh ... deprecated:MNXR100811 ... deprecated:MNXR188250 ... kegg.reaction:R04558 ... keggR:R04558 ... metacyc.reaction:GLUTAMIDOTRANS-RXN ... metacycR:GLUTAMIDOTRANS-RXN ... rhea:24793 ... rhea:24794 ... rhea:24795 ... rhea:24796 ... rheaR:24793 ... rheaR:24794 ... rheaR:24795 ... rheaR:24796 ... sabiork.reaction:4234 ... sabiorkR:4234 ... seed.reaction:rxn03135 ... seed.reaction:rxn19830 ... seedR:rxn03135 ... seedR:rxn19830	1 MNXM1103365@MNXD1 + 1 MNXM1422@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM741173@MNXD1 = 1 MNXM1408@MNXD1 + 1 MNXM37@MNXD1
IGPDH	MNXR100813	rheaR:11040	bigg.reaction:IGPDH ... bigg.reaction:IGPDH_1 ... bigg.reaction:IGPDh ... bigg.reaction:R_IGPDH ... bigg.reaction:R_IGPDH_1 ... bigg.reaction:R_IGPDh ... biggR:IGPDH ... biggR:IGPDH_1 ... biggR:IGPDh ... biggR:R_IGPDH ... biggR:R_IGPDH_1 ... biggR:R_IGPDh ... deprecated:MNXR3090 ... kegg.reaction:R03457 ... keggR:R03457 ... metacyc.reaction:IMIDPHOSDEHYD-RXN ... metacycR:IMIDPHOSDEHYD-RXN ... rhea:11040 ... rhea:11041 ... rhea:11042 ... rhea:11043 ... rheaR:11040 ... rheaR:11041 ... rheaR:11042 ... rheaR:11043 ... seed.reaction:rxn02473 ... seed.reaction:rxn19924 ... seed.reaction:rxn30708 ... seedR:rxn02473 ... seedR:rxn19924 ... seedR:rxn30708	1 MNXM1422@MNXD1 = 1 MNXM1456@MNXD1 + 1 WATER@MNXD1
IHDCOATA				
IHDGK				
IHDUDPG				
IHDUDPMG				
IHPDCOATA				
IHXDGK				
ILETA	MNXR190730	rheaR:24801	bigg.reaction:BCTAh ... bigg.reaction:ILETA ... bigg.reaction:ILETA2 ... bigg.reaction:ILETAm ... bigg.reaction:R_BCTAh ... bigg.reaction:R_ILETA ... bigg.reaction:R_ILETA2 ... bigg.reaction:R_ILETAm ... biggR:BCTAh ... biggR:ILETA ... biggR:ILETA2 ... biggR:ILETAm ... biggR:R_BCTAh ... biggR:R_ILETA ... biggR:R_ILETA2 ... biggR:R_ILETAm ... deprecated:MNXR190731 ... deprecated:MNXR96228 ... kegg.reaction:R02199 ... keggR:R02199 ... metacyc.reaction:BRANCHED-CHAINAMINOTRANSFERILEU-RXN ... metacycR:BRANCHED-CHAINAMINOTRANSFERILEU-RXN ... rhea:24801 ... rhea:24802 ... rhea:24803 ... rhea:24804 ... rheaR:24801 ... rheaR:24802 ... rheaR:24803 ... rheaR:24804 ... sabiork.reaction:2171 ... sabiork.reaction:9086 ... sabiorkR:2171 ... sabiorkR:9086 ... seed.reaction:rxn01575 ... seed.reaction:rxn19240 ... seed.reaction:rxn27737 ... seed.reaction:rxn31232 ... seed.reaction:rxn38053 ... seedR:rxn01575 ... seedR:rxn19240 ... seedR:rxn27737 ... seedR:rxn31232 ... seedR:rxn38053	1 MNXM1103447@MNXD1 + 1 MNXM741173@MNXD1 = 1 MNXM20@MNXD1 + 1 MNXM728337@MNXD1
ILE_ST				
ILEt2r	MNXR100822	seedR:rxn05244	bigg.reaction:ILEt2r ... bigg.reaction:ILEt2rpp ... bigg.reaction:ILEt7 ... bigg.reaction:ILEth ... bigg.reaction:ILEtm ... bigg.reaction:R_ILEt2r ... bigg.reaction:R_ILEt2rpp ... bigg.reaction:R_ILEt7 ... bigg.reaction:R_ILEth ... bigg.reaction:R_ILEtm ... biggR:ILEt2r ... biggR:ILEt2rpp ... biggR:ILEt7 ... biggR:ILEth ... biggR:ILEtm ... biggR:R_ILEt2r ... biggR:R_ILEt2rpp ... biggR:R_ILEt7 ... biggR:R_ILEth ... biggR:R_ILEtm ... deprecated:MNXR136487 ... deprecated:MNXR3095 ... seed.reaction:rxn05244 ... seed.reaction:rxn08746 ... seed.reaction:rxn11110 ... seed.reaction:rxn13322 ... seed.reaction:rxn34385 ... seed.reaction:rxn34507 ... seedR:rxn05244 ... seedR:rxn08746 ... seedR:rxn11110 ... seedR:rxn13322 ... seedR:rxn34385 ... seedR:rxn34507	1 MNXM01@MNXD1 + 1 MNXM728337@MNXD1 = 1 MNXM01@MNXD2 + 1 MNXM728337@MNXD2
IMACTD	MNXR152949	rheaR:31059	bigg.reaction:IMACTD ... bigg.reaction:IMACTD_m ... bigg.reaction:R_IMACTD ... bigg.reaction:R_IMACTD_m ... biggR:IMACTD ... biggR:IMACTD_m ... biggR:R_IMACTD ... biggR:R_IMACTD_m ... deprecated:MNXR152950 ... deprecated:MNXR95745 ... kegg.reaction:R04065 ... keggR:R04065 ... metacyc.reaction:RXN-10089 ... metacycR:RXN-10089 ... rhea:31059 ... rhea:31060 ... rhea:31061 ... rhea:31062 ... rheaR:31059 ... rheaR:31060 ... rheaR:31061 ... rheaR:31062 ... sabiork.reaction:3798 ... sabiorkR:3798 ... seed.reaction:rxn02853 ... seed.reaction:rxn32515 ... seed.reaction:rxn32516 ... seedR:rxn02853 ... seedR:rxn32515 ... seedR:rxn32516	1 MNXM10@MNXD1 + 2 MNXM1@MNXD1 + 1 MNXM728089@MNXD1 = 1 MNXM1745@MNXD1 + 1 MNXM8@MNXD1 + 1 WATER@MNXD1
IMPC	MNXR188247	rheaR:18445	bigg.reaction:IMPC ... bigg.reaction:R_IMPC ... biggR:IMPC ... biggR:R_IMPC ... deprecated:MNXR100783 ... deprecated:MNXR188248 ... kegg.reaction:R01127 ... keggR:R01127 ... metacyc.reaction:IMPCYCLOHYDROLASE-RXN ... metacycR:IMPCYCLOHYDROLASE-RXN ... rhea:18445 ... rhea:18446 ... rhea:18447 ... rhea:18448 ... rheaR:18445 ... rheaR:18446 ... rheaR:18447 ... rheaR:18448 ... sabiork.reaction:123 ... sabiorkR:123 ... seed.reaction:rxn00832 ... seed.reaction:rxn27945 ... seed.reaction:rxn30710 ... seedR:rxn00832 ... seedR:rxn27945 ... seedR:rxn30710	1 MNXM1101868@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1104518@MNXD1
IMPD	MNXR188253	rheaR:11708	bigg.reaction:IMPD ... bigg.reaction:IMPDg ... bigg.reaction:IMPDm ... bigg.reaction:R_IMPD ... bigg.reaction:R_IMPDg ... bigg.reaction:R_IMPDm ... biggR:IMPD ... biggR:IMPDg ... biggR:IMPDm ... biggR:R_IMPD ... biggR:R_IMPDg ... biggR:R_IMPDm ... deprecated:MNXR100830 ... deprecated:MNXR188254 ... kegg.reaction:R01130 ... keggR:R01130 ... metacyc.reaction:IMP-DEHYDROG-RXN ... metacycR:IMP-DEHYDROG-RXN ... rhea:11708 ... rhea:11709 ... rhea:11710 ... rhea:11711 ... rheaR:11708 ... rheaR:11709 ... rheaR:11710 ... rheaR:11711 ... sabiork.reaction:128 ... sabiorkR:128 ... seed.reaction:rxn00834 ... seed.reaction:rxn19930 ... seed.reaction:rxn27944 ... seedR:rxn00834 ... seedR:rxn19930 ... seedR:rxn27944	1 MNXM10@MNXD1 + 1 MNXM1104385@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM1101868@MNXD1 + 1 MNXM8@MNXD1 + 1 WATER@MNXD1
IND3ACt2r	MNXR100832	seedR:rxn10560	bigg.reaction:IND3ACt2r ... bigg.reaction:R_IND3ACt2r ... biggR:IND3ACt2r ... biggR:R_IND3ACt2r ... deprecated:MNXR3102 ... seed.reaction:rxn10560 ... seedR:rxn10560	1 MNXM01@MNXD1 + 1 MNXM383@MNXD1 = 1 MNXM01@MNXD2 + 1 MNXM383@MNXD2
IND3PPAt2r				
IOR2	MNXR189590	seedR:rxn10562	bigg.reaction:IOR2 ... bigg.reaction:R_IOR2 ... biggR:IOR2 ... biggR:R_IOR2 ... deprecated:MNXR143168 ... deprecated:MNXR189591 ... seed.reaction:rxn10562 ... seedR:rxn10562	1 MNXM1104563@MNXD1 + 1 MNXM13@MNXD1 + 2 MNXM96998@MNXD1 = 1 MNXM727276@MNXD1 + 1 MNXM730221@MNXD1 + 2 MNXM96997@MNXD1
IOR3	MNXR145306	biggR:IOR3	bigg.reaction:IOR3 ... bigg.reaction:R_IOR3 ... biggR:IOR3 ... biggR:R_IOR3 ... deprecated:MNXR100856	1 MNXM13@MNXD1 + 1 MNXM735079@MNXD1 + 2 MNXM96998@MNXD1 = 1 MNXM153@MNXD1 + 1 MNXM727276@MNXD1 + 2 MNXM96997@MNXD1
IPDCOATA				
IPDGK				
IPDPS	MNXR100874	seedR:rxn08756	bigg.reaction:IPDPS ... bigg.reaction:R_IPDPS ... biggR:IPDPS ... biggR:R_IPDPS ... seed.reaction:rxn08756 ... seed.reaction:rxn19957 ... seed.reaction:rxn38844 ... seed.reaction:rxn38851 ... seedR:rxn08756 ... seedR:rxn19957 ... seedR:rxn38844 ... seedR:rxn38851	1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM606@MNXD1 = 1 MNXM83@MNXD1 + 1 MNXM8@MNXD1 + 1 WATER@MNXD1
IPDPS2				
IPDPUPT	MNXR100875	biggR:IPDPUPT	bigg.reaction:IPDPUPT ... bigg.reaction:R_IPDPUPT ... biggR:IPDPUPT ... biggR:R_IPDPUPT	1 MNXM1107137@MNXD1 + 7 MNXM11@MNXD1 = 1 MNXM169256@MNXD1 + 7 MNXM83@MNXD1
IPDUDPG				
IPDUDPMG				
IPMDr				
IPPMIa	MNXR100827	rheaR:10676	bigg.reaction:IMPHL_2_h ... bigg.reaction:IPPMIa ... bigg.reaction:R_IMPHL_2_h ... bigg.reaction:R_IPPMIa ... biggR:IMPHL_2_h ... biggR:IPPMIa ... biggR:R_IMPHL_2_h ... biggR:R_IPPMIa ... deprecated:MNXR141683 ... deprecated:MNXR3133 ... kegg.reaction:R04001 ... keggR:R04001 ... metacyc.reaction:RXN-8991 ... metacycR:RXN-8991 ... rhea:10676 ... rhea:10677 ... rhea:10678 ... rhea:10679 ... rheaR:10676 ... rheaR:10677 ... rheaR:10678 ... rheaR:10679 ... sabiork.reaction:3736 ... sabiorkR:3736 ... seed.reaction:rxn02811 ... seed.reaction:rxn33015 ... seedR:rxn02811 ... seedR:rxn33015	1 MNXM1706@MNXD1 + 1 WATER@MNXD1 = 1 MNXM741109@MNXD1
IPPMIb	MNXR100826	rheaR:16293	bigg.reaction:IMPHL_1_h ... bigg.reaction:IPPMIb ... bigg.reaction:R_IMPHL_1_h ... bigg.reaction:R_IPPMIb ... biggR:IMPHL_1_h ... biggR:IPPMIb ... biggR:R_IMPHL_1_h ... biggR:R_IPPMIb ... deprecated:MNXR132709 ... deprecated:MNXR3134 ... kegg.reaction:R03968 ... keggR:R03968 ... metacyc.reaction:3-ISOPROPYLMALISOM-RXN ... metacycR:3-ISOPROPYLMALISOM-RXN ... rhea:16293 ... rhea:16294 ... rhea:16295 ... rhea:16296 ... rheaR:16293 ... rheaR:16294 ... rheaR:16295 ... rheaR:16296 ... sabiork.reaction:3704 ... sabiorkR:3704 ... seed.reaction:rxn02789 ... seed.reaction:rxn27543 ... seedR:rxn02789 ... seedR:rxn27543	1 MNXM1706@MNXD1 + 1 WATER@MNXD1 = 1 MNXM730929@MNXD1
ISETACabc				
ISOBUTt2r				
ISOCAPRt2r				
ISOVALt2r				
ITDCOATA				
ITDGK				
ITDUDPG				
ITDUDPMG				
IVCOATA				
IXDUDPG				
IXDUDPMG				
KARA1	MNXR173045	rheaR:22068	bigg.reaction:DMORh ... bigg.reaction:KARA1 ... bigg.reaction:KARA1im ... bigg.reaction:R_DMORh ... bigg.reaction:R_KARA1 ... bigg.reaction:R_KARA1im ... biggR:DMORh ... biggR:KARA1 ... biggR:KARA1im ... biggR:R_DMORh ... biggR:R_KARA1 ... biggR:R_KARA1im ... deprecated:MNXR190932 ... deprecated:MNXR190933 ... kegg.reaction:R03051 ... kegg.reaction:R04439 ... keggR:R03051 ... keggR:R04439 ... metacyc.reaction:ACETOLACTREDUCTOISOM-RXN ... metacycR:ACETOLACTREDUCTOISOM-RXN ... rhea:22068 ... rhea:22069 ... rhea:22070 ... rhea:22071 ... rheaR:22068 ... rheaR:22069 ... rheaR:22070 ... rheaR:22071 ... sabiork.reaction:2897 ... sabiork.reaction:4125 ... sabiorkR:2897 ... sabiorkR:4125 ... seed.reaction:rxn02186 ... seed.reaction:rxn15466 ... seed.reaction:rxn19027 ... seed.reaction:rxn27663 ... seed.reaction:rxn30402 ... seed.reaction:rxn30594 ... seed.reaction:rxn32271 ... seed.reaction:rxn33637 ... seed.reaction:rxn35351 ... seedR:rxn02186 ... seedR:rxn15466 ... seedR:rxn19027 ... seedR:rxn27663 ... seedR:rxn30402 ... seedR:rxn30594 ... seedR:rxn32271 ... seedR:rxn33637 ... seedR:rxn35351	1 MNXM1103847@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM738702@MNXD1 = 1 MNXM5@MNXD1 + 1 MNXM734@MNXD1
KARA2	MNXR145320	rheaR:13493	bigg.reaction:KARA2 ... bigg.reaction:KARA2im ... bigg.reaction:R_KARA2 ... bigg.reaction:R_KARA2im ... biggR:KARA2 ... biggR:KARA2im ... biggR:R_KARA2 ... biggR:R_KARA2im ... deprecated:MNXR100902 ... deprecated:MNXR135840 ... deprecated:MNXR145321 ... metacyc.reaction:ACETOOHBUTREDUCTOISOM-RXN ... metacycR:ACETOOHBUTREDUCTOISOM-RXN ... rhea:13493 ... rhea:13494 ... rhea:13495 ... rhea:13496 ... rheaR:13493 ... rheaR:13494 ... rheaR:13495 ... rheaR:13496 ... seed.reaction:rxn08764 ... seed.reaction:rxn19029 ... seed.reaction:rxn27666 ... seed.reaction:rxn30403 ... seed.reaction:rxn30595 ... seedR:rxn08764 ... seedR:rxn19029 ... seedR:rxn27666 ... seedR:rxn30403 ... seedR:rxn30595	1 MNXM1202@MNXD1 + 1 MNXM5@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM726902@MNXD1 + 1 MNXM738702@MNXD1
KARA3				
KAS14	MNXR145324	biggR:KAS14	bigg.reaction:3OAS40_h ... bigg.reaction:3OAS40_m ... bigg.reaction:KAS14 ... bigg.reaction:KAS14_1 ... bigg.reaction:R_3OAS40_h ... bigg.reaction:R_3OAS40_m ... bigg.reaction:R_KAS14 ... bigg.reaction:R_KAS14_1 ... biggR:3OAS40_h ... biggR:3OAS40_m ... biggR:KAS14 ... biggR:KAS14_1 ... biggR:R_3OAS40_h ... biggR:R_3OAS40_m ... biggR:R_KAS14 ... biggR:R_KAS14_1 ... deprecated:MNXR100912	1 MNXM13@MNXD1 + 1 MNXM727386@MNXD1 + 1 MNXM740692@MNXD1 = 1 MNXM727672@MNXD1 + 1 MNXM731937@MNXD1
KAS_HP	MNXR100926	biggR:KAS_HP	bigg.reaction:KAS_HP ... bigg.reaction:R_KAS_HP ... biggR:KAS_HP ... biggR:R_KAS_HP ... deprecated:MNXR47404	1 MNXM13@MNXD1 + 1 MNXM5@MNXD1 + 1 MNXM733096@MNXD1 + 1 MNXM740692@MNXD1 = 1 MNXM728548@MNXD1 + 1 MNXM731937@MNXD1 + 1 MNXM738702@MNXD1
