PNTK	MNXR103050	rheaR:16373	bigg.reaction:PNTK ... bigg.reaction:PNTK_1 ... bigg.reaction:PNTKm ... bigg.reaction:R_PNTK ... bigg.reaction:R_PNTK_1 ... bigg.reaction:R_PNTKm ... biggR:PNTK ... biggR:PNTK_1 ... biggR:PNTKm ... biggR:R_PNTK ... biggR:R_PNTK_1 ... biggR:R_PNTKm ... deprecated:MNXR139165 ... deprecated:MNXR4362 ... kegg.reaction:R03018 ... keggR:R03018 ... metacyc.reaction:PANTOTHENATE-KIN-RXN ... metacycR:PANTOTHENATE-KIN-RXN ... rhea:16373 ... rhea:16374 ... rhea:16375 ... rhea:16376 ... rheaR:16373 ... rheaR:16374 ... rheaR:16375 ... rheaR:16376 ... sabiork.reaction:2868 ... sabiorkR:2868 ... seed.reaction:rxn12510 ... seedR:rxn12510	1 MNXM1@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM735771@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM734864@MNXD1
PNTOabc				
POR4				
PPA	MNXR145285	rheaR:24576	bigg.reaction:IDP_h ... bigg.reaction:IDPh ... bigg.reaction:IDPh_1 ... bigg.reaction:IDPm ... bigg.reaction:PPA ... bigg.reaction:PPAer ... bigg.reaction:PPAm ... bigg.reaction:PPAn ... bigg.reaction:R_IDP_h ... bigg.reaction:R_IDPh ... bigg.reaction:R_IDPh_1 ... bigg.reaction:R_IDPm ... bigg.reaction:R_PPA ... bigg.reaction:R_PPAer ... bigg.reaction:R_PPAm ... bigg.reaction:R_PPAn ... bigg.reaction:R_r0009 ... bigg.reaction:r0009 ... biggR:IDP_h ... biggR:IDPh ... biggR:IDPh_1 ... biggR:IDPm ... biggR:PPA ... biggR:PPAer ... biggR:PPAm ... biggR:PPAn ... biggR:R_IDP_h ... biggR:R_IDPh ... biggR:R_IDPh_1 ... biggR:R_IDPm ... biggR:R_PPA ... biggR:R_PPAer ... biggR:R_PPAm ... biggR:R_PPAn ... biggR:R_r0009 ... biggR:r0009 ... deprecated:MNXR100808 ... kegg.reaction:R00004 ... keggR:R00004 ... metacyc.reaction:INORGPYROPHOSPHAT-RXN ... metacycR:INORGPYROPHOSPHAT-RXN ... rhea:24576 ... rhea:24577 ... rhea:24578 ... rhea:24579 ... rheaR:24576 ... rheaR:24577 ... rheaR:24578 ... rheaR:24579 ... sabiork.reaction:76 ... sabiorkR:76 ... seed.reaction:rxn00001 ... seed.reaction:rxn27946 ... seed.reaction:rxn27947 ... seed.reaction:rxn27948 ... seed.reaction:rxn32487 ... seed.reaction:rxn38157 ... seed.reaction:rxn38158 ... seedR:rxn00001 ... seedR:rxn27946 ... seedR:rxn27947 ... seedR:rxn27948 ... seedR:rxn32487 ... seedR:rxn38157 ... seedR:rxn38158	1 MNXM11@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1@MNXD1 + 2 MNXM9@MNXD1
PPAKr	MNXR95897	rheaR:23148	bigg.reaction:APPTh ... bigg.reaction:APPTm ... bigg.reaction:PPAKr ... bigg.reaction:R_APPTh ... bigg.reaction:R_APPTm ... bigg.reaction:R_PPAKr ... biggR:APPTh ... biggR:APPTm ... biggR:PPAKr ... biggR:R_APPTh ... biggR:R_APPTm ... biggR:R_PPAKr ... deprecated:MNXR106946 ... kegg.reaction:R01353 ... keggR:R01353 ... metacyc.reaction:PROPKIN-RXN ... metacycR:PROPKIN-RXN ... rhea:23148 ... rhea:23149 ... rhea:23150 ... rhea:23151 ... rheaR:23148 ... rheaR:23149 ... rheaR:23150 ... rheaR:23151 ... sabiork.reaction:1558 ... sabiorkR:1558 ... seed.reaction:rxn00985 ... seed.reaction:rxn28090 ... seed.reaction:rxn28091 ... seedR:rxn00985 ... seedR:rxn28090 ... seedR:rxn28091	1 MNXM1094052@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM1499@MNXD1 + 1 MNXM40333@MNXD1
PPAt2				
PPAt2i				
PPBNGS	MNXR103095	rheaR:24064	bigg.reaction:PPBNGS ... bigg.reaction:PPBNGS_1 ... bigg.reaction:PPBNGS_h ... bigg.reaction:R_PPBNGS ... bigg.reaction:R_PPBNGS_1 ... bigg.reaction:R_PPBNGS_h ... biggR:PPBNGS ... biggR:PPBNGS_1 ... biggR:PPBNGS_h ... biggR:R_PPBNGS ... biggR:R_PPBNGS_1 ... biggR:R_PPBNGS_h ... deprecated:MNXR4380 ... kegg.reaction:R00036 ... keggR:R00036 ... metacyc.reaction:PORPHOBILSYNTH-RXN ... metacycR:PORPHOBILSYNTH-RXN ... rhea:24064 ... rhea:24065 ... rhea:24066 ... rhea:24067 ... rheaR:24064 ... rheaR:24065 ... rheaR:24066 ... rheaR:24067 ... seed.reaction:rxn00029 ... seed.reaction:rxn28081 ... seedR:rxn00029 ... seedR:rxn28081	1 MNXM1@MNXD1 + 1 MNXM554@MNXD1 + 2 WATER@MNXD1 = 2 MNXM405@MNXD1
PPCDC	MNXR103098	rheaR:16793	bigg.reaction:PPCDC ... bigg.reaction:R_PPCDC ... bigg.reaction:R_r0614 ... bigg.reaction:r0614 ... biggR:PPCDC ... biggR:R_PPCDC ... biggR:R_r0614 ... biggR:r0614 ... deprecated:MNXR138714 ... deprecated:MNXR141985 ... deprecated:MNXR4382 ... kegg.reaction:R03269 ... keggR:R03269 ... metacyc.reaction:P-PANTOCYSDECARB-RXN ... metacycR:P-PANTOCYSDECARB-RXN ... rhea:16793 ... rhea:16794 ... rhea:16795 ... rhea:16796 ... rheaR:16793 ... rheaR:16794 ... rheaR:16795 ... rheaR:16796 ... sabiork.reaction:3090 ... sabiorkR:3090 ... seed.reaction:rxn02341 ... seedR:rxn02341	1 MNXM13@MNXD1 + 1 MNXM373@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM730898@MNXD1
PPDK	MNXR103107	rheaR:10756	bigg.reaction:PPDK ... bigg.reaction:PPDK_h ... bigg.reaction:PPDKgr ... bigg.reaction:PPDKh ... bigg.reaction:R_PPDK ... bigg.reaction:R_PPDK_h ... bigg.reaction:R_PPDKgr ... bigg.reaction:R_PPDKh ... biggR:PPDK ... biggR:PPDK_h ... biggR:PPDKgr ... biggR:PPDKh ... biggR:R_PPDK ... biggR:R_PPDK_h ... biggR:R_PPDKgr ... biggR:R_PPDKh ... deprecated:MNXR4389 ... kegg.reaction:R00206 ... keggR:R00206 ... metacyc.reaction:PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN ... metacycR:PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN ... rhea:10756 ... rhea:10757 ... rhea:10758 ... rhea:10759 ... rheaR:10756 ... rheaR:10757 ... rheaR:10758 ... rheaR:10759 ... sabiork.reaction:147 ... sabiorkR:147 ... seed.reaction:rxn00151 ... seed.reaction:rxn20655 ... seedR:rxn00151 ... seedR:rxn20655	1 MNXM11@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM728294@MNXD1 + 1 MNXM73@MNXD1 = 1 MNXM23@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM9@MNXD1
PPM	MNXR189820	rheaR:18793	bigg.reaction:PPM ... bigg.reaction:PPMh ... bigg.reaction:R_PPM ... bigg.reaction:R_PPMh ... biggR:PPM ... biggR:PPMh ... biggR:R_PPM ... biggR:R_PPMh ... deprecated:MNXR146100 ... deprecated:MNXR189821 ... kegg.reaction:R01057 ... keggR:R01057 ... rhea:18793 ... rhea:18794 ... rhea:18795 ... rhea:18796 ... rheaR:18793 ... rheaR:18794 ... rheaR:18795 ... rheaR:18796 ... sabiork.reaction:2261 ... sabiorkR:2261 ... seed.reaction:rxn00778 ... seed.reaction:rxn15115 ... seed.reaction:rxn32821 ... seed.reaction:rxn34262 ... seedR:rxn00778 ... seedR:rxn15115 ... seedR:rxn32821 ... seedR:rxn34262	1 MNXM1103205@MNXD1 + 2 MNXM1@MNXD1 = 1 MNXM1104056@MNXD1
PPNCL3	MNXR103120	rheaR:25156	bigg.reaction:PPNCL3 ... bigg.reaction:R_PPNCL3 ... biggR:PPNCL3 ... biggR:R_PPNCL3 ... deprecated:MNXR4401 ... deprecated:MNXR90946 ... kegg.reaction:R04230 ... keggR:R04230 ... metacyc.reaction:RXN66-555 ... metacycR:RXN66-555 ... rhea:25156 ... rhea:25157 ... rhea:25158 ... rhea:25159 ... rheaR:25156 ... rheaR:25157 ... rheaR:25158 ... rheaR:25159 ... seed.reaction:rxn12512 ... seedR:rxn12512	1 MNXM11@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM728294@MNXD1 + 1 MNXM730898@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM735771@MNXD1 + 1 MNXM738068@MNXD1
PPND	MNXR146103	rheaR:13869	bigg.reaction:PPND ... bigg.reaction:PPOR_1 ... bigg.reaction:R_PPND ... bigg.reaction:R_PPOR_1 ... biggR:PPND ... biggR:PPOR_1 ... biggR:R_PPND ... biggR:R_PPOR_1 ... deprecated:MNXR103121 ... deprecated:MNXR146104 ... deprecated:MNXR146105 ... kegg.reaction:R01728 ... keggR:R01728 ... metacyc.reaction:PREPHENATEDEHYDROG-RXN ... metacycR:PREPHENATEDEHYDROG-RXN ... rhea:13869 ... rhea:13870 ... rhea:13871 ... rhea:13872 ... rheaR:13869 ... rheaR:13870 ... rheaR:13871 ... rheaR:13872 ... sabiork.reaction:1839 ... sabiorkR:1839 ... seed.reaction:rxn01268 ... seed.reaction:rxn28086 ... seed.reaction:rxn33078 ... seedR:rxn01268 ... seedR:rxn28086 ... seedR:rxn33078	1 MNXM10@MNXD1 + 1 MNXM13@MNXD1 + 1 MNXM153@MNXD1 = 1 MNXM737312@MNXD1 + 1 MNXM8@MNXD1
PPND2	MNXR146106	rheaR:21640	bigg.reaction:PPND2 ... bigg.reaction:R_PPND2 ... biggR:PPND2 ... biggR:R_PPND2 ... deprecated:MNXR103122 ... deprecated:MNXR146107 ... deprecated:MNXR146108 ... kegg.reaction:R01730 ... keggR:R01730 ... metacyc.reaction:PREPHENATE-DEHYDROGENASE-NADP+-RXN ... metacycR:PREPHENATE-DEHYDROGENASE-NADP+-RXN ... rhea:21640 ... rhea:21641 ... rhea:21642 ... rhea:21643 ... rheaR:21640 ... rheaR:21641 ... rheaR:21642 ... rheaR:21643 ... sabiork.reaction:1840 ... sabiorkR:1840 ... seed.reaction:rxn01269 ... seed.reaction:rxn31750 ... seedR:rxn01269 ... seedR:rxn31750	1 MNXM13@MNXD1 + 1 MNXM153@MNXD1 + 1 MNXM738702@MNXD1 = 1 MNXM5@MNXD1 + 1 MNXM737312@MNXD1
PPNDH	MNXR151441	rheaR:21648	bigg.reaction:PPNDH ... bigg.reaction:R_PPNDH ... biggR:PPNDH ... biggR:R_PPNDH ... deprecated:MNXR126086 ... deprecated:MNXR151442 ... deprecated:MNXR151443 ... kegg.reaction:R01373 ... keggR:R01373 ... metacyc.reaction:PREPHENATEDEHYDRAT-RXN ... metacycR:PREPHENATEDEHYDRAT-RXN ... rhea:21648 ... rhea:21649 ... rhea:21650 ... rhea:21651 ... rheaR:21648 ... rheaR:21649 ... rheaR:21650 ... rheaR:21651 ... sabiork.reaction:1575 ... sabiorkR:1575 ... seed.reaction:rxn01000 ... seed.reaction:rxn28085 ... seed.reaction:rxn33346 ... seedR:rxn01000 ... seedR:rxn28085 ... seedR:rxn33346	1 MNXM13@MNXD1 + 1 MNXM730221@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM737312@MNXD1
PPPGO3	MNXR146111	seedR:rxn09180	bigg.reaction:PPPGO3 ... bigg.reaction:PPPGO3m ... bigg.reaction:R_PPPGO3 ... bigg.reaction:R_PPPGO3m ... biggR:PPPGO3 ... biggR:PPPGO3m ... biggR:R_PPPGO3 ... biggR:R_PPPGO3m ... deprecated:MNXR103130 ... deprecated:MNXR146112 ... seed.reaction:rxn09180 ... seedR:rxn09180	1 MNXM1108136@MNXD1 + 3 MNXM25@MNXD1 = 1 MNXM351@MNXD1 + 3 MNXM737340@MNXD1
PPPNt2r	MNXR103135	seedR:rxn09182	bigg.reaction:PPPNt2r ... bigg.reaction:PPPNt2rpp ... bigg.reaction:R_PPPNt2r ... bigg.reaction:R_PPPNt2rpp ... biggR:PPPNt2r ... biggR:PPPNt2rpp ... biggR:R_PPPNt2r ... biggR:R_PPPNt2rpp ... deprecated:MNXR4411 ... seed.reaction:rxn09182 ... seed.reaction:rxn10133 ... seedR:rxn09182 ... seedR:rxn10133	1 MNXM01@MNXD1 + 1 MNXM1403@MNXD1 = 1 MNXM01@MNXD2 + 1 MNXM1403@MNXD2
PPS	MNXR103140	rheaR:11364	bigg.reaction:PPS ... bigg.reaction:R_PPS ... biggR:PPS ... biggR:R_PPS ... deprecated:MNXR4414 ... kegg.reaction:R00199 ... keggR:R00199 ... metacyc.reaction:PEPSYNTH-RXN ... metacycR:PEPSYNTH-RXN ... rhea:11364 ... rhea:11365 ... rhea:11366 ... rhea:11367 ... rheaR:11364 ... rheaR:11365 ... rheaR:11366 ... rheaR:11367 ... sabiork.reaction:148 ... sabiorkR:148 ... seed.reaction:rxn00147 ... seed.reaction:rxn33266 ... seedR:rxn00147 ... seedR:rxn33266	2 MNXM1@MNXD1 + 1 MNXM728294@MNXD1 + 1 MNXM73@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM23@MNXD1 + 1 MNXM3@MNXD1 + 1 WATER@MNXD1
PPTT	MNXR146116	biggR:PPTT	bigg.reaction:PPTT ... bigg.reaction:PPTTm ... bigg.reaction:R_PPTT ... bigg.reaction:R_PPTTm ... biggR:PPTT ... biggR:PPTTm ... biggR:R_PPTT ... biggR:R_PPTTm ... deprecated:MNXR103150	1 MNXM11@MNXD1 + 1 MNXM726465@MNXD1 = 1 MNXM732670@MNXD1 + 1 MNXM83@MNXD1
PRAGS				
PRAIS	MNXR108734	rheaR:23032	bigg.reaction:PRAIS ... bigg.reaction:PRAIS_1 ... bigg.reaction:PRFGCL ... bigg.reaction:PRFGCLh ... bigg.reaction:R_PRAIS ... bigg.reaction:R_PRAIS_1 ... bigg.reaction:R_PRFGCL ... bigg.reaction:R_PRFGCLh ... biggR:PRAIS ... biggR:PRAIS_1 ... biggR:PRFGCL ... biggR:PRFGCLh ... biggR:R_PRAIS ... biggR:R_PRAIS_1 ... biggR:R_PRFGCL ... biggR:R_PRFGCLh ... deprecated:MNXR138720 ... deprecated:MNXR139261 ... kegg.reaction:R04208 ... keggR:R04208 ... metacyc.reaction:AIRS-RXN ... metacycR:AIRS-RXN ... rhea:23032 ... rhea:23033 ... rhea:23034 ... rhea:23035 ... rheaR:23032 ... rheaR:23033 ... rheaR:23034 ... rheaR:23035 ... seed.reaction:rxn02937 ... seed.reaction:rxn27693 ... seed.reaction:rxn32851 ... seedR:rxn02937 ... seedR:rxn27693 ... seedR:rxn32851	1 MNXM1094916@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM1105983@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM9@MNXD1
PRAMPC	MNXR146118	biggR:PRACHh	bigg.reaction:PRACHh ... bigg.reaction:PRAMPC ... bigg.reaction:PRAMPC_1 ... bigg.reaction:R_PRACHh ... bigg.reaction:R_PRAMPC ... bigg.reaction:R_PRAMPC_1 ... biggR:PRACHh ... biggR:PRAMPC ... biggR:PRAMPC_1 ... biggR:R_PRACHh ... biggR:R_PRAMPC ... biggR:R_PRAMPC_1 ... deprecated:MNXR103154	1 MNXM1397@MNXD1 + 3 MNXM1@MNXD1 = 1 MNXM729421@MNXD1 + 1 WATER@MNXD1
PRASCSi	MNXR192576	rheaR:22628	bigg.reaction:PRAISh ... bigg.reaction:PRASCSi ... bigg.reaction:R_PRAISh ... bigg.reaction:R_PRASCSi ... biggR:PRAISh ... biggR:PRASCSi ... biggR:R_PRAISh ... biggR:R_PRASCSi ... deprecated:MNXR189173 ... deprecated:MNXR189174 ... kegg.reaction:R04591 ... keggR:R04591 ... metacyc.reaction:SAICARSYN-RXN ... metacycR:SAICARSYN-RXN ... rhea:22628 ... rhea:22629 ... rhea:22630 ... rhea:22631 ... rheaR:22628 ... rheaR:22629 ... rheaR:22630 ... rheaR:22631 ... seed.reaction:rxn03147 ... seed.reaction:rxn28980 ... seed.reaction:rxn35571 ... seed.reaction:rxn37546 ... seedR:rxn03147 ... seedR:rxn28980 ... seedR:rxn35571 ... seedR:rxn37546	1 MNXM1104647@MNXD1 + 2 MNXM1@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM1108206@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM737371@MNXD1
PRATPP	MNXR146120	biggR:PRADPh	bigg.reaction:PRADPh ... bigg.reaction:PRATPP ... bigg.reaction:PRATPP_1 ... bigg.reaction:R_PRADPh ... bigg.reaction:R_PRATPP ... bigg.reaction:R_PRATPP_1 ... biggR:PRADPh ... biggR:PRATPP ... biggR:PRATPP_1 ... biggR:R_PRADPh ... biggR:R_PRATPP ... biggR:R_PRATPP_1 ... deprecated:MNXR103155	1 MNXM11@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM729421@MNXD1 = 1 MNXM728132@MNXD1 + 1 WATER@MNXD1
PRFGS	MNXR165854	rheaR:17129	bigg.reaction:PRFGS ... bigg.reaction:PRFGS_1 ... bigg.reaction:PRFGSh ... bigg.reaction:R_PRFGS ... bigg.reaction:R_PRFGS_1 ... bigg.reaction:R_PRFGSh ... biggR:PRFGS ... biggR:PRFGS_1 ... biggR:PRFGSh ... biggR:R_PRFGS ... biggR:R_PRFGS_1 ... biggR:R_PRFGSh ... deprecated:MNXR189167 ... deprecated:MNXR189168 ... kegg.reaction:R04463 ... keggR:R04463 ... metacyc.reaction:FGAMSYN-RXN ... metacycR:FGAMSYN-RXN ... rhea:17129 ... rhea:17130 ... rhea:17131 ... rhea:17132 ... rheaR:17129 ... rheaR:17130 ... rheaR:17131 ... rheaR:17132 ... seed.reaction:rxn03084 ... seed.reaction:rxn27855 ... seed.reaction:rxn30667 ... seed.reaction:rxn32174 ... seed.reaction:rxn34055 ... seedR:rxn03084 ... seedR:rxn27855 ... seedR:rxn30667 ... seedR:rxn32174 ... seedR:rxn34055	1 MNXM1094915@MNXD1 + 1 MNXM37@MNXD1 + 1 MNXM3@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1094916@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM741173@MNXD1 + 1 MNXM9@MNXD1
PRMICI	MNXR103169	rheaR:15469	bigg.reaction:PRICIh ... bigg.reaction:PRMICI ... bigg.reaction:R_PRICIh ... bigg.reaction:R_PRMICI ... biggR:PRICIh ... biggR:PRMICI ... biggR:R_PRICIh ... biggR:R_PRMICI ... deprecated:MNXR4439 ... kegg.reaction:R04640 ... keggR:R04640 ... metacyc.reaction:PRIBFAICARPISOM-RXN ... metacycR:PRIBFAICARPISOM-RXN ... rhea:15469 ... rhea:15470 ... rhea:15471 ... rhea:15472 ... rheaR:15469 ... rheaR:15470 ... rheaR:15471 ... rheaR:15472 ... sabiork.reaction:4302 ... sabiorkR:4302 ... seed.reaction:rxn03175 ... seed.reaction:rxn20608 ... seedR:rxn03175 ... seedR:rxn20608	1 MNXM1397@MNXD1 = 1 MNXM1408@MNXD1
PRO1x	MNXR102303	rheaR:14105	bigg.reaction:P5CR2 ... bigg.reaction:P5CRx ... bigg.reaction:P5CRxm ... bigg.reaction:PRO1x ... bigg.reaction:PRO1xm ... bigg.reaction:R_P5CR2 ... bigg.reaction:R_P5CRx ... bigg.reaction:R_P5CRxm ... bigg.reaction:R_PRO1x ... bigg.reaction:R_PRO1xm ... biggR:P5CR2 ... biggR:P5CRx ... biggR:P5CRxm ... biggR:PRO1x ... biggR:PRO1xm ... biggR:R_P5CR2 ... biggR:R_P5CRx ... biggR:R_P5CRxm ... biggR:R_PRO1x ... biggR:R_PRO1xm ... deprecated:MNXR139029 ... deprecated:MNXR141076 ... deprecated:MNXR26331 ... deprecated:MNXR4062 ... kegg.reaction:R01248 ... keggR:R01248 ... rhea:14105 ... rhea:14106 ... rhea:14107 ... rhea:14108 ... rheaR:14105 ... rheaR:14106 ... rheaR:14107 ... rheaR:14108 ... sabiork.reaction:1468 ... sabiorkR:1468 ... seed.reaction:rxn00929 ... seed.reaction:rxn28115 ... seed.reaction:rxn38910 ... seedR:rxn00929 ... seedR:rxn28115 ... seedR:rxn38910	1 MNXM10@MNXD1 + 1 MNXM1105060@MNXD1 + 2 MNXM1@MNXD1 = 1 MNXM114@MNXD1 + 1 MNXM8@MNXD1
