#query	mnx_id	reference	xrefs	name
MEPCT	MNXR153215	rheaR:13429	bigg.reaction:CMS ... bigg.reaction:CMS_h ... bigg.reaction:MEPCT ... bigg.reaction:MEPCT_1 ... bigg.reaction:R_CMS ... bigg.reaction:R_CMS_h ... bigg.reaction:R_MEPCT ... bigg.reaction:R_MEPCT_1 ... biggR:CMS ... biggR:CMS_h ... biggR:MEPCT ... biggR:MEPCT_1 ... biggR:R_CMS ... biggR:R_CMS_h ... biggR:R_MEPCT ... biggR:R_MEPCT_1 ... deprecated:MNXR153216 ... deprecated:MNXR153217 ... deprecated:MNXR96807 ... kegg.reaction:R05633 ... keggR:R05633 ... metacyc.reaction:2.7.7.60-RXN ... metacycR:2.7.7.60-RXN ... rhea:13429 ... rhea:13430 ... rhea:13431 ... rhea:13432 ... rheaR:13429 ... rheaR:13430 ... rheaR:13431 ... rheaR:13432 ... sabiork.reaction:5231 ... sabiorkR:5231 ... seed.reaction:rxn03907 ... seed.reaction:rxn27529 ... seedR:rxn03907 ... seedR:rxn27529	1 MNXM1103718@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM730435@MNXD1 = 1 MNXM11@MNXD1 + 1 MNXM730948@MNXD1
METALA1c				
METALAabc				
METAT	MNXR188373	rheaR:21080	bigg.reaction:MATm ... bigg.reaction:METAT ... bigg.reaction:R_MATm ... bigg.reaction:R_METAT ... biggR:MATm ... biggR:METAT ... biggR:R_MATm ... biggR:R_METAT ... deprecated:MNXR101407 ... deprecated:MNXR188374 ... kegg.reaction:R00177 ... keggR:R00177 ... metacyc.reaction:S-ADENMETSYN-RXN ... metacycR:S-ADENMETSYN-RXN ... rhea:21080 ... rhea:21081 ... rhea:21082 ... rhea:21083 ... rheaR:21080 ... rheaR:21081 ... rheaR:21082 ... rheaR:21083 ... sabiork.reaction:96 ... sabiorkR:96 ... seed.reaction:rxn00126 ... seed.reaction:rxn28979 ... seedR:rxn00126 ... seedR:rxn28979	1 MNXM1102072@MNXD1 + 1 MNXM11@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM738804@MNXD1 + 1 WATER@MNXD1
METDabc	MNXR101472	seedR:rxn05183	bigg.reaction:METDabc ... bigg.reaction:METDabcpp ... bigg.reaction:R_METDabc ... bigg.reaction:R_METDabcpp ... biggR:METDabc ... biggR:METDabcpp ... biggR:R_METDabc ... biggR:R_METDabcpp ... metacyc.reaction:TRANS-RXN0-202 ... metacycR:TRANS-RXN0-202 ... seed.reaction:rxn05183 ... seed.reaction:rxn08910 ... seedR:rxn05183 ... seedR:rxn08910	1 MNXM1275@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM1275@MNXD2 + 1 MNXM3@MNXD1 + 1 WATER@MNXD1
METFR				
METGL	MNXR101474	rheaR:23800	bigg.reaction:METGL ... bigg.reaction:R_METGL ... biggR:METGL ... biggR:R_METGL ... deprecated:MNXR3491 ... deprecated:MNXR83302 ... kegg.reaction:R00654 ... keggR:R00654 ... metacyc.reaction:METHIONINE-GAMMA-LYASE-RXN ... metacycR:METHIONINE-GAMMA-LYASE-RXN ... rhea:23800 ... rhea:23801 ... rhea:23802 ... rhea:23803 ... rheaR:23800 ... rheaR:23801 ... rheaR:23802 ... rheaR:23803 ... sabiork.reaction:1038 ... sabiorkR:1038 ... seed.reaction:rxn00456 ... seed.reaction:rxn30078 ... seed.reaction:rxn30731 ... seedR:rxn00456 ... seedR:rxn30078 ... seedR:rxn30731	1 MNXM159@MNXD1 + 1 MNXM652@MNXD1 + 1 MNXM729302@MNXD1 = 1 MNXM738804@MNXD1 + 1 WATER@MNXD1
METSOX1abc	MNXR189551	seedR:rxn42109	bigg.reaction:METSOX1abc ... bigg.reaction:METSOX1abcpp ... bigg.reaction:R_METSOX1abc ... bigg.reaction:R_METSOX1abcpp ... biggR:METSOX1abc ... biggR:METSOX1abcpp ... biggR:R_METSOX1abc ... biggR:R_METSOX1abcpp ... deprecated:MNXR140957 ... deprecated:MNXR145584 ... deprecated:MNXR145585 ... deprecated:MNXR145586 ... metacyc.reaction:RXN0-7186 ... metacycR:RXN0-7186 ... seed.reaction:rxn42109 ... seedR:rxn42109	1 MNXM1106045@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM1106045@MNXD2 + 1 MNXM3@MNXD1 + 1 WATER@MNXD1
METSOX2abc	MNXR138592	seedR:rxn08916	bigg.reaction:METSOX2abc ... bigg.reaction:METSOX2abcpp ... bigg.reaction:R_METSOX2abc ... bigg.reaction:R_METSOX2abcpp ... biggR:METSOX2abc ... biggR:METSOX2abcpp ... biggR:R_METSOX2abc ... biggR:R_METSOX2abcpp ... deprecated:MNXR3498 ... deprecated:MNXR69435 ... metacyc.reaction:RXN0-7185 ... metacycR:RXN0-7185 ... seed.reaction:rxn08916 ... seed.reaction:rxn48146 ... seedR:rxn08916 ... seedR:rxn48146	1 MNXM1@MNXD1 + 1 MNXM2245@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM2245@MNXD2 + 1 MNXM3@MNXD1 + 1 WATER@MNXD1
METSOXR1r				
METSr				
METabc	MNXR101489	seedR:rxn05219	bigg.reaction:METabc ... bigg.reaction:METabcpp ... bigg.reaction:R_METabc ... bigg.reaction:R_METabcpp ... biggR:METabc ... biggR:METabcpp ... biggR:R_METabc ... biggR:R_METabcpp ... deprecated:MNXR29006 ... metacyc.reaction:RXN0-4522 ... metacycR:RXN0-4522 ... seed.reaction:rxn05219 ... seed.reaction:rxn08909 ... seed.reaction:rxn11151 ... seedR:rxn05219 ... seedR:rxn08909 ... seedR:rxn11151	1 MNXM1@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM738804@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM738804@MNXD2 + 1 WATER@MNXD1
MG2abc	MNXR101505	seedR:rxn08924	bigg.reaction:MG2abc ... bigg.reaction:MG2uabcpp ... bigg.reaction:R_MG2abc ... bigg.reaction:R_MG2uabcpp ... biggR:MG2abc ... biggR:MG2uabcpp ... biggR:R_MG2abc ... biggR:R_MG2uabcpp ... metacyc.reaction:TRANS-RXN-250 ... metacycR:TRANS-RXN-250 ... seed.reaction:rxn08924 ... seed.reaction:rxn10571 ... seedR:rxn08924 ... seedR:rxn10571	1 MNXM1@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM653@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM653@MNXD2 + 1 WATER@MNXD1
MGSA	MNXR101551	rheaR:17937	bigg.reaction:MGSA ... bigg.reaction:MGSAc ... bigg.reaction:R_MGSA ... bigg.reaction:R_MGSAc ... biggR:MGSA ... biggR:MGSAc ... biggR:R_MGSA ... biggR:R_MGSAc ... deprecated:MNXR3520 ... kegg.reaction:R01016 ... keggR:R01016 ... metacyc.reaction:METHGLYSYN-RXN ... metacycR:METHGLYSYN-RXN ... rhea:17937 ... rhea:17938 ... rhea:17939 ... rhea:17940 ... rheaR:17937 ... rheaR:17938 ... rheaR:17939 ... rheaR:17940 ... sabiork.reaction:176 ... sabiorkR:176 ... seed.reaction:rxn00748 ... seedR:rxn00748	1 MNXM310@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM77@MNXD1
MGt5	MNXR101507	rheaR:29827	bigg.reaction:EX_mg2_e ... bigg.reaction:MG2tex ... bigg.reaction:MG2th ... bigg.reaction:MG2tpp ... bigg.reaction:MG2tu ... bigg.reaction:MGt5 ... bigg.reaction:R_EX_mg2_e ... bigg.reaction:R_MG2tex ... bigg.reaction:R_MG2th ... bigg.reaction:R_MG2tpp ... bigg.reaction:R_MG2tu ... bigg.reaction:R_MGt5 ... biggR:EX_mg2_e ... biggR:MG2tex ... biggR:MG2th ... biggR:MG2tpp ... biggR:MG2tu ... biggR:MGt5 ... biggR:R_EX_mg2_e ... biggR:R_MG2tex ... biggR:R_MG2th ... biggR:R_MG2tpp ... biggR:R_MG2tu ... biggR:R_MGt5 ... deprecated:MNXR3516 ... deprecated:MNXR98756 ... metacyc.reaction:TRANS-RXN-141 ... metacycR:TRANS-RXN-141 ... rhea:29827 ... rhea:29828 ... rhea:29829 ... rhea:29830 ... rheaR:29827 ... rheaR:29828 ... rheaR:29829 ... rheaR:29830 ... sabiork.reaction:12062 ... sabiorkR:12062 ... seed.reaction:rxn05616 ... seed.reaction:rxn08922 ... seed.reaction:rxn08923 ... seed.reaction:rxn32889 ... seedR:rxn05616 ... seedR:rxn08922 ... seedR:rxn08923 ... seedR:rxn32889	1 MNXM653@MNXD1 = 1 MNXM653@MNXD2
MICITDr	MNXR145622	rheaR:17941	bigg.reaction:MICITDr ... bigg.reaction:R_MICITDr ... biggR:MICITDr ... biggR:R_MICITDr ... deprecated:MNXR101580 ... deprecated:MNXR189731 ... deprecated:MNXR189732 ... deprecated:MNXR189733 ... kegg.reaction:R04425 ... keggR:R04425 ... metacyc.reaction:4.2.1.99-RXN ... metacycR:4.2.1.99-RXN ... rhea:17941 ... rhea:17942 ... rhea:17943 ... rhea:17944 ... rhea:57500 ... rhea:57501 ... rhea:57502 ... rhea:57503 ... rheaR:17941 ... rheaR:17942 ... rheaR:17943 ... rheaR:17944 ... rheaR:57500 ... rheaR:57501 ... rheaR:57502 ... rheaR:57503 ... sabiork.reaction:4112 ... sabiorkR:4112 ... seed.reaction:rxn03061 ... seed.reaction:rxn33768 ... seed.reaction:rxn33769 ... seed.reaction:rxn33789 ... seedR:rxn03061 ... seedR:rxn33768 ... seedR:rxn33769 ... seedR:rxn33789	1 MNXM1104204@MNXD1 = 1 MNXM1792@MNXD1 + 1 WATER@MNXD1
MK7te				
MLTP4				
MMTSAO	MNXR101667	rheaR:31047	bigg.reaction:MMSDH ... bigg.reaction:MMSDHir ... bigg.reaction:MMTSAO ... bigg.reaction:R_MMSDH ... bigg.reaction:R_MMSDHir ... bigg.reaction:R_MMTSAO ... biggR:MMSDH ... biggR:MMSDHir ... biggR:MMTSAO ... biggR:R_MMSDH ... biggR:R_MMSDHir ... biggR:R_MMTSAO ... deprecated:MNXR188443 ... deprecated:MNXR188444 ... kegg.reaction:R00935 ... keggR:R00935 ... rhea:31047 ... rhea:31048 ... rhea:31049 ... rhea:31050 ... rheaR:31047 ... rheaR:31048 ... rheaR:31049 ... rheaR:31050 ... sabiork.reaction:1253 ... sabiorkR:1253 ... seed.reaction:rxn15094 ... seed.reaction:rxn35548 ... seedR:rxn15094 ... seedR:rxn35548	1 MNXM10@MNXD1 + 1 MNXM1106156@MNXD1 + 1 MNXM13@MNXD1 = 1 MNXM1105058@MNXD1 + 1 MNXM727276@MNXD1 + 1 MNXM8@MNXD1
MNLpts	MNXR145659	seedR:rxn05617	bigg.reaction:MNLpts ... bigg.reaction:MNLptspp ... bigg.reaction:R_MNLpts ... bigg.reaction:R_MNLptspp ... biggR:MNLpts ... biggR:MNLptspp ... biggR:R_MNLpts ... biggR:R_MNLptspp ... deprecated:MNXR101677 ... deprecated:MNXR145660 ... seed.reaction:rxn05617 ... seed.reaction:rxn08949 ... seed.reaction:rxn13934 ... seed.reaction:rxn13944 ... seed.reaction:rxn27343 ... seedR:rxn05617 ... seedR:rxn08949 ... seedR:rxn13934 ... seedR:rxn13944 ... seedR:rxn27343	1 MNXM1104590@MNXD1 + 1 MNXM73@MNXD2 = 1 MNXM23@MNXD2 + 1 MNXM90126@MNXD2
MNt2	MNXR101681	rheaR:29007	bigg.reaction:MNt2 ... bigg.reaction:MNt2pp ... bigg.reaction:R_MNt2 ... bigg.reaction:R_MNt2pp ... biggR:MNt2 ... biggR:MNt2pp ... biggR:R_MNt2 ... biggR:R_MNt2pp ... deprecated:MNXR134973 ... deprecated:MNXR69476 ... metacyc.reaction:TRANS-RXN-241 ... metacycR:TRANS-RXN-241 ... rhea:29007 ... rhea:29008 ... rhea:29009 ... rhea:29010 ... rheaR:29007 ... rheaR:29008 ... rheaR:29009 ... rheaR:29010 ... seed.reaction:rxn05618 ... seed.reaction:rxn08951 ... seedR:rxn05618 ... seedR:rxn08951	1 MNXM01@MNXD1 + 1 MNXM2255@MNXD1 = 1 MNXM01@MNXD2 + 1 MNXM2255@MNXD2
MOBDabc	MNXR101689	seedR:rxn05619	bigg.reaction:MOBDabc ... bigg.reaction:MOBDabcpp ... bigg.reaction:R_MOBDabc ... bigg.reaction:R_MOBDabcpp ... biggR:MOBDabc ... biggR:MOBDabcpp ... biggR:R_MOBDabc ... biggR:R_MOBDabcpp ... metacyc.reaction:ABC-19-RXN ... metacycR:ABC-19-RXN ... seed.reaction:rxn05619 ... seed.reaction:rxn08955 ... seedR:rxn05619 ... seedR:rxn08955	1 MNXM1@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM726092@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM726092@MNXD2 + 1 WATER@MNXD1
MOHMT	MNXR188445	rheaR:11824	bigg.reaction:MOHMT ... bigg.reaction:MTMOHT ... bigg.reaction:R_MOHMT ... bigg.reaction:R_MTMOHT ... biggR:MOHMT ... biggR:MTMOHT ... biggR:R_MOHMT ... biggR:R_MTMOHT ... deprecated:MNXR101702 ... deprecated:MNXR188446 ... kegg.reaction:R01226 ... keggR:R01226 ... rhea:11824 ... rhea:11825 ... rhea:11826 ... rhea:11827 ... rheaR:11824 ... rheaR:11825 ... rheaR:11826 ... rheaR:11827 ... sabiork.reaction:1455 ... sabiorkR:1455 ... seed.reaction:rxn00912 ... seed.reaction:rxn17749 ... seed.reaction:rxn30578 ... seedR:rxn00912 ... seedR:rxn17749 ... seedR:rxn30578	1 MNXM1102150@MNXD1 + 1 MNXM732866@MNXD1 + 1 WATER@MNXD1 = 1 MNXM1103936@MNXD1 + 1 MNXM959@MNXD1
MOPSabc	MNXR145680	biggR:MOPSabc	bigg.reaction:MOPSabc ... bigg.reaction:R_MOPSabc ... biggR:MOPSabc ... biggR:R_MOPSabc ... deprecated:MNXR101703	1 MNXM1@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM734848@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM734848@MNXD2 + 1 WATER@MNXD1
MSO3abc	MNXR101741	seedR:rxn05621	bigg.reaction:MSO3abc ... bigg.reaction:MSO3abcpp ... bigg.reaction:R_MSO3abc ... bigg.reaction:R_MSO3abcpp ... biggR:MSO3abc ... biggR:MSO3abcpp ... biggR:R_MSO3abc ... biggR:R_MSO3abcpp ... deprecated:MNXR3635 ... seed.reaction:rxn05621 ... seed.reaction:rxn08959 ... seedR:rxn05621 ... seedR:rxn08959	1 MNXM1485@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM1485@MNXD2 + 1 MNXM3@MNXD1 + 1 WATER@MNXD1
MTAN	MNXR191995	rheaR:13617	bigg.reaction:MTAN ... bigg.reaction:MTAN_m ... bigg.reaction:R_MTAN ... bigg.reaction:R_MTAN_m ... biggR:MTAN ... biggR:MTAN_m ... biggR:R_MTAN ... biggR:R_MTAN_m ... deprecated:MNXR145713 ... deprecated:MNXR189742 ... deprecated:MNXR189743 ... kegg.reaction:R01401 ... keggR:R01401 ... metacyc.reaction:METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN ... metacycR:METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN ... rhea:13617 ... rhea:13618 ... rhea:13619 ... rhea:13620 ... rheaR:13617 ... rheaR:13618 ... rheaR:13619 ... rheaR:13620 ... seed.reaction:rxn01021 ... seed.reaction:rxn30734 ... seedR:rxn01021 ... seedR:rxn30734	1 MNXM1101977@MNXD1 + 1 WATER@MNXD1 = 1 MNXM168@MNXD1 + 1 MNXM729972@MNXD1
MTHFC	MNXR188454	rheaR:23700	bigg.reaction:MTHFC ... bigg.reaction:MTHFC_1 ... bigg.reaction:MTHFCm ... bigg.reaction:MTHFCm_1 ... bigg.reaction:MTHFCx ... bigg.reaction:R_MTHFC ... bigg.reaction:R_MTHFC_1 ... bigg.reaction:R_MTHFCm ... bigg.reaction:R_MTHFCm_1 ... bigg.reaction:R_MTHFCx ... biggR:MTHFC ... biggR:MTHFC_1 ... biggR:MTHFCm ... biggR:MTHFCm_1 ... biggR:MTHFCx ... biggR:R_MTHFC ... biggR:R_MTHFC_1 ... biggR:R_MTHFCm ... biggR:R_MTHFCm_1 ... biggR:R_MTHFCx ... deprecated:MNXR101748 ... deprecated:MNXR188455 ... kegg.reaction:R01655 ... keggR:R01655 ... rhea:23700 ... rhea:23701 ... rhea:23702 ... rhea:23703 ... rheaR:23700 ... rheaR:23701 ... rheaR:23702 ... rheaR:23703 ... sabiork.reaction:74 ... sabiorkR:74 ... seed.reaction:rxn01211 ... seed.reaction:rxn30160 ... seed.reaction:rxn34246 ... seed.reaction:rxn35246 ... seedR:rxn01211 ... seedR:rxn30160 ... seedR:rxn34246 ... seedR:rxn35246	1 MNXM1102376@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM511@MNXD1 + 1 WATER@MNXD1
MTHFD	MNXR188456	rheaR:22812	bigg.reaction:MTHFD ... bigg.reaction:MTHFD_1 ... bigg.reaction:MTHFDm ... bigg.reaction:MTHFDm_1 ... bigg.reaction:R_MTHFD ... bigg.reaction:R_MTHFD_1 ... bigg.reaction:R_MTHFDm ... bigg.reaction:R_MTHFDm_1 ... biggR:MTHFD ... biggR:MTHFD_1 ... biggR:MTHFDm ... biggR:MTHFDm_1 ... biggR:R_MTHFD ... biggR:R_MTHFD_1 ... biggR:R_MTHFDm ... biggR:R_MTHFDm_1 ... deprecated:MNXR101749 ... deprecated:MNXR188457 ... kegg.reaction:R01220 ... keggR:R01220 ... rhea:22812 ... rhea:22813 ... rhea:22814 ... rhea:22815 ... rheaR:22812 ... rheaR:22813 ... rheaR:22814 ... rheaR:22815 ... sabiork.reaction:73 ... sabiorkR:73 ... seed.reaction:rxn00907 ... seed.reaction:rxn30158 ... seed.reaction:rxn32777 ... seedR:rxn00907 ... seedR:rxn30158 ... seedR:rxn32777	1 MNXM1102150@MNXD1 + 1 MNXM5@MNXD1 = 1 MNXM511@MNXD1 + 1 MNXM738702@MNXD1
MUCCYCI	MNXR145732	biggR:MUCCYCI	bigg.reaction:MUCCYCI ... bigg.reaction:R_MUCCYCI ... biggR:MUCCYCI ... biggR:R_MUCCYCI ... deprecated:MNXR101764 ... deprecated:MNXR110702	1 MNXM726704@MNXD1 = 1 MNXM726950@MNXD1
MUDPDGT				
MUDPMGT				
NACt2r				
NADH10	MNXR101863	rheaR:29243	bigg.reaction:NADH10 ... bigg.reaction:R_NADH10 ... biggR:NADH10 ... biggR:R_NADH10 ... deprecated:MNXR50989 ... deprecated:MNXR83428 ... rhea:29243 ... rhea:29244 ... rhea:29245 ... rhea:29246 ... rheaR:29243 ... rheaR:29244 ... rheaR:29245 ... rheaR:29246 ... seed.reaction:rxn08971 ... seedR:rxn08971	1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM509@MNXD1 = 1 MNXM223@MNXD1 + 1 MNXM8@MNXD1
NADH5	MNXR101872	rheaR:29107	bigg.reaction:NADH5 ... bigg.reaction:NADHOR ... bigg.reaction:R_NADH5 ... bigg.reaction:R_NADHOR ... biggR:NADH5 ... biggR:NADHOR ... biggR:R_NADH5 ... biggR:R_NADHOR ... deprecated:MNXR83430 ... rhea:29107 ... rhea:29108 ... rhea:29109 ... rhea:29110 ... rheaR:29107 ... rheaR:29108 ... rheaR:29109 ... rheaR:29110 ... seed.reaction:rxn08975 ... seed.reaction:rxn20249 ... seed.reaction:rxn36776 ... seed.reaction:rxn36919 ... seed.reaction:rxn37604 ... seed.reaction:rxn37605 ... seed.reaction:rxn37606 ... seed.reaction:rxn37608 ... seed.reaction:rxn37813 ... seed.reaction:rxn38177 ... seed.reaction:rxn38179 ... seedR:rxn08975 ... seedR:rxn20249 ... seedR:rxn36776 ... seedR:rxn36919 ... seedR:rxn37604 ... seedR:rxn37605 ... seedR:rxn37606 ... seedR:rxn37608 ... seedR:rxn37813 ... seedR:rxn38177 ... seedR:rxn38179	1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM232@MNXD1 = 1 MNXM191@MNXD1 + 1 MNXM8@MNXD1
NADH9	MNXR101876	rheaR:30507	bigg.reaction:NADH9 ... bigg.reaction:R_NADH9 ... biggR:NADH9 ... biggR:R_NADH9 ... deprecated:MNXR135898 ... deprecated:MNXR26765 ... deprecated:MNXR50994 ... rhea:30507 ... rhea:30508 ... rhea:30509 ... rhea:30510 ... rheaR:30507 ... rheaR:30508 ... rheaR:30509 ... rheaR:30510 ... seed.reaction:rxn08976 ... seed.reaction:rxn36871 ... seedR:rxn08976 ... seedR:rxn36871	1 MNXM10@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM2178@MNXD1 = 1 MNXM558@MNXD1 + 1 MNXM8@MNXD1
NADK	MNXR101882	rheaR:18629	bigg.reaction:NADK ... bigg.reaction:NADK_1 ... bigg.reaction:NADK_h ... bigg.reaction:NADKm ... bigg.reaction:R_NADK ... bigg.reaction:R_NADK_1 ... bigg.reaction:R_NADK_h ... bigg.reaction:R_NADKm ... biggR:NADK ... biggR:NADK_1 ... biggR:NADK_h ... biggR:NADKm ... biggR:R_NADK ... biggR:R_NADK_1 ... biggR:R_NADK_h ... biggR:R_NADKm ... deprecated:MNXR3759 ... deprecated:MNXR90951 ... kegg.reaction:R00104 ... keggR:R00104 ... metacyc.reaction:NAD-KIN-RXN ... metacycR:NAD-KIN-RXN ... rhea:18629 ... rhea:18630 ... rhea:18631 ... rhea:18632 ... rheaR:18629 ... rheaR:18630 ... rheaR:18631 ... rheaR:18632 ... sabiork.reaction:47 ... sabiorkR:47 ... seed.reaction:rxn00077 ... seed.reaction:rxn28003 ... seed.reaction:rxn30190 ... seed.reaction:rxn38696 ... seedR:rxn00077 ... seedR:rxn28003 ... seedR:rxn30190 ... seedR:rxn38696	1 MNXM1@MNXD1 + 1 MNXM40333@MNXD1 + 1 MNXM5@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM8@MNXD1
NADK2	MNXR101884	seedR:rxn10057	bigg.reaction:NADK2 ... bigg.reaction:R_NADK2 ... biggR:NADK2 ... biggR:R_NADK2 ... deprecated:MNXR67406 ... seed.reaction:rxn10057 ... seedR:rxn10057	1 MNXM1@MNXD1 + 1 MNXM5@MNXD1 + 1 MNXM735047@MNXD1 = 1 MNXM286@MNXD1 + 1 MNXM8@MNXD1
NADS1	MNXR188487	rheaR:21188	bigg.reaction:NADS1 ... bigg.reaction:NADS1_1 ... bigg.reaction:NADS1m ... bigg.reaction:NADS1n ... bigg.reaction:R_NADS1 ... bigg.reaction:R_NADS1_1 ... bigg.reaction:R_NADS1m ... bigg.reaction:R_NADS1n ... biggR:NADS1 ... biggR:NADS1_1 ... biggR:NADS1m ... biggR:NADS1n ... biggR:R_NADS1 ... biggR:R_NADS1_1 ... biggR:R_NADS1m ... biggR:R_NADS1n ... deprecated:MNXR101897 ... deprecated:MNXR188488 ... kegg.reaction:R00189 ... keggR:R00189 ... metacyc.reaction:NAD-SYNTH-NH3-RXN ... metacycR:NAD-SYNTH-NH3-RXN ... rhea:21188 ... rhea:21189 ... rhea:21190 ... rhea:21191 ... rheaR:21188 ... rheaR:21189 ... rheaR:21190 ... rheaR:21191 ... sabiork.reaction:13688 ... sabiorkR:13688 ... seed.reaction:rxn00138 ... seed.reaction:rxn30039 ... seed.reaction:rxn30193 ... seed.reaction:rxn30412 ... seed.reaction:rxn32216 ... seedR:rxn00138 ... seedR:rxn30039 ... seedR:rxn30193 ... seedR:rxn30412 ... seedR:rxn32216	1 MNXM1103300@MNXD1 + 1 MNXM3@MNXD1 + 1 MNXM729302@MNXD1 = 1 MNXM11@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM728294@MNXD1 + 1 MNXM8@MNXD1
NADS2	MNXR190938	rheaR:24384	bigg.reaction:DNGALh ... bigg.reaction:NADS2 ... bigg.reaction:R_DNGALh ... bigg.reaction:R_NADS2 ... biggR:DNGALh ... biggR:NADS2 ... biggR:R_DNGALh ... biggR:R_NADS2 ... deprecated:MNXR190939 ... deprecated:MNXR97678 ... kegg.reaction:R00257 ... keggR:R00257 ... metacyc.reaction:NAD-SYNTH-GLN-RXN ... metacycR:NAD-SYNTH-GLN-RXN ... rhea:24384 ... rhea:24385 ... rhea:24386 ... rhea:24387 ... rheaR:24384 ... rheaR:24385 ... rheaR:24386 ... rheaR:24387 ... seed.reaction:rxn00190 ... seed.reaction:rxn33083 ... seedR:rxn00190 ... seedR:rxn33083	1 MNXM1103300@MNXD1 + 1 MNXM37@MNXD1 + 1 MNXM3@MNXD1 + 1 WATER@MNXD1 = 1 MNXM11@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM728294@MNXD1 + 1 MNXM741173@MNXD1 + 1 MNXM8@MNXD1
NAPRT	MNXR188491	rheaR:13393	bigg.reaction:NAMPRT ... bigg.reaction:NAPRT ... bigg.reaction:NAPRTm ... bigg.reaction:R_NAMPRT ... bigg.reaction:R_NAPRT ... bigg.reaction:R_NAPRTm ... biggR:NAMPRT ... biggR:NAPRT ... biggR:NAPRTm ... biggR:R_NAMPRT ... biggR:R_NAPRT ... biggR:R_NAPRTm ... deprecated:MNXR101910 ... deprecated:MNXR188492 ... rhea:13393 ... rhea:13394 ... rhea:13395 ... rhea:13396 ... rheaR:13393 ... rheaR:13394 ... rheaR:13395 ... rheaR:13396 ... seed.reaction:rxn01265 ... seed.reaction:rxn30169 ... seed.reaction:rxn31944 ... seed.reaction:rxn31946 ... seedR:rxn01265 ... seedR:rxn30169 ... seedR:rxn31944 ... seedR:rxn31946	1 MNXM1104453@MNXD1 + 1 MNXM1@MNXD1 + 1 MNXM274@MNXD1 = 1 MNXM1108016@MNXD1 + 1 MNXM11@MNXD1
NAt3_1	MNXR101803	rheaR:29419	bigg.reaction:NA1Hth ... bigg.reaction:NA1Htm ... bigg.reaction:NAt3_1 ... bigg.reaction:NAt3_1g ... bigg.reaction:NAt3pp ... bigg.reaction:R_NA1Hth ... bigg.reaction:R_NA1Htm ... bigg.reaction:R_NAt3_1 ... bigg.reaction:R_NAt3_1g ... bigg.reaction:R_NAt3pp ... biggR:NA1Hth ... biggR:NA1Htm ... biggR:NAt3_1 ... biggR:NAt3_1g ... biggR:NAt3pp ... biggR:R_NA1Hth ... biggR:R_NA1Htm ... biggR:R_NAt3_1 ... biggR:R_NAt3_1g ... biggR:R_NAt3pp ... deprecated:MNXR91021 ... metacyc.reaction:TRANS-RXN-101 ... metacycR:TRANS-RXN-101 ... rhea:29419 ... rhea:29420 ... rhea:29421 ... rhea:29422 ... rheaR:29419 ... rheaR:29420 ... rheaR:29421 ... rheaR:29422 ... sabiork.reaction:14625#2 ... sabiorkR:14625#2 ... seed.reaction:rxn05209 ... seed.reaction:rxn08984 ... seed.reaction:rxn34392 ... seed.reaction:rxn34514 ... seedR:rxn05209 ... seedR:rxn08984 ... seedR:rxn34392 ... seedR:rxn34514	1 MNXM01@MNXD1 + 1 MNXM27@MNXD2 = 1 MNXM01@MNXD2 + 1 MNXM27@MNXD1
